ÍNDICE MODELO,HIDDEN_LAYERS_STRUCTURE,r2Score,MSE,LEARNING_RATE_RBM,LEARNING_RATE,N_EPOCHS_RBM,N_ITER_BACKPROP,BATCH_SIZE,ACTIVATION_FUNCTION,DROPOUT_P,CONJUNTO DE TREINO
47,"[85, 85, 85]","0,994935908473632","2,88908234401685","0,01","0,01",4,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
46,"[85, 85, 85]","0,994901029033086","2,90898118970782","0,01","0,01",4,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
57,"[90, 90, 90]","0,994838907562878","2,94442171084168","0,01","0,01",4,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
38,"[85, 85, 85]","0,994775732668714","2,9804632141132","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
65,"[95, 95, 95]","0,994770823393515","2,98326397318774","0,01","0,01",2,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
51,"[90, 90, 90]","0,994755753024198","2,99186167283153","0,01","0,01",2,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
56,"[90, 90, 90]","0,99471567891582","3,0147240951167","0,01","0,01",4,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
59,"[90, 90, 90]","0,994633993609724","3,06132585465829","0,01","0,01",4,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
1,"[85, 85, 85]","0,993093808068126","3,06336000845815","0,01","0,01",2,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
52,"[90, 90, 90]","0,994587466649628","3,08786965194821","0,01","0,01",2,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
37,"[85, 85, 85]","0,994543764362802","3,11280196302626","0,01","0,01",2,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
45,"[85, 85, 85]","0,994490125130397","3,14340333712861","0,01","0,01",4,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
40,"[85, 85, 85]","0,994466908510236","3,15664850204072","0,01","0,01",2,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
31,"[95, 95, 95]","0,992877807978915","3,15917055667911","0,01","0,01",4,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
63,"[95, 95, 95]","0,994403368705419","3,19289818814604","0,01","0,01",2,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
71,"[95, 95, 95]","0,994339727789459","3,22920555852013","0,01","0,01",4,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
67,"[95, 95, 95]","0,994305380571378","3,24880076938987","0,01","0,01",4,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
50,"[90, 90, 90]","0,994296716232346","3,25374380582418","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
64,"[95, 95, 95]","0,994285537759419","3,26012116464515","0,01","0,01",2,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
62,"[95, 95, 95]","0,994218318873208","3,298469779856","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
14,"[90, 90, 90]","0,992503220216575","3,32532539021545","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
43,"[85, 85, 85]","0,994166080517854","3,32827194858619","0,01","0,01",4,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
26,"[95, 95, 95]","0,992348614565023","3,39390338149049","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
42,"[85, 85, 85]","0,994050607433178","3,39414975675912","0,01","0,01",2,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
61,"[95, 95, 95]","0,99403848286679","3,40106686528687","0,01","0,01",2,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
54,"[90, 90, 90]","0,994034459083923","3,40336244781674","0,01","0,01",2,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
21,"[90, 90, 90]","0,992279916939554","3,42437539278294","0,01","0,01",4,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
41,"[85, 85, 85]","0,99397396664827","3,4378735989048","0,01","0,01",2,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
69,"[95, 95, 95]","0,99392232263569","3,46733669295513","0,01","0,01",4,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
35,"[95, 95, 95]","0,992116954146571","3,49666033762882","0,01","0,01",4,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
5,"[85, 85, 85]","0,992094951716899","3,5064198930845","0,01","0,01",2,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
66,"[95, 95, 95]","0,993837546864991","3,51570157361526","0,01","0,01",2,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
48,"[85, 85, 85]","0,993818097667445","3,52679741043883","0,01","0,01",4,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
49,"[90, 90, 90]","0,993788720109464","3,54355741243145","0,01","0,01",2,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
60,"[90, 90, 90]","0,993776603786836","3,55046981786456","0,01","0,01",4,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
39,"[85, 85, 85]","0,993732525655935","3,57561654933251","0,01","0,01",2,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
11,"[85, 85, 85]","0,991874769063346","3,604085689533","0,01","0,01",4,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
55,"[90, 90, 90]","0,993666372267917","3,6133572940095","0,01","0,01",4,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
28,"[95, 95, 95]","0,991846526661685","3,61661309170249","0,01","0,01",2,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
3,"[85, 85, 85]","0,991746985209849","3,6607664117588","0,01","0,01",2,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
72,"[95, 95, 95]","0,99353632350883","3,68755057661233","0,01","0,01",4,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
53,"[90, 90, 90]","0,993243612740121","3,85454311799452","0,01","0,01",2,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
33,"[95, 95, 95]","0,991027388133231","3,97995605034101","0,01","0,01",4,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
15,"[90, 90, 90]","0,990876393682866","4,04693223132593","0,01","0,01",2,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
34,"[95, 95, 95]","0,990596935388203","4,17089075613229","0,01","0,01",4,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
12,"[85, 85, 85]","0,990381692521803","4,26636542517415","0,01","0,01",4,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
44,"[85, 85, 85]","0,992466224115274","4,29804611133285","0,01","0,01",4,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
23,"[90, 90, 90]","0,990221146558949","4,33757834352032","0,01","0,01",4,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
29,"[95, 95, 95]","0,989963618847975","4,45180918138989","0,01","0,01",2,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
16,"[90, 90, 90]","0,989939006445574","4,46272643506184","0,01","0,01",2,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
70,"[95, 95, 95]","0,992124182779125","4,49318191803133","0,01","0,01",4,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
4,"[85, 85, 85]","0,989844192514695","4,50478278202775","0,01","0,01",2,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
68,"[95, 95, 95]","0,991957647493936","4,58819089438753","0,01","0,01",4,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
58,"[90, 90, 90]","0,991923578661963","4,60762728498624","0,01","0,01",4,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
36,"[95, 95, 95]","0,989359598142482","4,71973293615075","0,01","0,01",4,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
24,"[90, 90, 90]","0,989354372919605","4,72205067347341","0,01","0,01",4,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
30,"[95, 95, 95]","0,989107845302133","4,83140223100261","0,01","0,01",2,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
22,"[90, 90, 90]","0,98899149212349","4,88301268113586","0,01","0,01",4,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
27,"[95, 95, 95]","0,988948106575707","4,9022570857708","0,01","0,01",2,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
6,"[85, 85, 85]","0,98804977614848","5,30072697080935","0,01","0,01",2,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
32,"[95, 95, 95]","0,987768509618374","5,4254875694931","0,01","0,01",4,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
18,"[90, 90, 90]","0,98769157402691","5,45961367204606","0,01","0,01",2,500,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
9,"[85, 85, 85]","0,986823211857681","5,84479062170423","0,01","0,01",4,70,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
10,"[85, 85, 85]","0,986705738593671","5,89689790493373","0,01","0,01",4,90,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
8,"[85, 85, 85]","0,986457711873161","6,00691441535458","0,01","0,01",4,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
19,"[90, 90, 90]","0,985826019481796","6,287112421498","0,01","0,01",4,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
2,"[85, 85, 85]","0,985719120483115","6,33452930778375","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
17,"[90, 90, 90]","0,983798770514642","7,18633350808628","0,01","0,01",2,110,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
20,"[90, 90, 90]","0,982416939609977","7,79926833143893","0,01","0,01",4,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
25,"[95, 95, 95]","0,982082862236824","7,94745408630085","0,01","0,01",2,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
7,"[85, 85, 85]","0,981295256711997","8,29681003976939","0,01","0,01",4,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
13,"[90, 90, 90]","0,977426208685386","10,0129927222726","0,01","0,01",2,30,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
