ÍNDICE MODELO,HIDDEN_LAYERS_STRUCTURE,r2Score,MSE,LEARNING_RATE_RBM,LEARNING_RATE,N_EPOCHS_RBM,N_ITER_BACKPROP,BATCH_SIZE,ACTIVATION_FUNCTION,DROPOUT_P,CONJUNTO DE TREINO
197,"[60, 60, 60]","0,994340894027456","3,22854021556772","0,01","0,01",7,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
135,[75],"0,99434011883709","3,2289824644464","0,01","0,01",7,60,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
190,"[60, 60, 60]","0,994331809511574","3,23372296439869","0,01","0,01",3,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
324,"[90, 90, 90]","0,995124010297004","3,23761329176696","0,01","0,01",7,60,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
161,"[60, 60]","0,994324019826024","3,23816700789075","0,01","0,01",7,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
299,"[60, 60, 60]","0,995121659720284","3,23917405355999","0,01","0,01",3,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
130,[75],"0,994318581727529","3,24126946254869","0,01","0,01",5,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
285,"[90, 90]","0,995115055516186","3,2435591856611","0,01","0,01",5,60,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
319,"[90, 90, 90]","0,995114115715815","3,24418320465125","0,01","0,01",5,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
172,"[90, 90]","0,994311638790616","3,24523043291184","0,01","0,01",3,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
298,"[60, 60, 60]","0,995108829860008","3,24769296534842","0,01","0,01",3,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
116,[45],"0,994301578011041","3,25097014367468","0,01","0,01",7,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
306,"[60, 60, 60]","0,995103685829372","3,25110855540808","0,01","0,01",7,60,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
250,[90],"0,995103182382178","3,2514428398154","0,01","0,01",7,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
156,"[60, 60]","0,994291693733327","3,25660915949348","0,01","0,01",3,60,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
236,[75],"0,995093686391048","3,2577480924869","0,01","0,01",3,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
292,"[45, 45, 45]","0,995091248546287","3,25936679947373","0,01","0,01",5,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
267,"[60, 60]","0,995089657012299","3,26042356372262","0,01","0,01",5,60,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
291,"[45, 45, 45]","0,995089418111441","3,26058219174249","0,01","0,01",3,60,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
187,"[45, 45, 45]","0,994281683885189","3,26231981368933","0,01","0,01",7,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
220,[45],"0,99508678704089","3,26232919891571","0,01","0,01",5,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
224,[45],"0,995086360270489","3,2626125706221","0,01","0,01",7,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
179,"[90, 90]","0,994277237965706","3,26485622666966","0,01","0,01",7,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
194,"[60, 60, 60]","0,994275953867222","3,26558880945169","0,01","0,01",5,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
234,[60],"0,995073305962676","3,27128051355553","0,01","0,01",7,60,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
193,"[60, 60, 60]","0,994261949646491","3,27357826751001","0,01","0,01",5,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
201,"[75, 75, 75]","0,994261643148544","3,27375312568645","0,01","0,01",3,60,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
122,[60],"0,994258719687185","3,27542097085687","0,01","0,01",5,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
37,"[45, 45]","0,992603737449782","3,28073924557812","0,01","0,01",3,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
223,[45],"0,995055248476882","3,28327052165324","0,01","0,01",7,40,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
