ÍNDICE MODELO,HIDDEN_LAYERS_STRUCTURE,r2Score,MSE,LEARNING_RATE_RBM,LEARNING_RATE,N_EPOCHS_RBM,N_ITER_BACKPROP,BATCH_SIZE,ACTIVATION_FUNCTION,DROPOUT_P,CONJUNTO DE TREINO
1,"[90, 90, 90]",-0.006559606280368335,446.4767956676383,0.01,0.01,3,50,1,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
2,"[90, 90, 90]",0.9898475769973606,4.503281536630941,0.01,0.01,3,50,8,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
3,"[90, 90, 90]",0.9825438807481642,7.742961410057755,0.01,0.01,3,50,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
4,"[90, 90, 90]",0.9935238906209611,2.8725895077703067,0.01,0.01,3,50,32,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
5,"[90, 90, 90]",0.9895789326837711,4.622443334459279,0.01,0.01,3,50,64,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
6,"[90, 90, 90]",0.9905677090934168,4.183854580990649,0.01,0.01,3,50,128,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
7,"[90, 90, 90]",0.5195662439945806,274.08917763781676,0.01,0.01,3,50,1,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
8,"[90, 90, 90]",0.9946809341778811,3.034546092488874,0.01,0.01,3,50,8,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
9,"[90, 90, 90]",0.9944505588719627,3.1659760292032586,0.01,0.01,3,50,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
10,"[90, 90, 90]",0.994071364583859,3.3823077279902694,0.01,0.01,3,50,32,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
11,"[90, 90, 90]",0.9938509552570742,3.508052037933091,0.01,0.01,3,50,64,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
12,"[90, 90, 90]",0.9933787025158707,3.7774739173404144,0.01,0.01,3,50,128,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
