0.0,-2.2032859453277776
0.02,-2.2008311442356625
0.04,-2.1940263971988543
0.06,-2.1835695507412836
0.08,-2.1700495894040692
0.1,-2.153963669077753
0.12,-2.135739342018568
0.14,-2.1157344688246753
0.16,-2.094251929125442
0.18,-2.0715604829455447
0.2,-2.04788139139517
0.22,-2.023410504424233
0.24,-1.9983136812232565
0.26,-1.9727310721312725
0.28,-1.946799370253837
0.3,-1.9206158244606015
0.32,-1.8942784318187573
0.34,-1.86786788772522
0.36,-1.841460987832141
0.38,-1.8151215187883933
0.4,-1.7889046654141478
0.42,-1.762852369468964
0.44,-1.737015984083681
0.46,-1.7114243876255741
0.48,-1.6861523800258469
0.5,-1.6611561227609868
0.52,-1.6365291313057517
0.54,-1.6122275884542603
0.56,-1.588345495693985
0.58,-1.5648390385386066
0.6,-1.541802668406276
0.62,-1.519146279672384
0.64,-1.4969645240876641
0.66,-1.4752133288295257
0.68,-1.4539412555970397
0.7,-1.4331039925643114
0.72,-1.412796741659186
0.74,-1.3929284747397286
0.76,-1.373594537113437
0.78,-1.3547035412602684
0.8,-1.3363041165660894
0.82,-1.3183981669052394
0.84,-1.300940584922081
0.86,-1.2840270235742168
0.88,-1.2675652601762541
0.9,-1.2516039388383038
0.92,-1.2360975372286098
0.94,-1.2210946977329997
0.96,-1.2065497030138108
0.98,-1.1924638987231782
1.0,-1.1788385854378622
1.02,-1.1656750187679155
1.04,-1.152926999743325
1.06,-1.1406430296017822
1.08,-1.1288242341042392
1.1,-1.1173766594669812
1.12,-1.1063962451859748
1.14,-1.0957888269248832
1.16,-1.0856504054183815
1.18,-1.075838973608606
1.2,-1.0664504989348447
1.22,-1.057485747589035
1.24,-1.0488500018924671
1.26,-1.0405438090323451
1.28,-1.0326632405835732
1.3,-1.0251133457256674
1.32,-1.0178467838716199
1.34,-1.0109596237996725
1.36,-1.0044045037089533
1.38,-0.998133959937515
1.4,-0.9921962242945156
1.42,-0.9865437589804098
1.44,-0.9811768680120786
1.46,-0.9760958397912127
1.48,-0.9712529909963926
1.5,-0.9666965080417865
1.52,-0.9624266351988104
1.54,-0.9583476123693131
1.56,-0.954555597156125
1.58,-0.9509547597102391
1.6,-0.9475932550099473
1.62,-0.9444231969783664
1.64,-0.9414927431880452
1.66,-0.9387539714263228
1.68,-0.9362069791629308
1.7,-0.9338518570027274
1.72,-0.9316406150109344
1.74,-0.9296213919478018
1.76,-0.9277461743581821
1.78,-0.9260631025353387
1.8,-0.9245241415122927
1.82,-0.9231293322712946
1.84,-0.9218306092450487
1.86,-0.9207242078543408
1.88,-0.9197139495799356
1.9,-0.9187998523435703
1.92,-0.9180300464362808
1.94,-0.917356436408769
1.96,-0.9168271518376776
1.98,-0.916345969117622
2.0,-0.9159610127054325
2.02,-0.9156722894253534
2.04,-0.9154798043953829
2.06,-0.9153835610274326
2.08,-0.9153354391302181
2.1,-0.9153354391302181
2.12,-0.9154316827824882
2.14,-0.9155760471946909
2.16,-0.9158166517051292
2.18,-0.9160572526614782
2.2,-0.9163940880293923
2.22,-0.9167790342054424
2.24,-0.9171639712824636
2.26,-0.9176451298328914
2.28,-0.9181262741653002
2.3,-0.9186555165086174
2.32,-0.9191847416470228
2.34,-0.919810167355532
2.36,-0.9203874620642036
2.38,-0.9210609466762802
2.4,-0.9216863002866043
2.42,-0.9223597311417925
2.44,-0.9230812332674064
2.46,-0.9238027033913957
2.48,-0.9245241415122927
2.5,-0.92524554762863
2.52,-0.9260150122082687
2.54,-0.9267844403703843
2.56,-0.9275057461962806
2.58,-0.9282751037943912
2.6,-0.9290925063338344
2.62,-0.9298617888081023
2.64,-0.9306310348559736
2.66,-0.9314002444756774
2.68,-0.9321694176654424
2.7,-0.9329385544235003
2.72,-0.9337076547480819
2.74,-0.9344767186374211
2.76,-0.9352457460897511
2.78,-0.9359666762325353
2.8,-0.9367356330831382
2.82,-0.9374564970337009
2.84,-0.9381773289535431
2.86,-0.9388981288412137
2.88,-0.9396188966952627
2.9,-0.9402915844563181
2.92,-0.9410122903745909
2.94,-0.9416849203263961
2.96,-0.9423575223684805
2.98,-0.94298205641594
3.0,-0.9436546046288157
3.02,-0.9442790886899812
3.04,-0.9449035486822255
3.06,-0.9454799519266913
3.08,-0.9461043656299098
3.1,-0.9466807261444422
3.12,-0.9472570661474689
3.14,-0.9477853597974918
3.16,-0.948313636210966
3.18,-0.9488418953873227
3.2,-0.9493701373259954
3.22,-0.9498503423114447
3.24,-0.9503305330499802
3.26,-0.9508107095411755
3.28,-0.9512908717846056
3.3,-0.9517230056215015
3.32,-0.9521551279170531
3.34,-0.9525872386709506
3.36,-0.952971327429319
3.38,-0.9534034163814693
3.4,-0.9537874857600157
3.42,-0.9541235389847916
3.44,-0.9545075912626811
3.46,-0.9548436295240479
3.48,-0.9551796608022617
3.5,-0.9555156850971767
3.52,-0.9558037003631442
3.54,-0.9561397116886908
3.56,-0.956427715837842
3.58,-0.9566677153759711
3.6,-0.9569557101182501
3.62,-0.9571957018171907
3.64,-0.9574356899527793
3.66,-0.957675674524963
3.68,-0.957915655533689
3.7,-0.9581556329789044
3.72,-0.9583476123693131
3.74,-0.9585395894790145
3.76,-0.9587315643079813
3.78,-0.9589235368561859
3.8,-0.9590675147705733
3.82,-0.9592594833273801
3.84,-0.9594034582481875
3.86,-0.9595474318860132
3.88,-0.959691404240846
3.9,-0.9598353753126742
3.92,-0.9599793451014865
3.94,-0.9600753242479021
3.96,-0.9601713028240805
3.98,-0.9603152696191444
4.0,-0.9604112467697131
4.02,-0.9605072233500326
4.04,-0.9606031993600986
4.06,-0.9606511871512861
4.08,-0.9607471623059667
4.1,-0.9608431368903863
4.12,-0.9608911239687467
4.14,-0.9609391109045404
4.16,-0.9610350843484268
4.18,-0.9610830708565185
4.2,-0.9611310572220417
4.22,-0.9611790434449964
4.24,-0.9612270295253815
4.26,-0.9612270295253815
4.28,-0.9612750154631974
4.3,-0.961323001258443
4.32,-0.961323001258443
4.34,-0.9613709869111188
4.36,-0.9613709869111188
4.38,-0.961418972421223
4.4,-0.961418972421223
4.42,-0.961418972421223
4.44,-0.9614669577887563
4.46,-0.9614669577887563
4.48,-0.9614669577887563
4.5,-0.9614669577887563
4.52,-0.9614669577887563
4.54,-0.9614669577887563
4.56,-0.9614669577887563
4.58,-0.9614669577887563
4.6,-0.9614669577887563
4.62,-0.9614669577887563
4.64,-0.9614669577887563
4.66,-0.9614669577887563
4.68,-0.961418972421223
4.7,-0.961418972421223
4.72,-0.961418972421223
4.74,-0.961418972421223
4.76,-0.9613709869111188
4.78,-0.9613709869111188
4.8,-0.9613709869111188
4.82,-0.961323001258443
4.84,-0.961323001258443
4.86,-0.961323001258443
4.88,-0.9612750154631974
4.9,-0.9612750154631974
4.92,-0.9612750154631974
4.94,-0.9612270295253815
4.96,-0.9612270295253815
4.98,-0.9611790434449964
5.0,-0.9611790434449964
5.02,-0.9611790434449964
5.04,-0.9611310572220417
5.06,-0.9611310572220417
5.08,-0.9610830708565185
5.1,-0.9610830708565185
5.12,-0.9610830708565185
5.14,-0.9610350843484268
5.16,-0.9610350843484268
5.18,-0.9609870976977674
5.2,-0.9609870976977674
5.22,-0.9609870976977674
5.24,-0.9609391109045404
5.26,-0.9609391109045404
5.28,-0.9609391109045404
5.3,-0.9608911239687467
5.32,-0.9608911239687467
5.34,-0.9608431368903863
5.36,-0.9608431368903863
5.38,-0.9608431368903863
5.4,-0.9607951496694593
5.42,-0.9607951496694593
5.44,-0.9607951496694593
5.46,-0.9607471623059667
5.48,-0.9607471623059667
5.5,-0.9607471623059667
5.52,-0.9606991747999091
5.54,-0.9606991747999091
5.56,-0.9606991747999091
5.58,-0.9606511871512861
5.6,-0.9606511871512861
5.62,-0.9606511871512861
5.64,-0.9606511871512861
5.66,-0.9606031993600986
5.68,-0.9606031993600986
5.7,-0.9606031993600986
5.72,-0.9606031993600986
5.74,-0.9605552114263475
5.76,-0.9605552114263475
5.78,-0.9605552114263475
5.8,-0.9605552114263475
5.82,-0.9605072233500326
5.84,-0.9605072233500326
