time;Vel. Desejada;PID;CN;A = vel_PID - vel_RNA;A²;Soma/n;
0;0,129091665;0;0;0;0,00E+00;0,00969221;0,602046892
0,02;0,129091665;0,00026644;0,00072577;-0,00045933;2,11E-07;;0,602046892
0,04;0,129091665;0,0010047;0,0026935;-0,0016888;2,85E-06;;0,602046892
0,06;0,129091665;0,0021385;0,0056232;-0,0034847;1,21E-05;;0,602046892
0,08;0,129091665;0,0036031;0,0092872;-0,0056841;3,23E-05;;0,602046892
0,1;0,129091665;0,0053435;0,0135;-0,0081565;6,65E-05;;0,602046892
0,12;0,129091665;0,0073131;0,018112;-0,0107989;1,17E-04;;0,602046892
0,14;0,129091665;0,009472;0,023003;-0,013531;1,83E-04;;0,602046892
0,16;0,129091665;0,011786;0,028073;-0,016287;2,65E-04;;0,602046892
0,18;0,129091665;0,014227;0,033245;-0,019018;3,62E-04;;0,602046892
0,2;0,129091665;0,01677;0,038456;-0,021686;4,70E-04;;0,602046892
0,22;0,129091665;0,019393;0,043657;-0,024264;5,89E-04;;0,602046892
0,24;0,129091665;0,022078;0,048807;-0,026729;7,14E-04;;0,602046892
0,26;0,129091665;0,024809;0,053877;-0,029068;8,45E-04;;0,602046892
0,28;0,129091665;0,027573;0,058843;-0,03127;9,78E-04;;0,602046892
0,3;0,129091665;0,030359;0,063686;-0,033327;1,11E-03;;0,602046892
0,32;0,129091665;0,033155;0,068395;-0,03524;1,24E-03;;0,602046892
0,34;0,129091665;0,035954;0,072958;-0,037004;1,37E-03;;0,602046892
0,36;0,129091665;0,038747;0,07737;-0,038623;1,49E-03;;0,602046892
0,38;0,129091665;0,041527;0,081627;-0,0401;1,61E-03;;0,602046892
0,4;0,129091665;0,04429;0,085726;-0,041436;1,72E-03;;0,602046892
0,42;0,129091665;0,04703;0,089668;-0,042638;1,82E-03;;0,602046892
0,44;0,129091665;0,049742;0,093452;-0,04371;1,91E-03;;0,602046892
0,46;0,129091665;0,052423;0,097082;-0,044659;1,99E-03;;0,602046892
0,48;0,129091665;0,055069;0,10056;-0,045491;2,07E-03;;0,602046892
0,5;0,129091665;0,057678;0,10389;-0,046212;2,14E-03;;0,602046892
0,52;0,129091665;0,060246;0,10707;-0,046824;2,19E-03;;0,602046892
0,54;0,129091665;0,062772;0,11011;-0,047338;2,24E-03;;0,602046892
0,56;0,129091665;0,065254;0,11301;-0,047756;2,28E-03;;0,602046892
0,58;0,129091665;0,06769;0,11578;-0,04809;2,31E-03;;0,602046892
0,6;0,129091665;0,070079;0,11842;-0,048341;2,34E-03;;0,602046892
0,62;0,129091665;0,072419;0,12093;-0,048511;2,35E-03;;0,602046892
0,64;0,129091665;0,07471;0,12333;-0,04862;2,36E-03;;0,602046892
0,66;0,129091665;0,076951;0,12561;-0,048659;2,37E-03;;0,602046892
0,68;0,129091665;0,079141;0,12777;-0,048629;2,36E-03;;0,602046892
0,7;0,129091665;0,081279;0,12984;-0,048561;2,36E-03;;0,602046892
0,72;0,129091665;0,083366;0,1318;-0,048434;2,35E-03;;0,602046892
0,74;0,129091665;0,0854;0,13366;-0,04826;2,33E-03;;0,602046892
0,76;0,129091665;0,087383;0,13542;-0,048037;2,31E-03;;0,602046892
0,78;0,129091665;0,089313;0,1371;-0,047787;2,28E-03;;0,602046892
0,8;0,129091665;0,091192;0,13869;-0,047498;2,26E-03;;0,602046892
0,82;0,129091665;0,093018;0,1402;-0,047182;2,23E-03;;0,602046892
0,84;0,129091665;0,094793;0,14163;-0,046837;2,19E-03;;0,602046892
0,86;0,129091665;0,096516;0,14298;-0,046464;2,16E-03;;0,602046892
0,88;0,129091665;0,098188;0,14426;-0,046072;2,12E-03;;0,602046892
0,9;0,129091665;0,09981;0,14548;-0,04567;2,09E-03;;0,602046892
0,92;0,129091665;0,10138;0,14663;-0,04525;2,05E-03;;0,602046892
0,94;0,129091665;0,1029;0,14771;-0,04481;2,01E-03;;0,602046892
0,96;0,129091665;0,10438;0,14874;-0,04436;1,97E-03;;0,602046892
0,98;0,129091665;0,1058;0,1497;-0,0439;1,93E-03;;0,602046892
1;0,129091665;0,10718;0,15062;-0,04344;1,89E-03;;0,602046892
1,02;0,129091665;0,10851;0,15148;-0,04297;1,85E-03;;0,602046892
1,04;0,129091665;0,10979;0,15229;-0,0425;1,81E-03;;0,602046892
1,06;0,129091665;0,11103;0,15306;-0,04203;1,77E-03;;0,602046892
1,08;0,129091665;0,11222;0,15378;-0,04156;1,73E-03;;0,602046892
1,1;0,129091665;0,11337;0,15446;-0,04109;1,69E-03;;0,602046892
1,12;0,129091665;0,11447;0,1551;-0,04063;1,65E-03;;0,602046892
1,14;0,129091665;0,11554;0,15571;-0,04017;1,61E-03;;0,602046892
1,16;0,129091665;0,11656;0,15627;-0,03971;1,58E-03;;0,602046892
1,18;0,129091665;0,11754;0,1568;-0,03926;1,54E-03;;0,602046892
1,2;0,129091665;0,11848;0,1573;-0,03882;1,51E-03;;0,602046892
1,22;0,129091665;0,11939;0,15777;-0,03838;1,47E-03;;0,602046892
1,24;0,129091665;0,12025;0,15821;-0,03796;1,44E-03;;0,602046892
1,26;0,129091665;0,12108;0,15862;-0,03754;1,41E-03;;0,602046892
1,28;0,129091665;0,12187;0,15901;-0,03714;1,38E-03;;0,602046892
1,3;0,129091665;0,12263;0,15937;-0,03674;1,35E-03;;0,602046892
1,32;0,129091665;0,12335;0,15971;-0,03636;1,32E-03;;0,602046892
1,34;0,129091665;0,12404;0,16002;-0,03598;1,29E-03;;0,602046892
1,36;0,129091665;0,12469;0,16032;-0,03563;1,27E-03;;0,602046892
1,38;0,129091665;0,12532;0,16059;-0,03527;1,24E-03;;0,602046892
1,4;0,129091665;0,12591;0,16085;-0,03494;1,22E-03;;0,602046892
1,42;0,129091665;0,12648;0,16109;-0,03461;1,20E-03;;0,602046892
1,44;0,129091665;0,12701;0,16131;-0,0343;1,18E-03;;0,602046892
1,46;0,129091665;0,12752;0,16152;-0,034;1,16E-03;;0,602046892
1,48;0,129091665;0,128;0,16171;-0,03371;1,14E-03;;0,602046892
1,5;0,129091665;0,12846;0,16189;-0,03343;1,12E-03;;0,602046892
1,52;0,129091665;0,12888;0,16205;-0,03317;1,10E-03;;0,602046892
1,54;0,129091665;0,12929;0,16221;-0,03292;1,08E-03;;0,602046892
1,56;0,129091665;0,12967;0,16235;-0,03268;1,07E-03;;0,602046892
1,58;0,129091665;0,13002;0,16248;-0,03246;1,05E-03;;0,602046892
1,6;0,129091665;0,13036;0,1626;-0,03224;1,04E-03;;0,602046892
1,62;0,129091665;0,13067;0,16271;-0,03204;1,03E-03;;0,602046892
1,64;0,129091665;0,13097;0,16282;-0,03185;1,01E-03;;0,602046892
1,66;0,129091665;0,13124;0,16291;-0,03167;1,00E-03;;0,602046892
1,68;0,129091665;0,13149;0,163;-0,03151;9,93E-04;;0,602046892
1,7;0,129091665;0,13173;0,16308;-0,03135;9,83E-04;;0,602046892
1,72;0,129091665;0,13195;0,16316;-0,03121;9,74E-04;;0,602046892
1,74;0,129091665;0,13215;0,16322;-0,03107;9,65E-04;;0,602046892
1,76;0,129091665;0,13233;0,16329;-0,03096;9,59E-04;;0,602046892
1,78;0,129091665;0,1325;0,16335;-0,03085;9,52E-04;;0,602046892
1,8;0,129091665;0,13265;0,1634;-0,03075;9,46E-04;;0,602046892
1,82;0,129091665;0,13279;0,16345;-0,03066;9,40E-04;;0,602046892
1,84;0,129091665;0,13292;0,16349;-0,03057;9,35E-04;;0,602046892
1,86;0,129091665;0,13303;0,16353;-0,0305;9,30E-04;;0,602046892
1,88;0,129091665;0,13313;0,16357;-0,03044;9,27E-04;;0,602046892
1,9;0,129091665;0,13322;0,1636;-0,03038;9,23E-04;;0,602046892
1,92;0,129091665;0,1333;0,16363;-0,03033;9,20E-04;;0,602046892
1,94;0,129091665;0,13336;0,16366;-0,0303;9,18E-04;;0,602046892
1,96;0,129091665;0,13342;0,16369;-0,03027;9,16E-04;;0,602046892
1,98;0,129091665;0,13347;0,16371;-0,03024;9,14E-04;;0,602046892
2;0,129091665;0,1335;0,16373;-0,03023;9,14E-04;;0,602046892
2,02;0,129091665;0,13353;0,16375;-0,03022;9,13E-04;;0,602046892
2,04;0,129091665;0,13355;0,16377;-0,03022;9,13E-04;;0,602046892
2,06;0,129091665;0,13356;0,16379;-0,03023;9,14E-04;;0,602046892
2,08;0,129091665;0,13357;0,16381;-0,03024;9,14E-04;;0,602046892
2,1;0,129091665;0,13356;0,16382;-0,03026;9,16E-04;;0,602046892
2,12;0,129091665;0,13356;0,16383;-0,03027;9,16E-04;;0,602046892
2,14;0,129091665;0,13354;0,16385;-0,03031;9,19E-04;;0,602046892
2,16;0,129091665;0,13352;0,16386;-0,03034;9,21E-04;;0,602046892
2,18;0,129091665;0,13349;0,16387;-0,03038;9,23E-04;;0,602046892
2,2;0,129091665;0,13346;0,16388;-0,03042;9,25E-04;;0,602046892
2,22;0,129091665;0,13342;0,16389;-0,03047;9,28E-04;;0,602046892
2,24;0,129091665;0,13338;0,1639;-0,03052;9,31E-04;;0,602046892
2,26;0,129091665;0,13334;0,16391;-0,03057;9,35E-04;;0,602046892
2,28;0,129091665;0,13329;0,16392;-0,03063;9,38E-04;;0,602046892
2,3;0,129091665;0,13324;0,16393;-0,03069;9,42E-04;;0,602046892
2,32;0,129091665;0,13318;0,16394;-0,03076;9,46E-04;;0,602046892
2,34;0,129091665;0,13312;0,16395;-0,03083;9,50E-04;;0,602046892
2,36;0,129091665;0,13306;0,16396;-0,0309;9,55E-04;;0,602046892
2,38;0,129091665;0,133;0,16397;-0,03097;9,59E-04;;0,602046892
2,4;0,129091665;0,13293;0,16397;-0,03104;9,63E-04;;0,602046892
2,42;0,129091665;0,13287;0,16398;-0,03111;9,68E-04;;0,602046892
2,44;0,129091665;0,1328;0,16399;-0,03119;9,73E-04;;0,602046892
2,46;0,129091665;0,13273;0,164;-0,03127;9,78E-04;;0,602046892
2,48;0,129091665;0,13265;0,16401;-0,03136;9,83E-04;;0,602046892
2,5;0,129091665;0,13258;0,16402;-0,03144;9,88E-04;;0,602046892
2,52;0,129091665;0,13251;0,16403;-0,03152;9,94E-04;;0,602046892
2,54;0,129091665;0,13243;0,16404;-0,03161;9,99E-04;;0,602046892
2,56;0,129091665;0,13235;0,16405;-0,0317;1,00E-03;;0,602046892
2,58;0,129091665;0,13228;0,16406;-0,03178;1,01E-03;;0,602046892
2,6;0,129091665;0,1322;0,16408;-0,03188;1,02E-03;;0,602046892
2,62;0,129091665;0,13212;0,16409;-0,03197;1,02E-03;;0,602046892
2,64;0,129091665;0,13205;0,1641;-0,03205;1,03E-03;;0,602046892
2,66;0,129091665;0,13197;0,16411;-0,03214;1,03E-03;;0,602046892
2,68;0,129091665;0,13189;0,16412;-0,03223;1,04E-03;;0,602046892
2,7;0,129091665;0,13182;0,16414;-0,03232;1,04E-03;;0,602046892
2,72;0,129091665;0,13174;0,16415;-0,03241;1,05E-03;;0,602046892
2,74;0,129091665;0,13166;0,16416;-0,0325;1,06E-03;;0,602046892
2,76;0,129091665;0,13159;0,16417;-0,03258;1,06E-03;;0,602046892
2,78;0,129091665;0,13151;0,16419;-0,03268;1,07E-03;;0,602046892
2,8;0,129091665;0,13144;0,1642;-0,03276;1,07E-03;;0,602046892
2,82;0,129091665;0,13137;0,16421;-0,03284;1,08E-03;;0,602046892
2,84;0,129091665;0,1313;0,16423;-0,03293;1,08E-03;;0,602046892
2,86;0,129091665;0,13122;0,16424;-0,03302;1,09E-03;;0,602046892
2,88;0,129091665;0,13115;0,16426;-0,03311;1,10E-03;;0,602046892
2,9;0,129091665;0,13108;0,16427;-0,03319;1,10E-03;;0,602046892
2,92;0,129091665;0,13101;0,16429;-0,03328;1,11E-03;;0,602046892
2,94;0,129091665;0,13095;0,1643;-0,03335;1,11E-03;;0,602046892
2,96;0,129091665;0,13088;0,16431;-0,03343;1,12E-03;;0,602046892
2,98;0,129091665;0,13082;0,16433;-0,03351;1,12E-03;;0,602046892
3;0,129091665;0,13075;0,16434;-0,03359;1,13E-03;;0,602046892
3,02;0,129091665;0,13069;0,16436;-0,03367;1,13E-03;;0,602046892
3,04;0,129091665;0,13063;0,16437;-0,03374;1,14E-03;;0,602046892
3,06;0,129091665;0,13057;0,16439;-0,03382;1,14E-03;;0,602046892
3,08;0,129091665;0,13051;0,1644;-0,03389;1,15E-03;;0,602046892
3,1;0,129091665;0,13045;0,16442;-0,03397;1,15E-03;;0,602046892
3,12;0,129091665;0,13039;0,16444;-0,03405;1,16E-03;;0,602046892
3,14;0,129091665;0,13034;0,16445;-0,03411;1,16E-03;;0,602046892
3,16;0,129091665;0,13029;0,16447;-0,03418;1,17E-03;;0,602046892
3,18;0,129091665;0,13023;0,16448;-0,03425;1,17E-03;;0,602046892
3,2;0,129091665;0,13018;0,1645;-0,03432;1,18E-03;;0,602046892
3,22;0,129091665;0,13013;0,16451;-0,03438;1,18E-03;;0,602046892
3,24;0,129091665;0,13008;0,16453;-0,03445;1,19E-03;;0,602046892
3,26;0,129091665;0,13004;0,16454;-0,0345;1,19E-03;;0,602046892
3,28;0,129091665;0,12999;0,16456;-0,03457;1,20E-03;;0,602046892
3,3;0,129091665;0,12995;0,16457;-0,03462;1,20E-03;;0,602046892
3,32;0,129091665;0,1299;0,16459;-0,03469;1,20E-03;;0,602046892
3,34;0,129091665;0,12986;0,1646;-0,03474;1,21E-03;;0,602046892
3,36;0,129091665;0,12982;0,16461;-0,03479;1,21E-03;;0,602046892
3,38;0,129091665;0,12978;0,16463;-0,03485;1,21E-03;;0,602046892
3,4;0,129091665;0,12974;0,16464;-0,0349;1,22E-03;;0,602046892
3,42;0,129091665;0,12971;0,16466;-0,03495;1,22E-03;;0,602046892
3,44;0,129091665;0,12967;0,16467;-0,035;1,23E-03;;0,602046892
3,46;0,129091665;0,12964;0,16469;-0,03505;1,23E-03;;0,602046892
3,48;0,129091665;0,1296;0,1647;-0,0351;1,23E-03;;0,602046892
3,5;0,129091665;0,12957;0,16471;-0,03514;1,23E-03;;0,602046892
3,52;0,129091665;0,12954;0,16473;-0,03519;1,24E-03;;0,602046892
3,54;0,129091665;0,12951;0,16474;-0,03523;1,24E-03;;0,602046892
3,56;0,129091665;0,12948;0,16475;-0,03527;1,24E-03;;0,602046892
3,58;0,129091665;0,12945;0,16477;-0,03532;1,25E-03;;0,602046892
3,6;0,129091665;0,12943;0,16478;-0,03535;1,25E-03;;0,602046892
3,62;0,129091665;0,1294;0,16479;-0,03539;1,25E-03;;0,602046892
3,64;0,129091665;0,12938;0,1648;-0,03542;1,25E-03;;0,602046892
3,66;0,129091665;0,12935;0,16482;-0,03547;1,26E-03;;0,602046892
3,68;0,129091665;0,12933;0,16483;-0,0355;1,26E-03;;0,602046892
3,7;0,129091665;0,12931;0,16484;-0,03553;1,26E-03;;0,602046892
3,72;0,129091665;0,12929;0,16485;-0,03556;1,26E-03;;0,602046892
3,74;0,129091665;0,12927;0,16486;-0,03559;1,27E-03;;0,602046892
3,76;0,129091665;0,12925;0,16487;-0,03562;1,27E-03;;0,602046892
3,78;0,129091665;0,12923;0,16488;-0,03565;1,27E-03;;0,602046892
3,8;0,129091665;0,12921;0,16489;-0,03568;1,27E-03;;0,602046892
3,82;0,129091665;0,1292;0,16491;-0,03571;1,28E-03;;0,602046892
3,84;0,129091665;0,12918;0,16492;-0,03574;1,28E-03;;0,602046892
3,86;0,129091665;0,12917;0,16493;-0,03576;1,28E-03;;0,602046892
3,88;0,129091665;0,12915;0,16494;-0,03579;1,28E-03;;0,602046892
3,9;0,129091665;0,12914;0,16495;-0,03581;1,28E-03;;0,602046892
3,92;0,129091665;0,12913;0,16495;-0,03582;1,28E-03;;0,602046892
3,94;0,129091665;0,12912;0,16496;-0,03584;1,28E-03;;0,602046892
3,96;0,129091665;0,1291;0,16497;-0,03587;1,29E-03;;0,602046892
3,98;0,129091665;0,12909;0,16498;-0,03589;1,29E-03;;0,602046892
4;0,129091665;0,12908;0,16499;-0,03591;1,29E-03;;0,602046892
4,02;0,129091665;0,12907;0,165;-0,03593;1,29E-03;;0,602046892
4,04;0,129091665;0,12907;0,16501;-0,03594;1,29E-03;;0,602046892
4,06;0,129091665;0,12906;0,16502;-0,03596;1,29E-03;;0,602046892
4,08;0,129091665;0,12905;0,16502;-0,03597;1,29E-03;;0,602046892
4,1;0,129091665;0,12904;0,16503;-0,03599;1,30E-03;;0,602046892
4,12;0,129091665;0,12903;0,16504;-0,03601;1,30E-03;;0,602046892
4,14;0,129091665;0,12903;0,16505;-0,03602;1,30E-03;;0,602046892
4,16;0,129091665;0,12902;0,16505;-0,03603;1,30E-03;;0,602046892
4,18;0,129091665;0,12902;0,16506;-0,03604;1,30E-03;;0,602046892
4,2;0,129091665;0,12901;0,16507;-0,03606;1,30E-03;;0,602046892
4,22;0,129091665;0,12901;0,16507;-0,03606;1,30E-03;;0,602046892
4,24;0,129091665;0,129;0,16508;-0,03608;1,30E-03;;0,602046892
4,26;0,129091665;0,129;0,16508;-0,03608;1,30E-03;;0,602046892
4,28;0,129091665;0,129;0,16509;-0,03609;1,30E-03;;0,602046892
4,3;0,129091665;0,12899;0,1651;-0,03611;1,30E-03;;0,602046892
4,32;0,129091665;0,12899;0,1651;-0,03611;1,30E-03;;0,602046892
4,34;0,129091665;0,12899;0,16511;-0,03612;1,30E-03;;0,602046892
4,36;0,129091665;0,12899;0,16511;-0,03612;1,30E-03;;0,602046892
4,38;0,129091665;0,12898;0,16512;-0,03614;1,31E-03;;0,602046892
4,4;0,129091665;0,12898;0,16512;-0,03614;1,31E-03;;0,602046892
4,42;0,129091665;0,12898;0,16513;-0,03615;1,31E-03;;0,602046892
4,44;0,129091665;0,12898;0,16513;-0,03615;1,31E-03;;0,602046892
4,46;0,129091665;0,12898;0,16514;-0,03616;1,31E-03;;0,602046892
4,48;0,129091665;0,12898;0,16514;-0,03616;1,31E-03;;0,602046892
4,5;0,129091665;0,12898;0,16514;-0,03616;1,31E-03;;0,602046892
4,52;0,129091665;0,12898;0,16515;-0,03617;1,31E-03;;0,602046892
4,54;0,129091665;0,12898;0,16515;-0,03617;1,31E-03;;0,602046892
4,56;0,129091665;0,12898;0,16516;-0,03618;1,31E-03;;0,602046892
4,58;0,129091665;0,12898;0,16516;-0,03618;1,31E-03;;0,602046892
4,6;0,129091665;0,12898;0,16516;-0,03618;1,31E-03;;0,602046892
4,62;0,129091665;0,12898;0,16517;-0,03619;1,31E-03;;0,602046892
4,64;0,129091665;0,12898;0,16517;-0,03619;1,31E-03;;0,602046892
4,66;0,129091665;0,12898;0,16517;-0,03619;1,31E-03;;0,602046892
4,68;0,129091665;0,12898;0,16518;-0,0362;1,31E-03;;0,602046892
4,7;0,129091665;0,12898;0,16518;-0,0362;1,31E-03;;0,602046892
4,72;0,129091665;0,12898;0,16518;-0,0362;1,31E-03;;0,602046892
4,74;0,129091665;0,12898;0,16518;-0,0362;1,31E-03;;0,602046892
4,76;0,129091665;0,12899;0,16519;-0,0362;1,31E-03;;0,602046892
4,78;0,129091665;0,12899;0,16519;-0,0362;1,31E-03;;0,602046892
4,8;0,129091665;0,12899;0,16519;-0,0362;1,31E-03;;0,602046892
4,82;0,129091665;0,12899;0,16519;-0,0362;1,31E-03;;0,602046892
4,84;0,129091665;0,12899;0,16519;-0,0362;1,31E-03;;0,602046892
4,86;0,129091665;0,12899;0,1652;-0,03621;1,31E-03;;0,602046892
4,88;0,129091665;0,12899;0,1652;-0,03621;1,31E-03;;0,602046892
4,9;0,129091665;0,129;0,1652;-0,0362;1,31E-03;;0,602046892
4,92;0,129091665;0,129;0,1652;-0,0362;1,31E-03;;0,602046892
4,94;0,129091665;0,129;0,1652;-0,0362;1,31E-03;;0,602046892
4,96;0,129091665;0,129;0,16521;-0,03621;1,31E-03;;0,602046892
4,98;0,129091665;0,129;0,16521;-0,03621;1,31E-03;;0,602046892
5;0,129091665;0,12901;0,16521;-0,0362;1,31E-03;;0,602046892
5,02;0,129091665;0,12901;0,16521;-0,0362;1,31E-03;;0,602046892
5,04;0,129091665;0,12901;0,16521;-0,0362;1,31E-03;;0,602046892
5,06;0,129091665;0,12901;0,16521;-0,0362;1,31E-03;;0,602046892
5,08;0,129091665;0,12901;0,16521;-0,0362;1,31E-03;;0,602046892
5,1;0,129091665;0,12902;0,16521;-0,03619;1,31E-03;;0,602046892
5,12;0,129091665;0,12902;0,16522;-0,0362;1,31E-03;;0,602046892
5,14;0,129091665;0,12902;0,16522;-0,0362;1,31E-03;;0,602046892
5,16;0,129091665;0,12902;0,16522;-0,0362;1,31E-03;;0,602046892
5,18;0,129091665;0,12902;0,16522;-0,0362;1,31E-03;;0,602046892
5,2;0,129091665;0,12902;0,16522;-0,0362;1,31E-03;;0,602046892
5,22;0,129091665;0,12903;0,16522;-0,03619;1,31E-03;;0,602046892
5,24;0,129091665;0,12903;0,16522;-0,03619;1,31E-03;;0,602046892
5,26;0,129091665;0,12903;0,16522;-0,03619;1,31E-03;;0,602046892
5,28;0,129091665;0,12903;0,16522;-0,03619;1,31E-03;;0,602046892
5,3;0,129091665;0,12903;0,16522;-0,03619;1,31E-03;;0,602046892
5,32;0,129091665;0,12904;0,16522;-0,03618;1,31E-03;;0,602046892
5,34;0,129091665;0,12904;0,16522;-0,03618;1,31E-03;;0,602046892
5,36;0,129091665;0,12904;0,16522;-0,03618;1,31E-03;;0,602046892
5,38;0,129091665;0,12904;0,16522;-0,03618;1,31E-03;;0,602046892
5,4;0,129091665;0,12904;0,16522;-0,03618;1,31E-03;;0,602046892
5,42;0,129091665;0,12904;0,16522;-0,03618;1,31E-03;;0,602046892
5,44;0,129091665;0,12905;0,16523;-0,03618;1,31E-03;;0,602046892
5,46;0,129091665;0,12905;0,16523;-0,03618;1,31E-03;;0,602046892
5,48;0,129091665;0,12905;0,16523;-0,03618;1,31E-03;;0,602046892
5,5;0,129091665;0,12905;0,16523;-0,03618;1,31E-03;;0,602046892
5,52;0,129091665;0,12905;0,16523;-0,03618;1,31E-03;;0,602046892
5,54;0,129091665;0,12905;0,16523;-0,03618;1,31E-03;;0,602046892
5,56;0,129091665;0,12906;0,16523;-0,03617;1,31E-03;;0,602046892
5,58;0,129091665;0,12906;0,16523;-0,03617;1,31E-03;;0,602046892
5,6;0,129091665;0,12906;0,16523;-0,03617;1,31E-03;;0,602046892
5,62;0,129091665;0,12906;0,16523;-0,03617;1,31E-03;;0,602046892
5,64;0,129091665;0,12906;0,16523;-0,03617;1,31E-03;;0,602046892
5,66;0,129091665;0,12906;0,16523;-0,03617;1,31E-03;;0,602046892
5,68;0,129091665;0,12906;0,16523;-0,03617;1,31E-03;;0,602046892
5,7;0,129091665;0,12906;0,16523;-0,03617;1,31E-03;;0,602046892
5,72;0,129091665;0,12907;0,16523;-0,03616;1,31E-03;;0,602046892
5,74;0,129091665;0,12907;0,16523;-0,03616;1,31E-03;;0,602046892
5,76;0,129091665;0,12907;0,16523;-0,03616;1,31E-03;;0,602046892
5,78;0,129091665;0,12907;0,16523;-0,03616;1,31E-03;;0,602046892
5,8;0,129091665;0,12907;0,16523;-0,03616;1,31E-03;;0,602046892
5,82;0,129091665;0,12907;0,16523;-0,03616;1,31E-03;;0,602046892
5,84;0,129091665;0,12907;0,16523;-0,03616;1,31E-03;;0,602046892
5,86;0,129091665;0,12907;0,16523;-0,03616;1,31E-03;;0,602046892
5,88;0,129091665;0,12907;0,16523;-0,03616;1,31E-03;;0,602046892
5,9;0,129091665;0,12907;0,16523;-0,03616;1,31E-03;;0,602046892
5,92;0,129091665;0,12908;0,16523;-0,03615;1,31E-03;;0,602046892
5,94;0,129091665;0,12908;0,16523;-0,03615;1,31E-03;;0,602046892
5,96;0,129091665;0,12908;0,16523;-0,03615;1,31E-03;;0,602046892
5,98;0,129091665;0,12908;0,16523;-0,03615;1,31E-03;;0,602046892
6;-0,395161339;0,12908;0,16523;-0,03615;1,31E-03;;-1,842920346
6,02;-0,395161339;0,128;0,16273;-0,03473;1,21E-03;;-1,842920346
6,04;-0,395161339;0,125;0,15596;-0,03096;9,59E-04;;-1,842920346
6,06;-0,395161339;0,1204;0,14588;-0,02548;6,49E-04;;-1,842920346
6,08;-0,395161339;0,11445;0,13327;-0,01882;3,54E-04;;-1,842920346
6,1;-0,395161339;0,10738;0,11878;-0,0114;1,30E-04;;-1,842920346
6,12;-0,395161339;0,099383;0,10291;-0,003527;1,24E-05;;-1,842920346
6,14;-0,395161339;0,090616;0,086086;0,00453;2,05E-05;;-1,842920346
6,16;-0,395161339;0,081218;0,068645;0,012573;1,58E-04;;-1,842920346
6,18;-0,395161339;0,071306;0,050856;0,02045;4,18E-04;;-1,842920346
6,2;-0,395161339;0,06098;0,032937;0,028043;7,86E-04;;-1,842920346
6,22;-0,395161339;0,050329;0,015058;0,035271;1,24E-03;;-1,842920346
6,24;-0,395161339;0,039425;-0,0026444;0,0420694;1,77E-03;;-1,842920346
6,26;-0,395161339;0,028332;-0,020063;0,048395;2,34E-03;;-1,842920346
6,28;-0,395161339;0,017107;-0,037117;0,054224;2,94E-03;;-1,842920346
6,3;-0,395161339;0,0057951;-0,053744;0,0595391;3,54E-03;;-1,842920346
6,32;-0,395161339;-0,0055608;-0,069896;0,0643352;4,14E-03;;-1,842920346
6,34;-0,395161339;-0,016925;-0,08554;0,068615;4,71E-03;;-1,842920346
6,36;-0,395161339;-0,028268;-0,10065;0,072382;5,24E-03;;-1,842920346
6,38;-0,395161339;-0,03956;-0,11522;0,07566;5,72E-03;;-1,842920346
6,4;-0,395161339;-0,05078;-0,12924;0,07846;6,16E-03;;-1,842920346
6,42;-0,395161339;-0,061906;-0,1427;0,080794;6,53E-03;;-1,842920346
6,44;-0,395161339;-0,07292;-0,1556;0,08268;6,84E-03;;-1,842920346
6,46;-0,395161339;-0,083808;-0,16796;0,084152;7,08E-03;;-1,842920346
6,48;-0,395161339;-0,094554;-0,17978;0,085226;7,26E-03;;-1,842920346
6,5;-0,395161339;-0,10515;-0,19108;0,08593;7,38E-03;;-1,842920346
6,52;-0,395161339;-0,11558;-0,20185;0,08627;7,44E-03;;-1,842920346
6,54;-0,395161339;-0,12584;-0,21213;0,08629;7,45E-03;;-1,842920346
6,56;-0,395161339;-0,13592;-0,22192;0,086;7,40E-03;;-1,842920346
6,58;-0,395161339;-0,14581;-0,23123;0,08542;7,30E-03;;-1,842920346
6,6;-0,395161339;-0,15551;-0,24009;0,08458;7,15E-03;;-1,842920346
6,62;-0,395161339;-0,16502;-0,2485;0,08348;6,97E-03;;-1,842920346
6,64;-0,395161339;-0,17432;-0,25649;0,08217;6,75E-03;;-1,842920346
6,66;-0,395161339;-0,18342;-0,26407;0,08065;6,50E-03;;-1,842920346
6,68;-0,395161339;-0,19231;-0,27126;0,07895;6,23E-03;;-1,842920346
6,7;-0,395161339;-0,201;-0,27807;0,07707;5,94E-03;;-1,842920346
6,72;-0,395161339;-0,20947;-0,28451;0,07504;5,63E-03;;-1,842920346
6,74;-0,395161339;-0,21773;-0,29061;0,07288;5,31E-03;;-1,842920346
6,76;-0,395161339;-0,22578;-0,29637;0,07059;4,98E-03;;-1,842920346
6,78;-0,395161339;-0,23362;-0,30181;0,06819;4,65E-03;;-1,842920346
6,8;-0,395161339;-0,24125;-0,30695;0,0657;4,32E-03;;-1,842920346
6,82;-0,395161339;-0,24867;-0,31179;0,06312;3,98E-03;;-1,842920346
6,84;-0,395161339;-0,25588;-0,31636;0,06048;3,66E-03;;-1,842920346
6,86;-0,395161339;-0,26287;-0,32065;0,05778;3,34E-03;;-1,842920346
6,88;-0,395161339;-0,26967;-0,3247;0,05503;3,03E-03;;-1,842920346
6,9;-0,395161339;-0,27625;-0,3285;0,05225;2,73E-03;;-1,842920346
