time;Vel. Desejada;PID;CN;A = vel_PID - vel_RNA;A²;Soma/n;
96,08;-0,539638604;-0,6772;-0,66226;-0,01494;2,23E-04;;-2,516721309
96,1;-0,539638604;-0,6753;-0,65843;-0,01687;2,85E-04;;-2,516721309
96,12;-0,539638604;-0,67315;-0,65423;-0,01892;3,58E-04;;-2,516721309
96,14;-0,539638604;-0,6708;-0,64978;-0,02102;4,42E-04;;-2,516721309
96,16;-0,539638604;-0,66827;-0,64517;-0,0231;5,34E-04;;-2,516721309
96,18;-0,539638604;-0,6656;-0,64046;-0,02514;6,32E-04;;-2,516721309
96,2;-0,539638604;-0,66282;-0,63572;-0,0271;7,34E-04;;-2,516721309
96,22;-0,539638604;-0,65995;-0,631;-0,02895;8,38E-04;;-2,516721309
96,24;-0,539638604;-0,65701;-0,62632;-0,03069;9,42E-04;;-2,516721309
96,26;-0,539638604;-0,65402;-0,62171;-0,03231;1,04E-03;;-2,516721309
96,28;-0,539638604;-0,65099;-0,6172;-0,03379;1,14E-03;;-2,516721309
96,3;-0,539638604;-0,64794;-0,6128;-0,03514;1,23E-03;;-2,516721309
96,32;-0,539638604;-0,64488;-0,60853;-0,03635;1,32E-03;;-2,516721309
96,34;-0,539638604;-0,64182;-0,60439;-0,03743;1,40E-03;;-2,516721309
96,36;-0,539638604;-0,63876;-0,6004;-0,03836;1,47E-03;;-2,516721309
96,38;-0,539638604;-0,63571;-0,59654;-0,03917;1,53E-03;;-2,516721309
96,4;-0,539638604;-0,63269;-0,59283;-0,03986;1,59E-03;;-2,516721309
96,42;-0,539638604;-0,62969;-0,58927;-0,04042;1,63E-03;;-2,516721309
96,44;-0,539638604;-0,62671;-0,58585;-0,04086;1,67E-03;;-2,516721309
96,46;-0,539638604;-0,62378;-0,58258;-0,0412;1,70E-03;;-2,516721309
96,48;-0,539638604;-0,62088;-0,57944;-0,04144;1,72E-03;;-2,516721309
96,5;-0,539638604;-0,61802;-0,57645;-0,04157;1,73E-03;;-2,516721309
96,52;-0,539638604;-0,6152;-0,57359;-0,04161;1,73E-03;;-2,516721309
96,54;-0,539638604;-0,61244;-0,57086;-0,04158;1,73E-03;;-2,516721309
96,56;-0,539638604;-0,60972;-0,56825;-0,04147;1,72E-03;;-2,516721309
96,58;-0,539638604;-0,60705;-0,56578;-0,04127;1,70E-03;;-2,516721309
96,6;-0,539638604;-0,60443;-0,56342;-0,04101;1,68E-03;;-2,516721309
96,62;-0,539638604;-0,60186;-0,56117;-0,04069;1,66E-03;;-2,516721309
96,64;-0,539638604;-0,59935;-0,55904;-0,04031;1,62E-03;;-2,516721309
96,66;-0,539638604;-0,5969;-0,55701;-0,03989;1,59E-03;;-2,516721309
96,68;-0,539638604;-0,59449;-0,55509;-0,0394;1,55E-03;;-2,516721309
96,7;-0,539638604;-0,59215;-0,55326;-0,03889;1,51E-03;;-2,516721309
96,72;-0,539638604;-0,58986;-0,55153;-0,03833;1,47E-03;;-2,516721309
96,74;-0,539638604;-0,58763;-0,54989;-0,03774;1,42E-03;;-2,516721309
96,76;-0,539638604;-0,58546;-0,54834;-0,03712;1,38E-03;;-2,516721309
96,78;-0,539638604;-0,58334;-0,54687;-0,03647;1,33E-03;;-2,516721309
96,8;-0,539638604;-0,58128;-0,54548;-0,0358;1,28E-03;;-2,516721309
96,82;-0,539638604;-0,57928;-0,54417;-0,03511;1,23E-03;;-2,516721309
96,84;-0,539638604;-0,57733;-0,54293;-0,0344;1,18E-03;;-2,516721309
96,86;-0,539638604;-0,57544;-0,54176;-0,03368;1,13E-03;;-2,516721309
96,88;-0,539638604;-0,57361;-0,54066;-0,03295;1,09E-03;;-2,516721309
96,9;-0,539638604;-0,57183;-0,53961;-0,03222;1,04E-03;;-2,516721309
96,92;-0,539638604;-0,5701;-0,53863;-0,03147;9,90E-04;;-2,516721309
96,94;-0,539638604;-0,56843;-0,53771;-0,03072;9,44E-04;;-2,516721309
96,96;-0,539638604;-0,56682;-0,53684;-0,02998;8,99E-04;;-2,516721309
96,98;-0,539638604;-0,56526;-0,53603;-0,02923;8,54E-04;;-2,516721309
97;-0,539638604;-0,56375;-0,53526;-0,02849;8,12E-04;;-2,516721309
97,02;-0,539638604;-0,56229;-0,53454;-0,02775;7,70E-04;;-2,516721309
97,04;-0,539638604;-0,56088;-0,53387;-0,02701;7,30E-04;;-2,516721309
97,06;-0,539638604;-0,55952;-0,53324;-0,02628;6,91E-04;;-2,516721309
97,08;-0,539638604;-0,55821;-0,53265;-0,02556;6,53E-04;;-2,516721309
97,1;-0,539638604;-0,55695;-0,5321;-0,02485;6,18E-04;;-2,516721309
97,12;-0,539638604;-0,55574;-0,53158;-0,02416;5,84E-04;;-2,516721309
97,14;-0,539638604;-0,55457;-0,5311;-0,02347;5,51E-04;;-2,516721309
97,16;-0,539638604;-0,55345;-0,53065;-0,0228;5,20E-04;;-2,516721309
97,18;-0,539638604;-0,55237;-0,53024;-0,02213;4,90E-04;;-2,516721309
97,2;-0,539638604;-0,55134;-0,52985;-0,02149;4,62E-04;;-2,516721309
97,22;-0,539638604;-0,55034;-0,52949;-0,02085;4,35E-04;;-2,516721309
97,24;-0,539638604;-0,5494;-0,52916;-0,02024;4,10E-04;;-2,516721309
97,26;-0,539638604;-0,54849;-0,52885;-0,01964;3,86E-04;;-2,516721309
97,28;-0,539638604;-0,54762;-0,52856;-0,01906;3,63E-04;;-2,516721309
97,3;-0,539638604;-0,54679;-0,5283;-0,01849;3,42E-04;;-2,516721309
97,32;-0,539638604;-0,54599;-0,52805;-0,01794;3,22E-04;;-2,516721309
97,34;-0,539638604;-0,54524;-0,52783;-0,01741;3,03E-04;;-2,516721309
97,36;-0,539638604;-0,54451;-0,52762;-0,01689;2,85E-04;;-2,516721309
97,38;-0,539638604;-0,54383;-0,52744;-0,01639;2,69E-04;;-2,516721309
97,4;-0,539638604;-0,54318;-0,52726;-0,01592;2,53E-04;;-2,516721309
97,42;-0,539638604;-0,54256;-0,52711;-0,01545;2,39E-04;;-2,516721309
97,44;-0,539638604;-0,54197;-0,52696;-0,01501;2,25E-04;;-2,516721309
97,46;-0,539638604;-0,54141;-0,52683;-0,01458;2,13E-04;;-2,516721309
97,48;-0,539638604;-0,54088;-0,52672;-0,01416;2,01E-04;;-2,516721309
97,5;-0,539638604;-0,54038;-0,52661;-0,01377;1,90E-04;;-2,516721309
97,52;-0,539638604;-0,53991;-0,52652;-0,01339;1,79E-04;;-2,516721309
97,54;-0,539638604;-0,53947;-0,52643;-0,01304;1,70E-04;;-2,516721309
97,56;-0,539638604;-0,53905;-0,52635;-0,0127;1,61E-04;;-2,516721309
97,58;-0,539638604;-0,53866;-0,52629;-0,01237;1,53E-04;;-2,516721309
97,6;-0,539638604;-0,53829;-0,52623;-0,01206;1,45E-04;;-2,516721309
97,62;-0,539638604;-0,53794;-0,52618;-0,01176;1,38E-04;;-2,516721309
97,64;-0,539638604;-0,53762;-0,52613;-0,01149;1,32E-04;;-2,516721309
97,66;-0,539638604;-0,53732;-0,52609;-0,01123;1,26E-04;;-2,516721309
97,68;-0,539638604;-0,53704;-0,52606;-0,01098;1,21E-04;;-2,516721309
97,7;-0,539638604;-0,53678;-0,52603;-0,01075;1,16E-04;;-2,516721309
97,72;-0,539638604;-0,53654;-0,52601;-0,01053;1,11E-04;;-2,516721309
97,74;-0,539638604;-0,53632;-0,52599;-0,01033;1,07E-04;;-2,516721309
97,76;-0,539638604;-0,53612;-0,52598;-0,01014;1,03E-04;;-2,516721309
97,78;-0,539638604;-0,53593;-0,52597;-0,00996;9,92E-05;;-2,516721309
97,8;-0,539638604;-0,53576;-0,52596;-0,0098;9,60E-05;;-2,516721309
97,82;-0,539638604;-0,53561;-0,52596;-0,00965;9,31E-05;;-2,516721309
97,84;-0,539638604;-0,53547;-0,52595;-0,00952;9,06E-05;;-2,516721309
97,86;-0,539638604;-0,53535;-0,52595;-0,0094;8,84E-05;;-2,516721309
97,88;-0,539638604;-0,53523;-0,52596;-0,00927;8,59E-05;;-2,516721309
97,9;-0,539638604;-0,53514;-0,52596;-0,00918;8,43E-05;;-2,516721309
97,92;-0,539638604;-0,53505;-0,52597;-0,00908;8,24E-05;;-2,516721309
97,94;-0,539638604;-0,53498;-0,52598;-0,009;8,10E-05;;-2,516721309
97,96;-0,539638604;-0,53492;-0,52599;-0,00893;7,97E-05;;-2,516721309
97,98;-0,539638604;-0,53486;-0,526;-0,00886;7,85E-05;;-2,516721309
98;-0,539638604;-0,53482;-0,52601;-0,00881;7,76E-05;;-2,516721309
98,02;-0,539638604;-0,53479;-0,52602;-0,00877;7,69E-05;;-2,516721309
98,04;-0,539638604;-0,53477;-0,52603;-0,00874;7,64E-05;;-2,516721309
98,06;-0,539638604;-0,53476;-0,52604;-0,00872;7,60E-05;;-2,516721309
98,08;-0,539638604;-0,53475;-0,52605;-0,0087;7,57E-05;;-2,516721309
98,1;-0,539638604;-0,53475;-0,52607;-0,00868;7,53E-05;;-2,516721309
98,12;-0,539638604;-0,53476;-0,52608;-0,00868;7,53E-05;;-2,516721309
98,14;-0,539638604;-0,53478;-0,52609;-0,00869;7,55E-05;;-2,516721309
98,16;-0,539638604;-0,5348;-0,5261;-0,0087;7,57E-05;;-2,516721309
98,18;-0,539638604;-0,53483;-0,52612;-0,00871;7,59E-05;;-2,516721309
98,2;-0,539638604;-0,53486;-0,52613;-0,00873;7,62E-05;;-2,516721309
98,22;-0,539638604;-0,5349;-0,52614;-0,00876;7,67E-05;;-2,516721309
98,24;-0,539638604;-0,53495;-0,52615;-0,0088;7,74E-05;;-2,516721309
98,26;-0,539638604;-0,535;-0,52616;-0,00884;7,81E-05;;-2,516721309
98,28;-0,539638604;-0,53505;-0,52617;-0,00888;7,89E-05;;-2,516721309
98,3;-0,539638604;-0,53511;-0,52618;-0,00893;7,97E-05;;-2,516721309
98,32;-0,539638604;-0,53517;-0,52619;-0,00898;8,06E-05;;-2,516721309
98,34;-0,539638604;-0,53523;-0,52619;-0,00904;8,17E-05;;-2,516721309
98,36;-0,539638604;-0,5353;-0,5262;-0,0091;8,28E-05;;-2,516721309
98,38;-0,539638604;-0,53537;-0,52621;-0,00916;8,39E-05;;-2,516721309
98,4;-0,539638604;-0,53544;-0,52621;-0,00923;8,52E-05;;-2,516721309
98,42;-0,539638604;-0,53551;-0,52622;-0,00929;8,63E-05;;-2,516721309
98,44;-0,539638604;-0,53559;-0,52622;-0,00937;8,78E-05;;-2,516721309
98,46;-0,539638604;-0,53567;-0,52623;-0,00944;8,91E-05;;-2,516721309
98,48;-0,539638604;-0,53574;-0,52623;-0,00951;9,04E-05;;-2,516721309
98,5;-0,539638604;-0,53582;-0,52623;-0,00959;9,20E-05;;-2,516721309
98,52;-0,539638604;-0,53591;-0,52623;-0,00968;9,37E-05;;-2,516721309
98,54;-0,539638604;-0,53599;-0,52623;-0,00976;9,53E-05;;-2,516721309
98,56;-0,539638604;-0,53607;-0,52623;-0,00984;9,68E-05;;-2,516721309
98,58;-0,539638604;-0,53615;-0,52623;-0,00992;9,84E-05;;-2,516721309
98,6;-0,539638604;-0,53624;-0,52623;-0,01001;1,00E-04;;-2,516721309
98,62;-0,539638604;-0,53632;-0,52623;-0,01009;1,02E-04;;-2,516721309
98,64;-0,539638604;-0,53641;-0,52622;-0,01019;1,04E-04;;-2,516721309
98,66;-0,539638604;-0,53649;-0,52622;-0,01027;1,05E-04;;-2,516721309
98,68;-0,539638604;-0,53658;-0,52621;-0,01037;1,08E-04;;-2,516721309
98,7;-0,539638604;-0,53666;-0,52621;-0,01045;1,09E-04;;-2,516721309
98,72;-0,539638604;-0,53674;-0,5262;-0,01054;1,11E-04;;-2,516721309
98,74;-0,539638604;-0,53683;-0,5262;-0,01063;1,13E-04;;-2,516721309
98,76;-0,539638604;-0,53691;-0,52619;-0,01072;1,15E-04;;-2,516721309
98,78;-0,539638604;-0,53699;-0,52618;-0,01081;1,17E-04;;-2,516721309
98,8;-0,539638604;-0,53707;-0,52617;-0,0109;1,19E-04;;-2,516721309
98,82;-0,539638604;-0,53715;-0,52616;-0,01099;1,21E-04;;-2,516721309
98,84;-0,539638604;-0,53723;-0,52616;-0,01107;1,23E-04;;-2,516721309
98,86;-0,539638604;-0,53731;-0,52615;-0,01116;1,25E-04;;-2,516721309
98,88;-0,539638604;-0,53739;-0,52614;-0,01125;1,27E-04;;-2,516721309
98,9;-0,539638604;-0,53746;-0,52613;-0,01133;1,28E-04;;-2,516721309
98,92;-0,539638604;-0,53754;-0,52612;-0,01142;1,30E-04;;-2,516721309
98,94;-0,539638604;-0,53761;-0,5261;-0,01151;1,32E-04;;-2,516721309
98,96;-0,539638604;-0,53768;-0,52609;-0,01159;1,34E-04;;-2,516721309
98,98;-0,539638604;-0,53776;-0,52608;-0,01168;1,36E-04;;-2,516721309
99;-0,539638604;-0,53783;-0,52607;-0,01176;1,38E-04;;-2,516721309
99,02;-0,539638604;-0,53789;-0,52606;-0,01183;1,40E-04;;-2,516721309
99,04;-0,539638604;-0,53796;-0,52604;-0,01192;1,42E-04;;-2,516721309
99,06;-0,539638604;-0,53803;-0,52603;-0,012;1,44E-04;;-2,516721309
99,08;-0,539638604;-0,53809;-0,52602;-0,01207;1,46E-04;;-2,516721309
99,1;-0,539638604;-0,53816;-0,526;-0,01216;1,48E-04;;-2,516721309
99,12;-0,539638604;-0,53822;-0,52599;-0,01223;1,50E-04;;-2,516721309
99,14;-0,539638604;-0,53828;-0,52598;-0,0123;1,51E-04;;-2,516721309
99,16;-0,539638604;-0,53834;-0,52596;-0,01238;1,53E-04;;-2,516721309
99,18;-0,539638604;-0,53839;-0,52595;-0,01244;1,55E-04;;-2,516721309
99,2;-0,539638604;-0,53845;-0,52594;-0,01251;1,57E-04;;-2,516721309
99,22;-0,539638604;-0,53851;-0,52592;-0,01259;1,59E-04;;-2,516721309
99,24;-0,539638604;-0,53856;-0,52591;-0,01265;1,60E-04;;-2,516721309
99,26;-0,539638604;-0,53861;-0,52589;-0,01272;1,62E-04;;-2,516721309
99,28;-0,539638604;-0,53866;-0,52588;-0,01278;1,63E-04;;-2,516721309
99,3;-0,539638604;-0,53871;-0,52587;-0,01284;1,65E-04;;-2,516721309
99,32;-0,539638604;-0,53876;-0,52585;-0,01291;1,67E-04;;-2,516721309
99,34;-0,539638604;-0,5388;-0,52584;-0,01296;1,68E-04;;-2,516721309
99,36;-0,539638604;-0,53885;-0,52582;-0,01303;1,70E-04;;-2,516721309
99,38;-0,539638604;-0,53889;-0,52581;-0,01308;1,71E-04;;-2,516721309
99,4;-0,539638604;-0,53893;-0,52579;-0,01314;1,73E-04;;-2,516721309
99,42;-0,539638604;-0,53897;-0,52578;-0,01319;1,74E-04;;-2,516721309
99,44;-0,539638604;-0,53901;-0,52577;-0,01324;1,75E-04;;-2,516721309
99,46;-0,539638604;-0,53905;-0,52575;-0,0133;1,77E-04;;-2,516721309
99,48;-0,539638604;-0,53909;-0,52574;-0,01335;1,78E-04;;-2,516721309
99,5;-0,539638604;-0,53912;-0,52573;-0,01339;1,79E-04;;-2,516721309
99,52;-0,539638604;-0,53916;-0,52571;-0,01345;1,81E-04;;-2,516721309
99,54;-0,539638604;-0,53919;-0,5257;-0,01349;1,82E-04;;-2,516721309
99,56;-0,539638604;-0,53922;-0,52569;-0,01353;1,83E-04;;-2,516721309
99,58;-0,539638604;-0,53925;-0,52567;-0,01358;1,84E-04;;-2,516721309
99,6;-0,539638604;-0,53928;-0,52566;-0,01362;1,86E-04;;-2,516721309
99,62;-0,539638604;-0,53931;-0,52565;-0,01366;1,87E-04;;-2,516721309
99,64;-0,539638604;-0,53933;-0,52563;-0,0137;1,88E-04;;-2,516721309
99,66;-0,539638604;-0,53936;-0,52562;-0,01374;1,89E-04;;-2,516721309
99,68;-0,539638604;-0,53938;-0,52561;-0,01377;1,90E-04;;-2,516721309
99,7;-0,539638604;-0,53941;-0,5256;-0,01381;1,91E-04;;-2,516721309
99,72;-0,539638604;-0,53943;-0,52559;-0,01384;1,92E-04;;-2,516721309
99,74;-0,539638604;-0,53945;-0,52557;-0,01388;1,93E-04;;-2,516721309
99,76;-0,539638604;-0,53947;-0,52556;-0,01391;1,93E-04;;-2,516721309
99,78;-0,539638604;-0,53949;-0,52555;-0,01394;1,94E-04;;-2,516721309
99,8;-0,539638604;-0,53951;-0,52554;-0,01397;1,95E-04;;-2,516721309
99,82;-0,539638604;-0,53953;-0,52553;-0,014;1,96E-04;;-2,516721309
99,84;-0,539638604;-0,53955;-0,52552;-0,01403;1,97E-04;;-2,516721309
99,86;-0,539638604;-0,53956;-0,52551;-0,01405;1,97E-04;;-2,516721309
99,88;-0,539638604;-0,53958;-0,5255;-0,01408;1,98E-04;;-2,516721309
99,9;-0,539638604;-0,53959;-0,52549;-0,0141;1,99E-04;;-2,516721309
99,92;-0,539638604;-0,53961;-0,52548;-0,01413;2,00E-04;;-2,516721309
99,94;-0,539638604;-0,53962;-0,52547;-0,01415;2,00E-04;;-2,516721309
99,96;-0,539638604;-0,53963;-0,52546;-0,01417;2,01E-04;;-2,516721309
99,98;-0,539638604;-0,53965;-0,52545;-0,0142;2,02E-04;;-2,516721309
100;-0,539638604;-0,53966;-0,52544;-0,01422;2,02E-04;;-2,516721309
100,02;-0,539638604;-0,53967;-0,52543;-0,01424;2,03E-04;;-2,516721309
100,04;-0,539638604;-0,53968;-0,52542;-0,01426;2,03E-04;;-2,516721309
100,06;-0,539638604;-0,53969;-0,52541;-0,01428;2,04E-04;;-2,516721309
100,08;-0,539638604;-0,53969;-0,5254;-0,01429;2,04E-04;;-2,516721309
100,1;-0,539638604;-0,5397;-0,5254;-0,0143;2,04E-04;;-2,516721309
100,12;-0,539638604;-0,53971;-0,52539;-0,01432;2,05E-04;;-2,516721309
100,14;-0,539638604;-0,53972;-0,52538;-0,01434;2,06E-04;;-2,516721309
100,16;-0,539638604;-0,53972;-0,52537;-0,01435;2,06E-04;;-2,516721309
100,18;-0,539638604;-0,53973;-0,52537;-0,01436;2,06E-04;;-2,516721309
100,2;-0,539638604;-0,53974;-0,52536;-0,01438;2,07E-04;;-2,516721309
100,22;-0,539638604;-0,53974;-0,52535;-0,01439;2,07E-04;;-2,516721309
100,24;-0,539638604;-0,53974;-0,52535;-0,01439;2,07E-04;;-2,516721309
100,26;-0,539638604;-0,53975;-0,52534;-0,01441;2,08E-04;;-2,516721309
100,28;-0,539638604;-0,53975;-0,52533;-0,01442;2,08E-04;;-2,516721309
100,3;-0,539638604;-0,53976;-0,52533;-0,01443;2,08E-04;;-2,516721309
100,32;-0,539638604;-0,53976;-0,52532;-0,01444;2,09E-04;;-2,516721309
100,34;-0,539638604;-0,53976;-0,52531;-0,01445;2,09E-04;;-2,516721309
100,36;-0,539638604;-0,53976;-0,52531;-0,01445;2,09E-04;;-2,516721309
100,38;-0,539638604;-0,53977;-0,5253;-0,01447;2,09E-04;;-2,516721309
100,4;-0,539638604;-0,53977;-0,5253;-0,01447;2,09E-04;;-2,516721309
100,42;-0,539638604;-0,53977;-0,52529;-0,01448;2,10E-04;;-2,516721309
100,44;-0,539638604;-0,53977;-0,52529;-0,01448;2,10E-04;;-2,516721309
100,46;-0,539638604;-0,53977;-0,52528;-0,01449;2,10E-04;;-2,516721309
100,48;-0,539638604;-0,53977;-0,52528;-0,01449;2,10E-04;;-2,516721309
100,5;-0,539638604;-0,53977;-0,52527;-0,0145;2,10E-04;;-2,516721309
100,52;-0,539638604;-0,53977;-0,52527;-0,0145;2,10E-04;;-2,516721309
100,54;-0,539638604;-0,53977;-0,52527;-0,0145;2,10E-04;;-2,516721309
100,56;-0,539638604;-0,53977;-0,52526;-0,01451;2,11E-04;;-2,516721309
100,58;-0,539638604;-0,53977;-0,52526;-0,01451;2,11E-04;;-2,516721309
100,6;-0,539638604;-0,53977;-0,52525;-0,01452;2,11E-04;;-2,516721309
100,62;-0,539638604;-0,53977;-0,52525;-0,01452;2,11E-04;;-2,516721309
100,64;-0,539638604;-0,53977;-0,52525;-0,01452;2,11E-04;;-2,516721309
100,66;-0,539638604;-0,53977;-0,52524;-0,01453;2,11E-04;;-2,516721309
100,68;-0,539638604;-0,53977;-0,52524;-0,01453;2,11E-04;;-2,516721309
100,7;-0,539638604;-0,53977;-0,52524;-0,01453;2,11E-04;;-2,516721309
100,72;-0,539638604;-0,53977;-0,52524;-0,01453;2,11E-04;;-2,516721309
100,74;-0,539638604;-0,53977;-0,52523;-0,01454;2,11E-04;;-2,516721309
100,76;-0,539638604;-0,53977;-0,52523;-0,01454;2,11E-04;;-2,516721309
100,78;-0,539638604;-0,53976;-0,52523;-0,01453;2,11E-04;;-2,516721309
100,8;-0,539638604;-0,53976;-0,52522;-0,01454;2,11E-04;;-2,516721309
100,82;-0,539638604;-0,53976;-0,52522;-0,01454;2,11E-04;;-2,516721309
100,84;-0,539638604;-0,53976;-0,52522;-0,01454;2,11E-04;;-2,516721309
100,86;-0,539638604;-0,53976;-0,52522;-0,01454;2,11E-04;;-2,516721309
100,88;-0,539638604;-0,53975;-0,52522;-0,01453;2,11E-04;;-2,516721309
100,9;-0,539638604;-0,53975;-0,52521;-0,01454;2,11E-04;;-2,516721309
100,92;-0,539638604;-0,53975;-0,52521;-0,01454;2,11E-04;;-2,516721309
100,94;-0,539638604;-0,53975;-0,52521;-0,01454;2,11E-04;;-2,516721309
100,96;-0,539638604;-0,53975;-0,52521;-0,01454;2,11E-04;;-2,516721309
100,98;-0,539638604;-0,53974;-0,52521;-0,01453;2,11E-04;;-2,516721309
101;-0,539638604;-0,53974;-0,5252;-0,01454;2,11E-04;;-2,516721309
101,02;-0,539638604;-0,53974;-0,5252;-0,01454;2,11E-04;;-2,516721309
101,04;-0,539638604;-0,53974;-0,5252;-0,01454;2,11E-04;;-2,516721309
101,06;-0,539638604;-0,53974;-0,5252;-0,01454;2,11E-04;;-2,516721309
101,08;-0,539638604;-0,53973;-0,5252;-0,01453;2,11E-04;;-2,516721309
101,1;-0,539638604;-0,53973;-0,5252;-0,01453;2,11E-04;;-2,516721309
101,12;-0,539638604;-0,53973;-0,5252;-0,01453;2,11E-04;;-2,516721309
101,14;-0,539638604;-0,53973;-0,5252;-0,01453;2,11E-04;;-2,516721309
101,16;-0,539638604;-0,53973;-0,5252;-0,01453;2,11E-04;;-2,516721309
101,18;-0,539638604;-0,53972;-0,5252;-0,01452;2,11E-04;;-2,516721309
101,2;-0,539638604;-0,53972;-0,52519;-0,01453;2,11E-04;;-2,516721309
101,22;-0,539638604;-0,53972;-0,52519;-0,01453;2,11E-04;;-2,516721309
101,24;-0,539638604;-0,53972;-0,52519;-0,01453;2,11E-04;;-2,516721309
101,26;-0,539638604;-0,53972;-0,52519;-0,01453;2,11E-04;;-2,516721309
101,28;-0,539638604;-0,53971;-0,52519;-0,01452;2,11E-04;;-2,516721309
101,3;-0,539638604;-0,53971;-0,52519;-0,01452;2,11E-04;;-2,516721309
101,32;-0,539638604;-0,53971;-0,52519;-0,01452;2,11E-04;;-2,516721309
101,34;-0,539638604;-0,53971;-0,52519;-0,01452;2,11E-04;;-2,516721309
101,36;-0,539638604;-0,53971;-0,52519;-0,01452;2,11E-04;;-2,516721309
101,38;-0,539638604;-0,5397;-0,52519;-0,01451;2,11E-04;;-2,516721309
101,4;-0,539638604;-0,5397;-0,52519;-0,01451;2,11E-04;;-2,516721309
101,42;-0,539638604;-0,5397;-0,52519;-0,01451;2,11E-04;;-2,516721309
101,44;-0,539638604;-0,5397;-0,52519;-0,01451;2,11E-04;;-2,516721309
101,46;-0,539638604;-0,5397;-0,52519;-0,01451;2,11E-04;;-2,516721309
101,48;-0,539638604;-0,5397;-0,52519;-0,01451;2,11E-04;;-2,516721309
101,5;-0,539638604;-0,53969;-0,52519;-0,0145;2,10E-04;;-2,516721309
101,52;-0,539638604;-0,53969;-0,52519;-0,0145;2,10E-04;;-2,516721309
101,54;-0,539638604;-0,53969;-0,52519;-0,0145;2,10E-04;;-2,516721309
101,56;-0,539638604;-0,53969;-0,52519;-0,0145;2,10E-04;;-2,516721309
101,58;-0,539638604;-0,53969;-0,52519;-0,0145;2,10E-04;;-2,516721309
101,6;-0,539638604;-0,53969;-0,52519;-0,0145;2,10E-04;;-2,516721309
101,62;-0,539638604;-0,53968;-0,52519;-0,01449;2,10E-04;;-2,516721309
101,64;-0,539638604;-0,53968;-0,52519;-0,01449;2,10E-04;;-2,516721309
101,66;-0,539638604;-0,53968;-0,52519;-0,01449;2,10E-04;;-2,516721309
101,68;-0,539638604;-0,53968;-0,52519;-0,01449;2,10E-04;;-2,516721309
101,7;-0,539638604;-0,53968;-0,52519;-0,01449;2,10E-04;;-2,516721309
101,72;-0,539638604;-0,53968;-0,52519;-0,01449;2,10E-04;;-2,516721309
101,74;-0,539638604;-0,53968;-0,52519;-0,01449;2,10E-04;;-2,516721309
101,76;-0,539638604;-0,53967;-0,52519;-0,01448;2,10E-04;;-2,516721309
101,78;-0,539638604;-0,53967;-0,52519;-0,01448;2,10E-04;;-2,516721309
101,8;-0,539638604;-0,53967;-0,52519;-0,01448;2,10E-04;;-2,516721309
101,82;-0,539638604;-0,53967;-0,52519;-0,01448;2,10E-04;;-2,516721309
101,84;-0,539638604;-0,53967;-0,52519;-0,01448;2,10E-04;;-2,516721309
101,86;-0,539638604;-0,53967;-0,52519;-0,01448;2,10E-04;;-2,516721309
101,88;-0,539638604;-0,53967;-0,52519;-0,01448;2,10E-04;;-2,516721309
101,9;-0,539638604;-0,53967;-0,52519;-0,01448;2,10E-04;;-2,516721309
101,92;-0,539638604;-0,53967;-0,52519;-0,01448;2,10E-04;;-2,516721309
101,94;-0,539638604;-0,53967;-0,52519;-0,01448;2,10E-04;;-2,516721309
101,96;-0,539638604;-0,53966;-0,52519;-0,01447;2,09E-04;;-2,516721309
101,98;-0,539638604;-0,53966;-0,52519;-0,01447;2,09E-04;;-2,516721309
102;0,08331729;-0,53966;-0,52519;-0,01447;2,09E-04;;0,388568198
102,02;0,08331729;-0,53838;-0,52235;-0,01603;2,57E-04;;0,388568198
102,04;0,08331729;-0,53481;-0,51466;-0,02015;4,06E-04;;0,388568198
102,06;0,08331729;-0,52934;-0,5032;-0,02614;6,83E-04;;0,388568198
102,08;0,08331729;-0,52227;-0,48887;-0,0334;1,12E-03;;0,388568198
102,1;0,08331729;-0,51387;-0,47239;-0,04148;1,72E-03;;0,388568198
102,12;0,08331729;-0,50437;-0,45433;-0,05004;2,50E-03;;0,388568198
102,14;0,08331729;-0,49395;-0,43518;-0,05877;3,45E-03;;0,388568198
102,16;0,08331729;-0,48278;-0,41531;-0,06747;4,55E-03;;0,388568198
102,18;0,08331729;-0,471;-0,39503;-0,07597;5,77E-03;;0,388568198
102,2;0,08331729;-0,45873;-0,37458;-0,08415;7,08E-03;;0,388568198
102,22;0,08331729;-0,44607;-0,35415;-0,09192;8,45E-03;;0,388568198
102,24;0,08331729;-0,43311;-0,33389;-0,09922;9,84E-03;;0,388568198
102,26;0,08331729;-0,41993;-0,31394;-0,10599;1,12E-02;;0,388568198
102,28;0,08331729;-0,40659;-0,29438;-0,11221;1,26E-02;;0,388568198
102,3;0,08331729;-0,39315;-0,27527;-0,11788;1,39E-02;;0,388568198
102,32;0,08331729;-0,37965;-0,25668;-0,12297;1,51E-02;;0,388568198
102,34;0,08331729;-0,36615;-0,23865;-0,1275;1,63E-02;;0,388568198
102,36;0,08331729;-0,35267;-0,22119;-0,13148;1,73E-02;;0,388568198
102,38;0,08331729;-0,33925;-0,20434;-0,13491;1,82E-02;;0,388568198
102,4;0,08331729;-0,32591;-0,18808;-0,13783;1,90E-02;;0,388568198
102,42;0,08331729;-0,31269;-0,17245;-0,14024;1,97E-02;;0,388568198
