time;PID;CN;Vel. Desejada;A;A²;MSE;%
60,48;1;1,0177;1;-0,0177;0,00031329;;
60,5;1;1,0177;1;-0,0177;0,00031329;;
60,52;1;1,0177;1;-0,0177;0,00031329;;
60,54;1;1,0177;1;-0,0177;0,00031329;;
60,56;1;1,0177;1;-0,0177;0,00031329;;
60,58;1;1,0177;1;-0,0177;0,00031329;;
60,6;1;1,0177;1;-0,0177;0,00031329;;
60,62;1;1,0177;1;-0,0177;0,00031329;;
60,64;1;1,0177;1;-0,0177;0,00031329;;
60,66;1;1,0177;1;-0,0177;0,00031329;;
60,68;1;1,0177;1;-0,0177;0,00031329;;
60,7;1;1,0177;1;-0,0177;0,00031329;;
60,72;1;1,0177;1;-0,0177;0,00031329;;
60,74;1;1,0177;1;-0,0177;0,00031329;;
60,76;1;1,0177;1;-0,0177;0,00031329;;
60,78;1;1,0177;1;-0,0177;0,00031329;;
60,8;1;1,0177;1;-0,0177;0,00031329;;
60,82;1;1,0177;1;-0,0177;0,00031329;;
60,84;1;1,0177;1;-0,0177;0,00031329;;
60,86;1;1,0177;1;-0,0177;0,00031329;;
60,88;1;1,0177;1;-0,0177;0,00031329;;
60,9;1;1,0177;1;-0,0177;0,00031329;;
60,92;1;1,0177;1;-0,0177;0,00031329;;
60,94;1;1,0177;1;-0,0177;0,00031329;;
60,96;1;1,0177;1;-0,0177;0,00031329;;
60,98;1;1,0177;1;-0,0177;0,00031329;;
61;1;1,0177;1;-0,0177;0,00031329;;
61,02;1;1,0177;1;-0,0177;0,00031329;;
61,04;1;1,0177;1;-0,0177;0,00031329;;
61,06;1;1,0177;1;-0,0177;0,00031329;;
61,08;1;1,0177;1;-0,0177;0,00031329;;
61,1;1;1,0177;1;-0,0177;0,00031329;;
61,12;1;1,0177;1;-0,0177;0,00031329;;
61,14;1;1,0177;1;-0,0177;0,00031329;;
61,16;1;1,0177;1;-0,0177;0,00031329;;
61,18;1;1,0177;1;-0,0177;0,00031329;;
61,2;1;1,0177;1;-0,0177;0,00031329;;
61,22;1;1,0177;1;-0,0177;0,00031329;;
61,24;1;1,0177;1;-0,0177;0,00031329;;
61,26;1;1,0177;1;-0,0177;0,00031329;;
61,28;1;1,0177;1;-0,0177;0,00031329;;
61,3;1;1,0177;1;-0,0177;0,00031329;;
61,32;1;1,0177;1;-0,0177;0,00031329;;
61,34;1;1,0177;1;-0,0177;0,00031329;;
61,36;1;1,0177;1;-0,0177;0,00031329;;
61,38;1;1,0177;1;-0,0177;0,00031329;;
61,4;1;1,0177;1;-0,0177;0,00031329;;
61,42;1;1,0177;1;-0,0177;0,00031329;;
61,44;1;1,0177;1;-0,0177;0,00031329;;
61,46;1;1,0177;1;-0,0177;0,00031329;;
61,48;1;1,0177;1;-0,0177;0,00031329;;
61,5;1;1,0177;1;-0,0177;0,00031329;;
61,52;1;1,0177;1;-0,0177;0,00031329;;
61,54;1;1,0177;1;-0,0177;0,00031329;;
61,56;1;1,0177;1;-0,0177;0,00031329;;
61,58;1;1,0177;1;-0,0177;0,00031329;;
61,6;1;1,0177;1;-0,0177;0,00031329;;
61,62;1;1,0177;1;-0,0177;0,00031329;;
61,64;1;1,0177;1;-0,0177;0,00031329;;
61,66;1;1,0177;1;-0,0177;0,00031329;;
61,68;1;1,0177;1;-0,0177;0,00031329;;
61,7;1;1,0177;1;-0,0177;0,00031329;;
61,72;1;1,0177;1;-0,0177;0,00031329;;
61,74;1;1,0177;1;-0,0177;0,00031329;;
61,76;1;1,0177;1;-0,0177;0,00031329;;
61,78;1;1,0177;1;-0,0177;0,00031329;;
61,8;1;1,0177;1;-0,0177;0,00031329;;
61,82;1;1,0177;1;-0,0177;0,00031329;;
61,84;1;1,0177;1;-0,0177;0,00031329;;
61,86;1;1,0177;1;-0,0177;0,00031329;;
61,88;1;1,0177;1;-0,0177;0,00031329;;
61,9;1;1,0177;1;-0,0177;0,00031329;;
61,92;1;1,0177;1;-0,0177;0,00031329;;
61,94;1;1,0177;1;-0,0177;0,00031329;;
61,96;1;1,0177;1;-0,0177;0,00031329;;
61,98;1;1,0177;1;-0,0177;0,00031329;;
62;1;1,0177;1;-0,0177;0,00031329;;
62,02;1;1,0177;1;-0,0177;0,00031329;;
62,04;1;1,0177;1;-0,0177;0,00031329;;
62,06;1;1,0177;1;-0,0177;0,00031329;;
62,08;1;1,0177;1;-0,0177;0,00031329;;
62,1;1;1,0177;1;-0,0177;0,00031329;;
62,12;1;1,0177;1;-0,0177;0,00031329;;
62,14;1;1,0177;1;-0,0177;0,00031329;;
62,16;1;1,0177;1;-0,0177;0,00031329;;
62,18;1;1,0177;1;-0,0177;0,00031329;;
62,2;1;1,0177;1;-0,0177;0,00031329;;
62,22;1;1,0177;1;-0,0177;0,00031329;;
62,24;1;1,0177;1;-0,0177;0,00031329;;
62,26;1;1,0177;1;-0,0177;0,00031329;;
62,28;1;1,0177;1;-0,0177;0,00031329;;
62,3;1;1,0177;1;-0,0177;0,00031329;;
62,32;1;1,0177;1;-0,0177;0,00031329;;
62,34;1;1,0177;1;-0,0177;0,00031329;;
62,36;1;1,0177;1;-0,0177;0,00031329;;
62,38;1;1,0177;1;-0,0177;0,00031329;;
62,4;1;1,0177;1;-0,0177;0,00031329;;
62,42;1;1,0177;1;-0,0177;0,00031329;;
62,44;1;1,0177;1;-0,0177;0,00031329;;
62,46;1;1,0177;1;-0,0177;0,00031329;;
62,48;1;1,0177;1;-0,0177;0,00031329;;
62,5;1;1,0177;1;-0,0177;0,00031329;;
62,52;1;1,0177;1;-0,0177;0,00031329;;
62,54;1;1,0177;1;-0,0177;0,00031329;;
62,56;1;1,0177;1;-0,0177;0,00031329;;
62,58;1;1,0177;1;-0,0177;0,00031329;;
62,6;1;1,0177;1;-0,0177;0,00031329;;
62,62;1;1,0177;1;-0,0177;0,00031329;;
62,64;1;1,0177;1;-0,0177;0,00031329;;
62,66;1;1,0177;1;-0,0177;0,00031329;;
62,68;1;1,0177;1;-0,0177;0,00031329;;
62,7;1;1,0177;1;-0,0177;0,00031329;;
62,72;1;1,0177;1;-0,0177;0,00031329;;
62,74;1;1,0177;1;-0,0177;0,00031329;;
62,76;1;1,0177;1;-0,0177;0,00031329;;
62,78;1;1,0177;1;-0,0177;0,00031329;;
62,8;1;1,0177;1;-0,0177;0,00031329;;
62,82;1;1,0177;1;-0,0177;0,00031329;;
62,84;1;1,0177;1;-0,0177;0,00031329;;
62,86;1;1,0177;1;-0,0177;0,00031329;;
62,88;1;1,0177;1;-0,0177;0,00031329;;
62,9;1;1,0177;1;-0,0177;0,00031329;;
62,92;1;1,0177;1;-0,0177;0,00031329;;
62,94;1;1,0177;1;-0,0177;0,00031329;;
62,96;1;1,0177;1;-0,0177;0,00031329;;
62,98;1;1,0177;1;-0,0177;0,00031329;;
63;1;1,0177;1;-0,0177;0,00031329;;
63,02;1;1,0177;1;-0,0177;0,00031329;;
63,04;1;1,0177;1;-0,0177;0,00031329;;
63,06;1;1,0177;1;-0,0177;0,00031329;;
63,08;1;1,0177;1;-0,0177;0,00031329;;
63,1;1;1,0177;1;-0,0177;0,00031329;;
63,12;1;1,0177;1;-0,0177;0,00031329;;
63,14;1;1,0177;1;-0,0177;0,00031329;;
63,16;1;1,0177;1;-0,0177;0,00031329;;
63,18;1;1,0177;1;-0,0177;0,00031329;;
63,2;1;1,0177;1;-0,0177;0,00031329;;
63,22;1;1,0177;1;-0,0177;0,00031329;;
63,24;1;1,0177;1;-0,0177;0,00031329;;
63,26;1;1,0177;1;-0,0177;0,00031329;;
63,28;1;1,0177;1;-0,0177;0,00031329;;
63,3;1;1,0177;1;-0,0177;0,00031329;;
63,32;1;1,0177;1;-0,0177;0,00031329;;
63,34;1;1,0177;1;-0,0177;0,00031329;;
63,36;1;1,0177;1;-0,0177;0,00031329;;
63,38;1;1,0177;1;-0,0177;0,00031329;;
63,4;1;1,0177;1;-0,0177;0,00031329;;
63,42;1;1,0177;1;-0,0177;0,00031329;;
63,44;1;1,0177;1;-0,0177;0,00031329;;
63,46;1;1,0177;1;-0,0177;0,00031329;;
63,48;1;1,0177;1;-0,0177;0,00031329;;
63,5;1;1,0177;1;-0,0177;0,00031329;;
63,52;1;1,0177;1;-0,0177;0,00031329;;
63,54;1;1,0177;1;-0,0177;0,00031329;;
63,56;1;1,0177;1;-0,0177;0,00031329;;
63,58;1;1,0177;1;-0,0177;0,00031329;;
63,6;1;1,0177;1;-0,0177;0,00031329;;
63,62;1;1,0177;1;-0,0177;0,00031329;;
63,64;1;1,0177;1;-0,0177;0,00031329;;
63,66;1;1,0177;1;-0,0177;0,00031329;;
63,68;1;1,0177;1;-0,0177;0,00031329;;
63,7;1;1,0177;1;-0,0177;0,00031329;;
63,72;1;1,0177;1;-0,0177;0,00031329;;
63,74;1;1,0177;1;-0,0177;0,00031329;;
63,76;1;1,0177;1;-0,0177;0,00031329;;
63,78;1;1,0177;1;-0,0177;0,00031329;;
63,8;1;1,0177;1;-0,0177;0,00031329;;
63,82;1;1,0177;1;-0,0177;0,00031329;;
63,84;1;1,0177;1;-0,0177;0,00031329;;
63,86;1;1,0177;1;-0,0177;0,00031329;;
63,88;1;1,0177;1;-0,0177;0,00031329;;
63,9;1;1,0177;1;-0,0177;0,00031329;;
63,92;1;1,0177;1;-0,0177;0,00031329;;
63,94;1;1,0177;1;-0,0177;0,00031329;;
63,96;1;1,0177;1;-0,0177;0,00031329;;
63,98;1;1,0177;1;-0,0177;0,00031329;;
64;1;1,0177;1;-0,0177;0,00031329;;
64,02;1;1,0177;1;-0,0177;0,00031329;;
64,04;1;1,0177;1;-0,0177;0,00031329;;
64,06;1;1,0177;1;-0,0177;0,00031329;;
64,08;1;1,0177;1;-0,0177;0,00031329;;
64,1;1;1,0177;1;-0,0177;0,00031329;;
64,12;1;1,0177;1;-0,0177;0,00031329;;
64,14;1;1,0177;1;-0,0177;0,00031329;;
64,16;1;1,0177;1;-0,0177;0,00031329;;
64,18;1;1,0177;1;-0,0177;0,00031329;;
64,2;1;1,0177;1;-0,0177;0,00031329;;
64,22;1;1,0177;1;-0,0177;0,00031329;;
64,24;1;1,0177;1;-0,0177;0,00031329;;
64,26;1;1,0177;1;-0,0177;0,00031329;;
64,28;1;1,0177;1;-0,0177;0,00031329;;
64,3;1;1,0177;1;-0,0177;0,00031329;;
64,32;1;1,0177;1;-0,0177;0,00031329;;
64,34;1;1,0177;1;-0,0177;0,00031329;;
64,36;1;1,0177;1;-0,0177;0,00031329;;
64,38;1;1,0177;1;-0,0177;0,00031329;;
64,4;1;1,0177;1;-0,0177;0,00031329;;
64,42;1;1,0177;1;-0,0177;0,00031329;;
64,44;1;1,0177;1;-0,0177;0,00031329;;
64,46;1;1,0177;1;-0,0177;0,00031329;;
64,48;1;1,0177;1;-0,0177;0,00031329;;
64,5;1;1,0177;1;-0,0177;0,00031329;;
64,52;1;1,0177;1;-0,0177;0,00031329;;
64,54;1;1,0177;1;-0,0177;0,00031329;;
64,56;1;1,0177;1;-0,0177;0,00031329;;
64,58;1;1,0177;1;-0,0177;0,00031329;;
64,6;1;1,0177;1;-0,0177;0,00031329;;
64,62;1;1,0177;1;-0,0177;0,00031329;;
64,64;1;1,0177;1;-0,0177;0,00031329;;
64,66;1;1,0177;1;-0,0177;0,00031329;;
64,68;1;1,0177;1;-0,0177;0,00031329;;
64,7;1;1,0177;1;-0,0177;0,00031329;;
64,72;1;1,0177;1;-0,0177;0,00031329;;
64,74;1;1,0177;1;-0,0177;0,00031329;;
64,76;1;1,0177;1;-0,0177;0,00031329;;
64,78;1;1,0177;1;-0,0177;0,00031329;;
64,8;1;1,0177;1;-0,0177;0,00031329;;
64,82;1;1,0177;1;-0,0177;0,00031329;;
64,84;1;1,0177;1;-0,0177;0,00031329;;
64,86;1;1,0177;1;-0,0177;0,00031329;;
64,88;1;1,0177;1;-0,0177;0,00031329;;
64,9;1;1,0177;1;-0,0177;0,00031329;;
64,92;1;1,0177;1;-0,0177;0,00031329;;
64,94;1;1,0177;1;-0,0177;0,00031329;;
64,96;1;1,0177;1;-0,0177;0,00031329;;
64,98;1;1,0177;1;-0,0177;0,00031329;;
65;1;1,0177;1;-0,0177;0,00031329;;
65,02;1;1,0177;1;-0,0177;0,00031329;;
65,04;1;1,0177;1;-0,0177;0,00031329;;
65,06;1;1,0177;1;-0,0177;0,00031329;;
65,08;1;1,0177;1;-0,0177;0,00031329;;
65,1;1;1,0177;1;-0,0177;0,00031329;;
65,12;1;1,0177;1;-0,0177;0,00031329;;
65,14;1;1,0177;1;-0,0177;0,00031329;;
65,16;1;1,0177;1;-0,0177;0,00031329;;
65,18;1;1,0177;1;-0,0177;0,00031329;;
65,2;1;1,0177;1;-0,0177;0,00031329;;
65,22;1;1,0177;1;-0,0177;0,00031329;;
65,24;1;1,0177;1;-0,0177;0,00031329;;
65,26;1;1,0177;1;-0,0177;0,00031329;;
65,28;1;1,0177;1;-0,0177;0,00031329;;
65,3;1;1,0177;1;-0,0177;0,00031329;;
65,32;1;1,0177;1;-0,0177;0,00031329;;
65,34;1;1,0177;1;-0,0177;0,00031329;;
65,36;1;1,0177;1;-0,0177;0,00031329;;
65,38;1;1,0177;1;-0,0177;0,00031329;;
65,4;1;1,0177;1;-0,0177;0,00031329;;
65,42;1;1,0177;1;-0,0177;0,00031329;;
65,44;1;1,0177;1;-0,0177;0,00031329;;
65,46;1;1,0177;1;-0,0177;0,00031329;;
65,48;1;1,0177;1;-0,0177;0,00031329;;
65,5;1;1,0177;1;-0,0177;0,00031329;;
65,52;1;1,0177;1;-0,0177;0,00031329;;
65,54;1;1,0177;1;-0,0177;0,00031329;;
65,56;1;1,0177;1;-0,0177;0,00031329;;
65,58;1;1,0177;1;-0,0177;0,00031329;;
65,6;1;1,0177;1;-0,0177;0,00031329;;
65,62;1;1,0177;1;-0,0177;0,00031329;;
65,64;1;1,0177;1;-0,0177;0,00031329;;
65,66;1;1,0177;1;-0,0177;0,00031329;;
65,68;1;1,0177;1;-0,0177;0,00031329;;
65,7;1;1,0177;1;-0,0177;0,00031329;;
65,72;1;1,0177;1;-0,0177;0,00031329;;
65,74;1;1,0177;1;-0,0177;0,00031329;;
65,76;1;1,0177;1;-0,0177;0,00031329;;
65,78;1;1,0177;1;-0,0177;0,00031329;;
65,8;1;1,0177;1;-0,0177;0,00031329;;
65,82;1;1,0177;1;-0,0177;0,00031329;;
65,84;1;1,0177;1;-0,0177;0,00031329;;
65,86;1;1,0177;1;-0,0177;0,00031329;;
65,88;1;1,0177;1;-0,0177;0,00031329;;
65,9;1;1,0177;1;-0,0177;0,00031329;;
65,92;1;1,0177;1;-0,0177;0,00031329;;
65,94;1;1,0177;1;-0,0177;0,00031329;;
65,96;1;1,0177;1;-0,0177;0,00031329;;
65,98;1;1,0177;1;-0,0177;0,00031329;;
66;1;1,0177;1;-0,0177;0,00031329;;
66,02;1;1,0177;1;-0,0177;0,00031329;;
66,04;1;1,0177;1;-0,0177;0,00031329;;
66,06;1;1,0177;1;-0,0177;0,00031329;;
66,08;1;1,0177;1;-0,0177;0,00031329;;
66,1;1;1,0177;1;-0,0177;0,00031329;;
66,12;1;1,0177;1;-0,0177;0,00031329;;
66,14;1;1,0177;1;-0,0177;0,00031329;;
66,16;1;1,0177;1;-0,0177;0,00031329;;
66,18;1;1,0177;1;-0,0177;0,00031329;;
66,2;1;1,0177;1;-0,0177;0,00031329;;
66,22;1;1,0177;1;-0,0177;0,00031329;;
66,24;1;1,0177;1;-0,0177;0,00031329;;
66,26;1;1,0177;1;-0,0177;0,00031329;;
66,28;1;1,0177;1;-0,0177;0,00031329;;
66,3;1;1,0177;1;-0,0177;0,00031329;;
66,32;1;1,0177;1;-0,0177;0,00031329;;
66,34;1;1,0177;1;-0,0177;0,00031329;;
66,36;1;1,0177;1;-0,0177;0,00031329;;
66,38;1;1,0177;1;-0,0177;0,00031329;;
66,4;1;1,0177;1;-0,0177;0,00031329;;
66,42;1;1,0177;1;-0,0177;0,00031329;;
66,44;1;1,0177;1;-0,0177;0,00031329;;
66,46;1;1,0177;1;-0,0177;0,00031329;;
66,48;1;1,0177;1;-0,0177;0,00031329;;
66,5;1;1,0177;1;-0,0177;0,00031329;;
66,52;1;1,0177;1;-0,0177;0,00031329;;
66,54;1;1,0177;1;-0,0177;0,00031329;;
66,56;1;1,0177;1;-0,0177;0,00031329;;
66,58;1;1,0177;1;-0,0177;0,00031329;;
66,6;1;1,0177;1;-0,0177;0,00031329;;
66,62;1;1,0177;1;-0,0177;0,00031329;;
66,64;1;1,0177;1;-0,0177;0,00031329;;
66,66;1;1,0177;1;-0,0177;0,00031329;;
66,68;1;1,0177;1;-0,0177;0,00031329;;
66,7;1;1,0177;1;-0,0177;0,00031329;;
66,72;1;1,0177;1;-0,0177;0,00031329;;
66,74;1;1,0177;1;-0,0177;0,00031329;;
66,76;1;1,0177;1;-0,0177;0,00031329;;
66,78;1;1,0177;1;-0,0177;0,00031329;;
66,8;1;1,0177;1;-0,0177;0,00031329;;
66,82;1;1,0177;1;-0,0177;0,00031329;;
66,84;1;1,0177;1;-0,0177;0,00031329;;
66,86;1;1,0177;1;-0,0177;0,00031329;;
66,88;1;1,0177;1;-0,0177;0,00031329;;
66,9;1;1,0177;1;-0,0177;0,00031329;;
66,92;1;1,0177;1;-0,0177;0,00031329;;
66,94;1;1,0177;1;-0,0177;0,00031329;;
66,96;1;1,0177;1;-0,0177;0,00031329;;
66,98;1;1,0177;1;-0,0177;0,00031329;;
67;1;1,0177;1;-0,0177;0,00031329;;
67,02;1;1,0177;1;-0,0177;0,00031329;;
67,04;1;1,0177;1;-0,0177;0,00031329;;
67,06;1;1,0177;1;-0,0177;0,00031329;;
67,08;1;1,0177;1;-0,0177;0,00031329;;
67,1;1;1,0177;1;-0,0177;0,00031329;;
67,12;1;1,0177;1;-0,0177;0,00031329;;
67,14;1;1,0177;1;-0,0177;0,00031329;;
67,16;1;1,0177;1;-0,0177;0,00031329;;
67,18;1;1,0177;1;-0,0177;0,00031329;;
67,2;1;1,0177;1;-0,0177;0,00031329;;
67,22;1;1,0177;1;-0,0177;0,00031329;;
67,24;1;1,0177;1;-0,0177;0,00031329;;
67,26;1;1,0177;1;-0,0177;0,00031329;;
67,28;1;1,0177;1;-0,0177;0,00031329;;
67,3;1;1,0177;1;-0,0177;0,00031329;;
67,32;1;1,0177;1;-0,0177;0,00031329;;
67,34;1;1,0177;1;-0,0177;0,00031329;;
67,36;1;1,0177;1;-0,0177;0,00031329;;
67,38;1;1,0177;1;-0,0177;0,00031329;;
67,4;1;1,0177;1;-0,0177;0,00031329;;
67,42;1;1,0177;1;-0,0177;0,00031329;;
67,44;1;1,0177;1;-0,0177;0,00031329;;
67,46;1;1,0177;1;-0,0177;0,00031329;;
67,48;1;1,0177;1;-0,0177;0,00031329;;
67,5;1;1,0177;1;-0,0177;0,00031329;;
67,52;1;1,0177;1;-0,0177;0,00031329;;
67,54;1;1,0177;1;-0,0177;0,00031329;;
67,56;1;1,0177;1;-0,0177;0,00031329;;
67,58;1;1,0177;1;-0,0177;0,00031329;;
67,6;1;1,0177;1;-0,0177;0,00031329;;
67,62;1;1,0177;1;-0,0177;0,00031329;;
67,64;1;1,0177;1;-0,0177;0,00031329;;
67,66;1;1,0177;1;-0,0177;0,00031329;;
67,68;1;1,0177;1;-0,0177;0,00031329;;
67,7;1;1,0177;1;-0,0177;0,00031329;;
67,72;1;1,0177;1;-0,0177;0,00031329;;
67,74;1;1,0177;1;-0,0177;0,00031329;;
67,76;1;1,0177;1;-0,0177;0,00031329;;
67,78;1;1,0177;1;-0,0177;0,00031329;;
67,8;1;1,0177;1;-0,0177;0,00031329;;
67,82;1;1,0177;1;-0,0177;0,00031329;;
67,84;1;1,0177;1;-0,0177;0,00031329;;
67,86;1;1,0177;1;-0,0177;0,00031329;;
67,88;1;1,0177;1;-0,0177;0,00031329;;
67,9;1;1,0177;1;-0,0177;0,00031329;;
67,92;1;1,0177;1;-0,0177;0,00031329;;
67,94;1;1,0177;1;-0,0177;0,00031329;;
67,96;1;1,0177;1;-0,0177;0,00031329;;
67,98;1;1,0177;1;-0,0177;0,00031329;;
68;1;1,0177;1;-0,0177;0,00031329;;
68,02;1;1,0177;1;-0,0177;0,00031329;;
68,04;1;1,0177;1;-0,0177;0,00031329;;
68,06;1;1,0177;1;-0,0177;0,00031329;;
68,08;1;1,0177;1;-0,0177;0,00031329;;
68,1;1;1,0177;1;-0,0177;0,00031329;;
68,12;1;1,0177;1;-0,0177;0,00031329;;
68,14;1;1,0177;1;-0,0177;0,00031329;;
68,16;1;1,0177;1;-0,0177;0,00031329;;
68,18;1;1,0177;1;-0,0177;0,00031329;;
68,2;1;1,0177;1;-0,0177;0,00031329;;
68,22;1;1,0177;1;-0,0177;0,00031329;;
68,24;1;1,0177;1;-0,0177;0,00031329;;
68,26;1;1,0177;1;-0,0177;0,00031329;;
68,28;1;1,0177;1;-0,0177;0,00031329;;
68,3;1;1,0177;1;-0,0177;0,00031329;;
68,32;1;1,0177;1;-0,0177;0,00031329;;
68,34;1;1,0177;1;-0,0177;0,00031329;;
68,36;1;1,0177;1;-0,0177;0,00031329;;
68,38;1;1,0177;1;-0,0177;0,00031329;;
68,4;1;1,0177;1;-0,0177;0,00031329;;
68,42;1;1,0177;1;-0,0177;0,00031329;;
68,44;1;1,0177;1;-0,0177;0,00031329;;
68,46;1;1,0177;1;-0,0177;0,00031329;;
68,48;1;1,0177;1;-0,0177;0,00031329;;
68,5;1;1,0177;1;-0,0177;0,00031329;;
68,52;1;1,0177;1;-0,0177;0,00031329;;
68,54;1;1,0177;1;-0,0177;0,00031329;;
68,56;1;1,0177;1;-0,0177;0,00031329;;
68,58;1;1,0177;1;-0,0177;0,00031329;;
68,6;1;1,0177;1;-0,0177;0,00031329;;
68,62;1;1,0177;1;-0,0177;0,00031329;;
68,64;1;1,0177;1;-0,0177;0,00031329;;
68,66;1;1,0177;1;-0,0177;0,00031329;;
68,68;1;1,0177;1;-0,0177;0,00031329;;
68,7;1;1,0177;1;-0,0177;0,00031329;;
68,72;1;1,0177;1;-0,0177;0,00031329;;
68,74;1;1,0177;1;-0,0177;0,00031329;;
68,76;1;1,0177;1;-0,0177;0,00031329;;
68,78;1;1,0177;1;-0,0177;0,00031329;;
68,8;1;1,0177;1;-0,0177;0,00031329;;
68,82;1;1,0177;1;-0,0177;0,00031329;;
68,84;1;1,0177;1;-0,0177;0,00031329;;
68,86;1;1,0177;1;-0,0177;0,00031329;;
68,88;1;1,0177;1;-0,0177;0,00031329;;
68,9;1;1,0177;1;-0,0177;0,00031329;;
68,92;1;1,0177;1;-0,0177;0,00031329;;
68,94;1;1,0177;1;-0,0177;0,00031329;;
68,96;1;1,0177;1;-0,0177;0,00031329;;
68,98;1;1,0177;1;-0,0177;0,00031329;;
69;1;1,0177;1;-0,0177;0,00031329;;
69,02;1;1,0177;1;-0,0177;0,00031329;;
69,04;1;1,0177;1;-0,0177;0,00031329;;
69,06;1;1,0177;1;-0,0177;0,00031329;;
69,08;1;1,0177;1;-0,0177;0,00031329;;
69,1;1;1,0177;1;-0,0177;0,00031329;;
69,12;1;1,0177;1;-0,0177;0,00031329;;
69,14;1;1,0177;1;-0,0177;0,00031329;;
69,16;1;1,0177;1;-0,0177;0,00031329;;
69,18;1;1,0177;1;-0,0177;0,00031329;;
69,2;1;1,0177;1;-0,0177;0,00031329;;
69,22;1;1,0177;1;-0,0177;0,00031329;;
69,24;1;1,0177;1;-0,0177;0,00031329;;
69,26;1;1,0177;1;-0,0177;0,00031329;;
69,28;1;1,0177;1;-0,0177;0,00031329;;
69,3;1;1,0177;1;-0,0177;0,00031329;;
69,32;1;1,0177;1;-0,0177;0,00031329;;
69,34;1;1,0177;1;-0,0177;0,00031329;;
69,36;1;1,0177;1;-0,0177;0,00031329;;
69,38;1;1,0177;1;-0,0177;0,00031329;;
69,4;1;1,0177;1;-0,0177;0,00031329;;
69,42;1;1,0177;1;-0,0177;0,00031329;;
69,44;1;1,0177;1;-0,0177;0,00031329;;
69,46;1;1,0177;1;-0,0177;0,00031329;;
69,48;1;1,0177;1;-0,0177;0,00031329;;
69,5;1;1,0177;1;-0,0177;0,00031329;;
69,52;1;1,0177;1;-0,0177;0,00031329;;
69,54;1;1,0177;1;-0,0177;0,00031329;;
69,56;1;1,0177;1;-0,0177;0,00031329;;
69,58;1;1,0177;1;-0,0177;0,00031329;;
69,6;1;1,0177;1;-0,0177;0,00031329;;
69,62;1;1,0177;1;-0,0177;0,00031329;;
69,64;1;1,0177;1;-0,0177;0,00031329;;
69,66;1;1,0177;1;-0,0177;0,00031329;;
69,68;1;1,0177;1;-0,0177;0,00031329;;
69,7;1;1,0177;1;-0,0177;0,00031329;;
69,72;1;1,0177;1;-0,0177;0,00031329;;
69,74;1;1,0177;1;-0,0177;0,00031329;;
69,76;1;1,0177;1;-0,0177;0,00031329;;
69,78;1;1,0177;1;-0,0177;0,00031329;;
69,8;1;1,0177;1;-0,0177;0,00031329;;
69,82;1;1,0177;1;-0,0177;0,00031329;;
69,84;1;1,0177;1;-0,0177;0,00031329;;
69,86;1;1,0177;1;-0,0177;0,00031329;;
69,88;1;1,0177;1;-0,0177;0,00031329;;
69,9;1;1,0177;1;-0,0177;0,00031329;;
69,92;1;1,0177;1;-0,0177;0,00031329;;
69,94;1;1,0177;1;-0,0177;0,00031329;;
69,96;1;1,0177;1;-0,0177;0,00031329;;
69,98;1;1,0177;1;-0,0177;0,00031329;;
70;1;1,0177;1;-0,0177;0,00031329;;
70,02;1;1,0177;1;-0,0177;0,00031329;;
70,04;1;1,0177;1;-0,0177;0,00031329;;
70,06;1;1,0177;1;-0,0177;0,00031329;;
70,08;1;1,0177;1;-0,0177;0,00031329;;
70,1;1;1,0177;1;-0,0177;0,00031329;;
70,12;1;1,0177;1;-0,0177;0,00031329;;
70,14;1;1,0177;1;-0,0177;0,00031329;;
70,16;1;1,0177;1;-0,0177;0,00031329;;
70,18;1;1,0177;1;-0,0177;0,00031329;;
70,2;1;1,0177;1;-0,0177;0,00031329;;
70,22;1;1,0177;1;-0,0177;0,00031329;;
70,24;1;1,0177;1;-0,0177;0,00031329;;
70,26;1;1,0177;1;-0,0177;0,00031329;;
70,28;1;1,0177;1;-0,0177;0,00031329;;
70,3;1;1,0177;1;-0,0177;0,00031329;;
70,32;1;1,0177;1;-0,0177;0,00031329;;
70,34;1;1,0177;1;-0,0177;0,00031329;;
70,36;1;1,0177;1;-0,0177;0,00031329;;
70,38;1;1,0177;1;-0,0177;0,00031329;;
70,4;1;1,0177;1;-0,0177;0,00031329;;
70,42;1;1,0177;1;-0,0177;0,00031329;;
70,44;1;1,0177;1;-0,0177;0,00031329;;
70,46;1;1,0177;1;-0,0177;0,00031329;;
70,48;1;1,0177;1;-0,0177;0,00031329;;
70,5;1;1,0177;1;-0,0177;0,00031329;;
70,52;1;1,0177;1;-0,0177;0,00031329;;
70,54;1;1,0177;1;-0,0177;0,00031329;;
70,56;1;1,0177;1;-0,0177;0,00031329;;
70,58;1;1,0177;1;-0,0177;0,00031329;;
70,6;1;1,0177;1;-0,0177;0,00031329;;
70,62;1;1,0177;1;-0,0177;0,00031329;;
70,64;1;1,0177;1;-0,0177;0,00031329;;
70,66;1;1,0177;1;-0,0177;0,00031329;;
70,68;1;1,0177;1;-0,0177;0,00031329;;
70,7;1;1,0177;1;-0,0177;0,00031329;;
70,72;1;1,0177;1;-0,0177;0,00031329;;
70,74;1;1,0177;1;-0,0177;0,00031329;;
70,76;1;1,0177;1;-0,0177;0,00031329;;
70,78;1;1,0177;1;-0,0177;0,00031329;;
70,8;1;1,0177;1;-0,0177;0,00031329;;
70,82;1;1,0177;1;-0,0177;0,00031329;;
