time;PID;CN;Vel. Desejada;A;A²;MSE;%
30,88;1;1,0177;1;-0,0177;0,00031329;;
30,9;1;1,0177;1;-0,0177;0,00031329;;
30,92;1;1,0177;1;-0,0177;0,00031329;;
30,94;1;1,0177;1;-0,0177;0,00031329;;
30,96;1;1,0177;1;-0,0177;0,00031329;;
30,98;1;1,0177;1;-0,0177;0,00031329;;
31;1;1,0177;1;-0,0177;0,00031329;;
31,02;1;1,0177;1;-0,0177;0,00031329;;
31,04;1;1,0177;1;-0,0177;0,00031329;;
31,06;1;1,0177;1;-0,0177;0,00031329;;
31,08;1;1,0177;1;-0,0177;0,00031329;;
31,1;1;1,0177;1;-0,0177;0,00031329;;
31,12;1;1,0177;1;-0,0177;0,00031329;;
31,14;1;1,0177;1;-0,0177;0,00031329;;
31,16;1;1,0177;1;-0,0177;0,00031329;;
31,18;1;1,0177;1;-0,0177;0,00031329;;
31,2;1;1,0177;1;-0,0177;0,00031329;;
31,22;1;1,0177;1;-0,0177;0,00031329;;
31,24;1;1,0177;1;-0,0177;0,00031329;;
31,26;1;1,0177;1;-0,0177;0,00031329;;
31,28;1;1,0177;1;-0,0177;0,00031329;;
31,3;1;1,0177;1;-0,0177;0,00031329;;
31,32;1;1,0177;1;-0,0177;0,00031329;;
31,34;1;1,0177;1;-0,0177;0,00031329;;
31,36;1;1,0177;1;-0,0177;0,00031329;;
31,38;1;1,0177;1;-0,0177;0,00031329;;
31,4;1;1,0177;1;-0,0177;0,00031329;;
31,42;1;1,0177;1;-0,0177;0,00031329;;
31,44;1;1,0177;1;-0,0177;0,00031329;;
31,46;1;1,0177;1;-0,0177;0,00031329;;
31,48;1;1,0177;1;-0,0177;0,00031329;;
31,5;1;1,0177;1;-0,0177;0,00031329;;
31,52;1;1,0177;1;-0,0177;0,00031329;;
31,54;1;1,0177;1;-0,0177;0,00031329;;
31,56;1;1,0177;1;-0,0177;0,00031329;;
31,58;1;1,0177;1;-0,0177;0,00031329;;
31,6;1;1,0177;1;-0,0177;0,00031329;;
31,62;1;1,0177;1;-0,0177;0,00031329;;
31,64;1;1,0177;1;-0,0177;0,00031329;;
31,66;1;1,0177;1;-0,0177;0,00031329;;
31,68;1;1,0177;1;-0,0177;0,00031329;;
31,7;1;1,0177;1;-0,0177;0,00031329;;
31,72;1;1,0177;1;-0,0177;0,00031329;;
31,74;1;1,0177;1;-0,0177;0,00031329;;
31,76;1;1,0177;1;-0,0177;0,00031329;;
31,78;1;1,0177;1;-0,0177;0,00031329;;
31,8;1;1,0177;1;-0,0177;0,00031329;;
31,82;1;1,0177;1;-0,0177;0,00031329;;
31,84;1;1,0177;1;-0,0177;0,00031329;;
31,86;1;1,0177;1;-0,0177;0,00031329;;
31,88;1;1,0177;1;-0,0177;0,00031329;;
31,9;1;1,0177;1;-0,0177;0,00031329;;
31,92;1;1,0177;1;-0,0177;0,00031329;;
31,94;1;1,0177;1;-0,0177;0,00031329;;
31,96;1;1,0177;1;-0,0177;0,00031329;;
31,98;1;1,0177;1;-0,0177;0,00031329;;
32;1;1,0177;1;-0,0177;0,00031329;;
32,02;1;1,0177;1;-0,0177;0,00031329;;
32,04;1;1,0177;1;-0,0177;0,00031329;;
32,06;1;1,0177;1;-0,0177;0,00031329;;
32,08;1;1,0177;1;-0,0177;0,00031329;;
32,1;1;1,0177;1;-0,0177;0,00031329;;
32,12;1;1,0177;1;-0,0177;0,00031329;;
32,14;1;1,0177;1;-0,0177;0,00031329;;
32,16;1;1,0177;1;-0,0177;0,00031329;;
32,18;1;1,0177;1;-0,0177;0,00031329;;
32,2;1;1,0177;1;-0,0177;0,00031329;;
32,22;1;1,0177;1;-0,0177;0,00031329;;
32,24;1;1,0177;1;-0,0177;0,00031329;;
32,26;1;1,0177;1;-0,0177;0,00031329;;
32,28;1;1,0177;1;-0,0177;0,00031329;;
32,3;1;1,0177;1;-0,0177;0,00031329;;
32,32;1;1,0177;1;-0,0177;0,00031329;;
32,34;1;1,0177;1;-0,0177;0,00031329;;
32,36;1;1,0177;1;-0,0177;0,00031329;;
32,38;1;1,0177;1;-0,0177;0,00031329;;
32,4;1;1,0177;1;-0,0177;0,00031329;;
32,42;1;1,0177;1;-0,0177;0,00031329;;
32,44;1;1,0177;1;-0,0177;0,00031329;;
32,46;1;1,0177;1;-0,0177;0,00031329;;
32,48;1;1,0177;1;-0,0177;0,00031329;;
32,5;1;1,0177;1;-0,0177;0,00031329;;
32,52;1;1,0177;1;-0,0177;0,00031329;;
32,54;1;1,0177;1;-0,0177;0,00031329;;
32,56;1;1,0177;1;-0,0177;0,00031329;;
32,58;1;1,0177;1;-0,0177;0,00031329;;
32,6;1;1,0177;1;-0,0177;0,00031329;;
32,62;1;1,0177;1;-0,0177;0,00031329;;
32,64;1;1,0177;1;-0,0177;0,00031329;;
32,66;1;1,0177;1;-0,0177;0,00031329;;
32,68;1;1,0177;1;-0,0177;0,00031329;;
32,7;1;1,0177;1;-0,0177;0,00031329;;
32,72;1;1,0177;1;-0,0177;0,00031329;;
32,74;1;1,0177;1;-0,0177;0,00031329;;
32,76;1;1,0177;1;-0,0177;0,00031329;;
32,78;1;1,0177;1;-0,0177;0,00031329;;
32,8;1;1,0177;1;-0,0177;0,00031329;;
32,82;1;1,0177;1;-0,0177;0,00031329;;
32,84;1;1,0177;1;-0,0177;0,00031329;;
32,86;1;1,0177;1;-0,0177;0,00031329;;
32,88;1;1,0177;1;-0,0177;0,00031329;;
32,9;1;1,0177;1;-0,0177;0,00031329;;
32,92;1;1,0177;1;-0,0177;0,00031329;;
32,94;1;1,0177;1;-0,0177;0,00031329;;
32,96;1;1,0177;1;-0,0177;0,00031329;;
32,98;1;1,0177;1;-0,0177;0,00031329;;
33;1;1,0177;1;-0,0177;0,00031329;;
33,02;1;1,0177;1;-0,0177;0,00031329;;
33,04;1;1,0177;1;-0,0177;0,00031329;;
33,06;1;1,0177;1;-0,0177;0,00031329;;
33,08;1;1,0177;1;-0,0177;0,00031329;;
33,1;1;1,0177;1;-0,0177;0,00031329;;
33,12;1;1,0177;1;-0,0177;0,00031329;;
33,14;1;1,0177;1;-0,0177;0,00031329;;
33,16;1;1,0177;1;-0,0177;0,00031329;;
33,18;1;1,0177;1;-0,0177;0,00031329;;
33,2;1;1,0177;1;-0,0177;0,00031329;;
33,22;1;1,0177;1;-0,0177;0,00031329;;
33,24;1;1,0177;1;-0,0177;0,00031329;;
33,26;1;1,0177;1;-0,0177;0,00031329;;
33,28;1;1,0177;1;-0,0177;0,00031329;;
33,3;1;1,0177;1;-0,0177;0,00031329;;
33,32;1;1,0177;1;-0,0177;0,00031329;;
33,34;1;1,0177;1;-0,0177;0,00031329;;
33,36;1;1,0177;1;-0,0177;0,00031329;;
33,38;1;1,0177;1;-0,0177;0,00031329;;
33,4;1;1,0177;1;-0,0177;0,00031329;;
33,42;1;1,0177;1;-0,0177;0,00031329;;
33,44;1;1,0177;1;-0,0177;0,00031329;;
33,46;1;1,0177;1;-0,0177;0,00031329;;
33,48;1;1,0177;1;-0,0177;0,00031329;;
33,5;1;1,0177;1;-0,0177;0,00031329;;
33,52;1;1,0177;1;-0,0177;0,00031329;;
33,54;1;1,0177;1;-0,0177;0,00031329;;
33,56;1;1,0177;1;-0,0177;0,00031329;;
33,58;1;1,0177;1;-0,0177;0,00031329;;
33,6;1;1,0177;1;-0,0177;0,00031329;;
33,62;1;1,0177;1;-0,0177;0,00031329;;
33,64;1;1,0177;1;-0,0177;0,00031329;;
33,66;1;1,0177;1;-0,0177;0,00031329;;
33,68;1;1,0177;1;-0,0177;0,00031329;;
33,7;1;1,0177;1;-0,0177;0,00031329;;
33,72;1;1,0177;1;-0,0177;0,00031329;;
33,74;1;1,0177;1;-0,0177;0,00031329;;
33,76;1;1,0177;1;-0,0177;0,00031329;;
33,78;1;1,0177;1;-0,0177;0,00031329;;
33,8;1;1,0177;1;-0,0177;0,00031329;;
33,82;1;1,0177;1;-0,0177;0,00031329;;
33,84;1;1,0177;1;-0,0177;0,00031329;;
33,86;1;1,0177;1;-0,0177;0,00031329;;
33,88;1;1,0177;1;-0,0177;0,00031329;;
33,9;1;1,0177;1;-0,0177;0,00031329;;
33,92;1;1,0177;1;-0,0177;0,00031329;;
33,94;1;1,0177;1;-0,0177;0,00031329;;
33,96;1;1,0177;1;-0,0177;0,00031329;;
33,98;1;1,0177;1;-0,0177;0,00031329;;
34;1;1,0177;1;-0,0177;0,00031329;;
34,02;1;1,0177;1;-0,0177;0,00031329;;
34,04;1;1,0177;1;-0,0177;0,00031329;;
34,06;1;1,0177;1;-0,0177;0,00031329;;
34,08;1;1,0177;1;-0,0177;0,00031329;;
34,1;1;1,0177;1;-0,0177;0,00031329;;
34,12;1;1,0177;1;-0,0177;0,00031329;;
34,14;1;1,0177;1;-0,0177;0,00031329;;
34,16;1;1,0177;1;-0,0177;0,00031329;;
34,18;1;1,0177;1;-0,0177;0,00031329;;
34,2;1;1,0177;1;-0,0177;0,00031329;;
34,22;1;1,0177;1;-0,0177;0,00031329;;
34,24;1;1,0177;1;-0,0177;0,00031329;;
34,26;1;1,0177;1;-0,0177;0,00031329;;
34,28;1;1,0177;1;-0,0177;0,00031329;;
34,3;1;1,0177;1;-0,0177;0,00031329;;
34,32;1;1,0177;1;-0,0177;0,00031329;;
34,34;1;1,0177;1;-0,0177;0,00031329;;
34,36;1;1,0177;1;-0,0177;0,00031329;;
34,38;1;1,0177;1;-0,0177;0,00031329;;
34,4;1;1,0177;1;-0,0177;0,00031329;;
34,42;1;1,0177;1;-0,0177;0,00031329;;
34,44;1;1,0177;1;-0,0177;0,00031329;;
34,46;1;1,0177;1;-0,0177;0,00031329;;
34,48;1;1,0177;1;-0,0177;0,00031329;;
34,5;1;1,0177;1;-0,0177;0,00031329;;
34,52;1;1,0177;1;-0,0177;0,00031329;;
34,54;1;1,0177;1;-0,0177;0,00031329;;
34,56;1;1,0177;1;-0,0177;0,00031329;;
34,58;1;1,0177;1;-0,0177;0,00031329;;
34,6;1;1,0177;1;-0,0177;0,00031329;;
34,62;1;1,0177;1;-0,0177;0,00031329;;
34,64;1;1,0177;1;-0,0177;0,00031329;;
34,66;1;1,0177;1;-0,0177;0,00031329;;
34,68;1;1,0177;1;-0,0177;0,00031329;;
34,7;1;1,0177;1;-0,0177;0,00031329;;
34,72;1;1,0177;1;-0,0177;0,00031329;;
34,74;1;1,0177;1;-0,0177;0,00031329;;
34,76;1;1,0177;1;-0,0177;0,00031329;;
34,78;1;1,0177;1;-0,0177;0,00031329;;
34,8;1;1,0177;1;-0,0177;0,00031329;;
34,82;1;1,0177;1;-0,0177;0,00031329;;
34,84;1;1,0177;1;-0,0177;0,00031329;;
34,86;1;1,0177;1;-0,0177;0,00031329;;
34,88;1;1,0177;1;-0,0177;0,00031329;;
34,9;1;1,0177;1;-0,0177;0,00031329;;
34,92;1;1,0177;1;-0,0177;0,00031329;;
34,94;1;1,0177;1;-0,0177;0,00031329;;
34,96;1;1,0177;1;-0,0177;0,00031329;;
34,98;1;1,0177;1;-0,0177;0,00031329;;
35;1;1,0177;1;-0,0177;0,00031329;;
35,02;1;1,0177;1;-0,0177;0,00031329;;
35,04;1;1,0177;1;-0,0177;0,00031329;;
35,06;1;1,0177;1;-0,0177;0,00031329;;
35,08;1;1,0177;1;-0,0177;0,00031329;;
35,1;1;1,0177;1;-0,0177;0,00031329;;
35,12;1;1,0177;1;-0,0177;0,00031329;;
35,14;1;1,0177;1;-0,0177;0,00031329;;
35,16;1;1,0177;1;-0,0177;0,00031329;;
35,18;1;1,0177;1;-0,0177;0,00031329;;
35,2;1;1,0177;1;-0,0177;0,00031329;;
35,22;1;1,0177;1;-0,0177;0,00031329;;
35,24;1;1,0177;1;-0,0177;0,00031329;;
35,26;1;1,0177;1;-0,0177;0,00031329;;
35,28;1;1,0177;1;-0,0177;0,00031329;;
35,3;1;1,0177;1;-0,0177;0,00031329;;
35,32;1;1,0177;1;-0,0177;0,00031329;;
35,34;1;1,0177;1;-0,0177;0,00031329;;
35,36;1;1,0177;1;-0,0177;0,00031329;;
35,38;1;1,0177;1;-0,0177;0,00031329;;
35,4;1;1,0177;1;-0,0177;0,00031329;;
35,42;1;1,0177;1;-0,0177;0,00031329;;
35,44;1;1,0177;1;-0,0177;0,00031329;;
35,46;1;1,0177;1;-0,0177;0,00031329;;
35,48;1;1,0177;1;-0,0177;0,00031329;;
35,5;1;1,0177;1;-0,0177;0,00031329;;
35,52;1;1,0177;1;-0,0177;0,00031329;;
35,54;1;1,0177;1;-0,0177;0,00031329;;
35,56;1;1,0177;1;-0,0177;0,00031329;;
35,58;1;1,0177;1;-0,0177;0,00031329;;
35,6;1;1,0177;1;-0,0177;0,00031329;;
35,62;1;1,0177;1;-0,0177;0,00031329;;
35,64;1;1,0177;1;-0,0177;0,00031329;;
35,66;1;1,0177;1;-0,0177;0,00031329;;
35,68;1;1,0177;1;-0,0177;0,00031329;;
35,7;1;1,0177;1;-0,0177;0,00031329;;
35,72;1;1,0177;1;-0,0177;0,00031329;;
35,74;1;1,0177;1;-0,0177;0,00031329;;
35,76;1;1,0177;1;-0,0177;0,00031329;;
35,78;1;1,0177;1;-0,0177;0,00031329;;
35,8;1;1,0177;1;-0,0177;0,00031329;;
35,82;1;1,0177;1;-0,0177;0,00031329;;
35,84;1;1,0177;1;-0,0177;0,00031329;;
35,86;1;1,0177;1;-0,0177;0,00031329;;
35,88;1;1,0177;1;-0,0177;0,00031329;;
35,9;1;1,0177;1;-0,0177;0,00031329;;
35,92;1;1,0177;1;-0,0177;0,00031329;;
35,94;1;1,0177;1;-0,0177;0,00031329;;
35,96;1;1,0177;1;-0,0177;0,00031329;;
35,98;1;1,0177;1;-0,0177;0,00031329;;
36;1;1,0177;1;-0,0177;0,00031329;;
36,02;1;1,0177;1;-0,0177;0,00031329;;
36,04;1;1,0177;1;-0,0177;0,00031329;;
36,06;1;1,0177;1;-0,0177;0,00031329;;
36,08;1;1,0177;1;-0,0177;0,00031329;;
36,1;1;1,0177;1;-0,0177;0,00031329;;
36,12;1;1,0177;1;-0,0177;0,00031329;;
36,14;1;1,0177;1;-0,0177;0,00031329;;
36,16;1;1,0177;1;-0,0177;0,00031329;;
36,18;1;1,0177;1;-0,0177;0,00031329;;
36,2;1;1,0177;1;-0,0177;0,00031329;;
36,22;1;1,0177;1;-0,0177;0,00031329;;
36,24;1;1,0177;1;-0,0177;0,00031329;;
36,26;1;1,0177;1;-0,0177;0,00031329;;
36,28;1;1,0177;1;-0,0177;0,00031329;;
36,3;1;1,0177;1;-0,0177;0,00031329;;
36,32;1;1,0177;1;-0,0177;0,00031329;;
36,34;1;1,0177;1;-0,0177;0,00031329;;
36,36;1;1,0177;1;-0,0177;0,00031329;;
36,38;1;1,0177;1;-0,0177;0,00031329;;
36,4;1;1,0177;1;-0,0177;0,00031329;;
36,42;1;1,0177;1;-0,0177;0,00031329;;
36,44;1;1,0177;1;-0,0177;0,00031329;;
36,46;1;1,0177;1;-0,0177;0,00031329;;
36,48;1;1,0177;1;-0,0177;0,00031329;;
36,5;1;1,0177;1;-0,0177;0,00031329;;
36,52;1;1,0177;1;-0,0177;0,00031329;;
36,54;1;1,0177;1;-0,0177;0,00031329;;
36,56;1;1,0177;1;-0,0177;0,00031329;;
36,58;1;1,0177;1;-0,0177;0,00031329;;
36,6;1;1,0177;1;-0,0177;0,00031329;;
36,62;1;1,0177;1;-0,0177;0,00031329;;
36,64;1;1,0177;1;-0,0177;0,00031329;;
36,66;1;1,0177;1;-0,0177;0,00031329;;
36,68;1;1,0177;1;-0,0177;0,00031329;;
36,7;1;1,0177;1;-0,0177;0,00031329;;
36,72;1;1,0177;1;-0,0177;0,00031329;;
36,74;1;1,0177;1;-0,0177;0,00031329;;
36,76;1;1,0177;1;-0,0177;0,00031329;;
36,78;1;1,0177;1;-0,0177;0,00031329;;
36,8;1;1,0177;1;-0,0177;0,00031329;;
36,82;1;1,0177;1;-0,0177;0,00031329;;
36,84;1;1,0177;1;-0,0177;0,00031329;;
36,86;1;1,0177;1;-0,0177;0,00031329;;
36,88;1;1,0177;1;-0,0177;0,00031329;;
36,9;1;1,0177;1;-0,0177;0,00031329;;
36,92;1;1,0177;1;-0,0177;0,00031329;;
36,94;1;1,0177;1;-0,0177;0,00031329;;
36,96;1;1,0177;1;-0,0177;0,00031329;;
36,98;1;1,0177;1;-0,0177;0,00031329;;
37;1;1,0177;1;-0,0177;0,00031329;;
37,02;1;1,0177;1;-0,0177;0,00031329;;
37,04;1;1,0177;1;-0,0177;0,00031329;;
37,06;1;1,0177;1;-0,0177;0,00031329;;
37,08;1;1,0177;1;-0,0177;0,00031329;;
37,1;1;1,0177;1;-0,0177;0,00031329;;
37,12;1;1,0177;1;-0,0177;0,00031329;;
37,14;1;1,0177;1;-0,0177;0,00031329;;
37,16;1;1,0177;1;-0,0177;0,00031329;;
37,18;1;1,0177;1;-0,0177;0,00031329;;
37,2;1;1,0177;1;-0,0177;0,00031329;;
37,22;1;1,0177;1;-0,0177;0,00031329;;
37,24;1;1,0177;1;-0,0177;0,00031329;;
37,26;1;1,0177;1;-0,0177;0,00031329;;
37,28;1;1,0177;1;-0,0177;0,00031329;;
37,3;1;1,0177;1;-0,0177;0,00031329;;
37,32;1;1,0177;1;-0,0177;0,00031329;;
37,34;1;1,0177;1;-0,0177;0,00031329;;
37,36;1;1,0177;1;-0,0177;0,00031329;;
37,38;1;1,0177;1;-0,0177;0,00031329;;
37,4;1;1,0177;1;-0,0177;0,00031329;;
37,42;1;1,0177;1;-0,0177;0,00031329;;
37,44;1;1,0177;1;-0,0177;0,00031329;;
37,46;1;1,0177;1;-0,0177;0,00031329;;
37,48;1;1,0177;1;-0,0177;0,00031329;;
37,5;1;1,0177;1;-0,0177;0,00031329;;
37,52;1;1,0177;1;-0,0177;0,00031329;;
37,54;1;1,0177;1;-0,0177;0,00031329;;
37,56;1;1,0177;1;-0,0177;0,00031329;;
37,58;1;1,0177;1;-0,0177;0,00031329;;
37,6;1;1,0177;1;-0,0177;0,00031329;;
37,62;1;1,0177;1;-0,0177;0,00031329;;
37,64;1;1,0177;1;-0,0177;0,00031329;;
37,66;1;1,0177;1;-0,0177;0,00031329;;
37,68;1;1,0177;1;-0,0177;0,00031329;;
37,7;1;1,0177;1;-0,0177;0,00031329;;
37,72;1;1,0177;1;-0,0177;0,00031329;;
37,74;1;1,0177;1;-0,0177;0,00031329;;
37,76;1;1,0177;1;-0,0177;0,00031329;;
37,78;1;1,0177;1;-0,0177;0,00031329;;
37,8;1;1,0177;1;-0,0177;0,00031329;;
37,82;1;1,0177;1;-0,0177;0,00031329;;
37,84;1;1,0177;1;-0,0177;0,00031329;;
37,86;1;1,0177;1;-0,0177;0,00031329;;
37,88;1;1,0177;1;-0,0177;0,00031329;;
37,9;1;1,0177;1;-0,0177;0,00031329;;
37,92;1;1,0177;1;-0,0177;0,00031329;;
37,94;1;1,0177;1;-0,0177;0,00031329;;
37,96;1;1,0177;1;-0,0177;0,00031329;;
37,98;1;1,0177;1;-0,0177;0,00031329;;
38;1;1,0177;1;-0,0177;0,00031329;;
38,02;1;1,0177;1;-0,0177;0,00031329;;
38,04;1;1,0177;1;-0,0177;0,00031329;;
38,06;1;1,0177;1;-0,0177;0,00031329;;
38,08;1;1,0177;1;-0,0177;0,00031329;;
38,1;1;1,0177;1;-0,0177;0,00031329;;
38,12;1;1,0177;1;-0,0177;0,00031329;;
38,14;1;1,0177;1;-0,0177;0,00031329;;
38,16;1;1,0177;1;-0,0177;0,00031329;;
38,18;1;1,0177;1;-0,0177;0,00031329;;
38,2;1;1,0177;1;-0,0177;0,00031329;;
38,22;1;1,0177;1;-0,0177;0,00031329;;
38,24;1;1,0177;1;-0,0177;0,00031329;;
38,26;1;1,0177;1;-0,0177;0,00031329;;
38,28;1;1,0177;1;-0,0177;0,00031329;;
38,3;1;1,0177;1;-0,0177;0,00031329;;
38,32;1;1,0177;1;-0,0177;0,00031329;;
38,34;1;1,0177;1;-0,0177;0,00031329;;
38,36;1;1,0177;1;-0,0177;0,00031329;;
38,38;1;1,0177;1;-0,0177;0,00031329;;
38,4;1;1,0177;1;-0,0177;0,00031329;;
38,42;1;1,0177;1;-0,0177;0,00031329;;
38,44;1;1,0177;1;-0,0177;0,00031329;;
38,46;1;1,0177;1;-0,0177;0,00031329;;
38,48;1;1,0177;1;-0,0177;0,00031329;;
38,5;1;1,0177;1;-0,0177;0,00031329;;
38,52;1;1,0177;1;-0,0177;0,00031329;;
38,54;1;1,0177;1;-0,0177;0,00031329;;
38,56;1;1,0177;1;-0,0177;0,00031329;;
38,58;1;1,0177;1;-0,0177;0,00031329;;
38,6;1;1,0177;1;-0,0177;0,00031329;;
38,62;1;1,0177;1;-0,0177;0,00031329;;
38,64;1;1,0177;1;-0,0177;0,00031329;;
38,66;1;1,0177;1;-0,0177;0,00031329;;
38,68;1;1,0177;1;-0,0177;0,00031329;;
38,7;1;1,0177;1;-0,0177;0,00031329;;
38,72;1;1,0177;1;-0,0177;0,00031329;;
38,74;1;1,0177;1;-0,0177;0,00031329;;
38,76;1;1,0177;1;-0,0177;0,00031329;;
38,78;1;1,0177;1;-0,0177;0,00031329;;
38,8;1;1,0177;1;-0,0177;0,00031329;;
38,82;1;1,0177;1;-0,0177;0,00031329;;
38,84;1;1,0177;1;-0,0177;0,00031329;;
38,86;1;1,0177;1;-0,0177;0,00031329;;
38,88;1;1,0177;1;-0,0177;0,00031329;;
38,9;1;1,0177;1;-0,0177;0,00031329;;
38,92;1;1,0177;1;-0,0177;0,00031329;;
38,94;1;1,0177;1;-0,0177;0,00031329;;
38,96;1;1,0177;1;-0,0177;0,00031329;;
38,98;1;1,0177;1;-0,0177;0,00031329;;
39;1;1,0177;1;-0,0177;0,00031329;;
39,02;1;1,0177;1;-0,0177;0,00031329;;
39,04;1;1,0177;1;-0,0177;0,00031329;;
39,06;1;1,0177;1;-0,0177;0,00031329;;
39,08;1;1,0177;1;-0,0177;0,00031329;;
39,1;1;1,0177;1;-0,0177;0,00031329;;
39,12;1;1,0177;1;-0,0177;0,00031329;;
39,14;1;1,0177;1;-0,0177;0,00031329;;
39,16;1;1,0177;1;-0,0177;0,00031329;;
39,18;1;1,0177;1;-0,0177;0,00031329;;
39,2;1;1,0177;1;-0,0177;0,00031329;;
39,22;1;1,0177;1;-0,0177;0,00031329;;
39,24;1;1,0177;1;-0,0177;0,00031329;;
39,26;1;1,0177;1;-0,0177;0,00031329;;
39,28;1;1,0177;1;-0,0177;0,00031329;;
39,3;1;1,0177;1;-0,0177;0,00031329;;
39,32;1;1,0177;1;-0,0177;0,00031329;;
39,34;1;1,0177;1;-0,0177;0,00031329;;
39,36;1;1,0177;1;-0,0177;0,00031329;;
39,38;1;1,0177;1;-0,0177;0,00031329;;
39,4;1;1,0177;1;-0,0177;0,00031329;;
39,42;1;1,0177;1;-0,0177;0,00031329;;
39,44;1;1,0177;1;-0,0177;0,00031329;;
39,46;1;1,0177;1;-0,0177;0,00031329;;
39,48;1;1,0177;1;-0,0177;0,00031329;;
39,5;1;1,0177;1;-0,0177;0,00031329;;
39,52;1;1,0177;1;-0,0177;0,00031329;;
39,54;1;1,0177;1;-0,0177;0,00031329;;
39,56;1;1,0177;1;-0,0177;0,00031329;;
39,58;1;1,0177;1;-0,0177;0,00031329;;
39,6;1;1,0177;1;-0,0177;0,00031329;;
39,62;1;1,0177;1;-0,0177;0,00031329;;
39,64;1;1,0177;1;-0,0177;0,00031329;;
39,66;1;1,0177;1;-0,0177;0,00031329;;
39,68;1;1,0177;1;-0,0177;0,00031329;;
39,7;1;1,0177;1;-0,0177;0,00031329;;
39,72;1;1,0177;1;-0,0177;0,00031329;;
39,74;1;1,0177;1;-0,0177;0,00031329;;
39,76;1;1,0177;1;-0,0177;0,00031329;;
39,78;1;1,0177;1;-0,0177;0,00031329;;
39,8;1;1,0177;1;-0,0177;0,00031329;;
39,82;1;1,0177;1;-0,0177;0,00031329;;
39,84;1;1,0177;1;-0,0177;0,00031329;;
39,86;1;1,0177;1;-0,0177;0,00031329;;
39,88;1;1,0177;1;-0,0177;0,00031329;;
39,9;1;1,0177;1;-0,0177;0,00031329;;
39,92;1;1,0177;1;-0,0177;0,00031329;;
39,94;1;1,0177;1;-0,0177;0,00031329;;
39,96;1;1,0177;1;-0,0177;0,00031329;;
39,98;1;1,0177;1;-0,0177;0,00031329;;
40;1;1,0177;1;-0,0177;0,00031329;;
40,02;1;1,0177;1;-0,0177;0,00031329;;
40,04;1;1,0177;1;-0,0177;0,00031329;;
40,06;1;1,0177;1;-0,0177;0,00031329;;
40,08;1;1,0177;1;-0,0177;0,00031329;;
40,1;1;1,0177;1;-0,0177;0,00031329;;
40,12;1;1,0177;1;-0,0177;0,00031329;;
40,14;1;1,0177;1;-0,0177;0,00031329;;
40,16;1;1,0177;1;-0,0177;0,00031329;;
40,18;1;1,0177;1;-0,0177;0,00031329;;
40,2;1;1,0177;1;-0,0177;0,00031329;;
40,22;1;1,0177;1;-0,0177;0,00031329;;
40,24;1;1,0177;1;-0,0177;0,00031329;;
40,26;1;1,0177;1;-0,0177;0,00031329;;
40,28;1;1,0177;1;-0,0177;0,00031329;;
40,3;1;1,0177;1;-0,0177;0,00031329;;
40,32;1;1,0177;1;-0,0177;0,00031329;;
40,34;1;1,0177;1;-0,0177;0,00031329;;
40,36;1;1,0177;1;-0,0177;0,00031329;;
40,38;1;1,0177;1;-0,0177;0,00031329;;
40,4;1;1,0177;1;-0,0177;0,00031329;;
40,42;1;1,0177;1;-0,0177;0,00031329;;
40,44;1;1,0177;1;-0,0177;0,00031329;;
40,46;1;1,0177;1;-0,0177;0,00031329;;
40,48;1;1,0177;1;-0,0177;0,00031329;;
40,5;1;1,0177;1;-0,0177;0,00031329;;
40,52;1;1,0177;1;-0,0177;0,00031329;;
40,54;1;1,0177;1;-0,0177;0,00031329;;
40,56;1;1,0177;1;-0,0177;0,00031329;;
40,58;1;1,0177;1;-0,0177;0,00031329;;
40,6;1;1,0177;1;-0,0177;0,00031329;;
40,62;1;1,0177;1;-0,0177;0,00031329;;
40,64;1;1,0177;1;-0,0177;0,00031329;;
40,66;1;1,0177;1;-0,0177;0,00031329;;
40,68;1;1,0177;1;-0,0177;0,00031329;;
40,7;1;1,0177;1;-0,0177;0,00031329;;
40,72;1;1,0177;1;-0,0177;0,00031329;;
40,74;1;1,0177;1;-0,0177;0,00031329;;
40,76;1;1,0177;1;-0,0177;0,00031329;;
40,78;1;1,0177;1;-0,0177;0,00031329;;
40,8;1;1,0177;1;-0,0177;0,00031329;;
40,82;1;1,0177;1;-0,0177;0,00031329;;
40,84;1;1,0177;1;-0,0177;0,00031329;;
40,86;1;1,0177;1;-0,0177;0,00031329;;
40,88;1;1,0177;1;-0,0177;0,00031329;;
40,9;1;1,0177;1;-0,0177;0,00031329;;
40,92;1;1,0177;1;-0,0177;0,00031329;;
40,94;1;1,0177;1;-0,0177;0,00031329;;
40,96;1;1,0177;1;-0,0177;0,00031329;;
40,98;1;1,0177;1;-0,0177;0,00031329;;
41;1;1,0177;1;-0,0177;0,00031329;;
41,02;1;1,0177;1;-0,0177;0,00031329;;
41,04;1;1,0177;1;-0,0177;0,00031329;;
41,06;1;1,0177;1;-0,0177;0,00031329;;
41,08;1;1,0177;1;-0,0177;0,00031329;;
41,1;1;1,0177;1;-0,0177;0,00031329;;
41,12;1;1,0177;1;-0,0177;0,00031329;;
41,14;1;1,0177;1;-0,0177;0,00031329;;
41,16;1;1,0177;1;-0,0177;0,00031329;;
41,18;1;1,0177;1;-0,0177;0,00031329;;
41,2;1;1,0177;1;-0,0177;0,00031329;;
41,22;1;1,0177;1;-0,0177;0,00031329;;
