time;vel_PID;vel_RNA;A = vel_PID - vel_RNA;A²;
60,48;1;1,0045;-0,0045;2,025E-05;
60,5;1;1,0045;-0,0045;2,025E-05;
60,52;1;1,0045;-0,0045;2,025E-05;
60,54;1;1,0045;-0,0045;2,025E-05;
60,56;1;1,0045;-0,0045;2,025E-05;
60,58;1;1,0045;-0,0045;2,025E-05;
60,6;1;1,0045;-0,0045;2,025E-05;
60,62;1;1,0045;-0,0045;2,025E-05;
60,64;1;1,0045;-0,0045;2,025E-05;
60,66;1;1,0045;-0,0045;2,025E-05;
60,68;1;1,0045;-0,0045;2,025E-05;
60,7;1;1,0045;-0,0045;2,025E-05;
60,72;1;1,0045;-0,0045;2,025E-05;
60,74;1;1,0045;-0,0045;2,025E-05;
60,76;1;1,0045;-0,0045;2,025E-05;
60,78;1;1,0045;-0,0045;2,025E-05;
60,8;1;1,0045;-0,0045;2,025E-05;
60,82;1;1,0045;-0,0045;2,025E-05;
60,84;1;1,0045;-0,0045;2,025E-05;
60,86;1;1,0045;-0,0045;2,025E-05;
60,88;1;1,0045;-0,0045;2,025E-05;
60,9;1;1,0045;-0,0045;2,025E-05;
60,92;1;1,0045;-0,0045;2,025E-05;
60,94;1;1,0045;-0,0045;2,025E-05;
60,96;1;1,0045;-0,0045;2,025E-05;
60,98;1;1,0045;-0,0045;2,025E-05;
61;1;1,0045;-0,0045;2,025E-05;
61,02;1;1,0045;-0,0045;2,025E-05;
61,04;1;1,0045;-0,0045;2,025E-05;
61,06;1;1,0045;-0,0045;2,025E-05;
61,08;1;1,0045;-0,0045;2,025E-05;
61,1;1;1,0045;-0,0045;2,025E-05;
61,12;1;1,0045;-0,0045;2,025E-05;
61,14;1;1,0045;-0,0045;2,025E-05;
61,16;1;1,0045;-0,0045;2,025E-05;
61,18;1;1,0045;-0,0045;2,025E-05;
61,2;1;1,0045;-0,0045;2,025E-05;
61,22;1;1,0045;-0,0045;2,025E-05;
61,24;1;1,0045;-0,0045;2,025E-05;
61,26;1;1,0045;-0,0045;2,025E-05;
61,28;1;1,0045;-0,0045;2,025E-05;
61,3;1;1,0045;-0,0045;2,025E-05;
61,32;1;1,0045;-0,0045;2,025E-05;
61,34;1;1,0045;-0,0045;2,025E-05;
61,36;1;1,0045;-0,0045;2,025E-05;
61,38;1;1,0045;-0,0045;2,025E-05;
61,4;1;1,0045;-0,0045;2,025E-05;
61,42;1;1,0045;-0,0045;2,025E-05;
61,44;1;1,0045;-0,0045;2,025E-05;
61,46;1;1,0045;-0,0045;2,025E-05;
61,48;1;1,0045;-0,0045;2,025E-05;
61,5;1;1,0045;-0,0045;2,025E-05;
61,52;1;1,0045;-0,0045;2,025E-05;
61,54;1;1,0045;-0,0045;2,025E-05;
61,56;1;1,0045;-0,0045;2,025E-05;
61,58;1;1,0045;-0,0045;2,025E-05;
61,6;1;1,0045;-0,0045;2,025E-05;
61,62;1;1,0045;-0,0045;2,025E-05;
61,64;1;1,0045;-0,0045;2,025E-05;
61,66;1;1,0045;-0,0045;2,025E-05;
61,68;1;1,0045;-0,0045;2,025E-05;
61,7;1;1,0045;-0,0045;2,025E-05;
61,72;1;1,0045;-0,0045;2,025E-05;
61,74;1;1,0045;-0,0045;2,025E-05;
61,76;1;1,0045;-0,0045;2,025E-05;
61,78;1;1,0045;-0,0045;2,025E-05;
61,8;1;1,0045;-0,0045;2,025E-05;
61,82;1;1,0045;-0,0045;2,025E-05;
61,84;1;1,0045;-0,0045;2,025E-05;
61,86;1;1,0045;-0,0045;2,025E-05;
61,88;1;1,0045;-0,0045;2,025E-05;
61,9;1;1,0045;-0,0045;2,025E-05;
61,92;1;1,0045;-0,0045;2,025E-05;
61,94;1;1,0045;-0,0045;2,025E-05;
61,96;1;1,0045;-0,0045;2,025E-05;
61,98;1;1,0045;-0,0045;2,025E-05;
62;1;1,0045;-0,0045;2,025E-05;
62,02;1;1,0045;-0,0045;2,025E-05;
62,04;1;1,0045;-0,0045;2,025E-05;
62,06;1;1,0045;-0,0045;2,025E-05;
62,08;1;1,0045;-0,0045;2,025E-05;
62,1;1;1,0045;-0,0045;2,025E-05;
62,12;1;1,0045;-0,0045;2,025E-05;
62,14;1;1,0045;-0,0045;2,025E-05;
62,16;1;1,0045;-0,0045;2,025E-05;
62,18;1;1,0045;-0,0045;2,025E-05;
62,2;1;1,0045;-0,0045;2,025E-05;
62,22;1;1,0045;-0,0045;2,025E-05;
62,24;1;1,0045;-0,0045;2,025E-05;
62,26;1;1,0045;-0,0045;2,025E-05;
62,28;1;1,0045;-0,0045;2,025E-05;
62,3;1;1,0045;-0,0045;2,025E-05;
62,32;1;1,0045;-0,0045;2,025E-05;
62,34;1;1,0045;-0,0045;2,025E-05;
62,36;1;1,0045;-0,0045;2,025E-05;
62,38;1;1,0045;-0,0045;2,025E-05;
62,4;1;1,0045;-0,0045;2,025E-05;
62,42;1;1,0045;-0,0045;2,025E-05;
62,44;1;1,0045;-0,0045;2,025E-05;
62,46;1;1,0045;-0,0045;2,025E-05;
62,48;1;1,0045;-0,0045;2,025E-05;
62,5;1;1,0045;-0,0045;2,025E-05;
62,52;1;1,0045;-0,0045;2,025E-05;
62,54;1;1,0045;-0,0045;2,025E-05;
62,56;1;1,0045;-0,0045;2,025E-05;
62,58;1;1,0045;-0,0045;2,025E-05;
62,6;1;1,0045;-0,0045;2,025E-05;
62,62;1;1,0045;-0,0045;2,025E-05;
62,64;1;1,0045;-0,0045;2,025E-05;
62,66;1;1,0045;-0,0045;2,025E-05;
62,68;1;1,0045;-0,0045;2,025E-05;
62,7;1;1,0045;-0,0045;2,025E-05;
62,72;1;1,0045;-0,0045;2,025E-05;
62,74;1;1,0045;-0,0045;2,025E-05;
62,76;1;1,0045;-0,0045;2,025E-05;
62,78;1;1,0045;-0,0045;2,025E-05;
62,8;1;1,0045;-0,0045;2,025E-05;
62,82;1;1,0045;-0,0045;2,025E-05;
62,84;1;1,0045;-0,0045;2,025E-05;
62,86;1;1,0045;-0,0045;2,025E-05;
62,88;1;1,0045;-0,0045;2,025E-05;
62,9;1;1,0045;-0,0045;2,025E-05;
62,92;1;1,0045;-0,0045;2,025E-05;
62,94;1;1,0045;-0,0045;2,025E-05;
62,96;1;1,0045;-0,0045;2,025E-05;
62,98;1;1,0045;-0,0045;2,025E-05;
63;1;1,0045;-0,0045;2,025E-05;
63,02;1;1,0045;-0,0045;2,025E-05;
63,04;1;1,0045;-0,0045;2,025E-05;
63,06;1;1,0045;-0,0045;2,025E-05;
63,08;1;1,0045;-0,0045;2,025E-05;
63,1;1;1,0045;-0,0045;2,025E-05;
63,12;1;1,0045;-0,0045;2,025E-05;
63,14;1;1,0045;-0,0045;2,025E-05;
63,16;1;1,0045;-0,0045;2,025E-05;
63,18;1;1,0045;-0,0045;2,025E-05;
63,2;1;1,0045;-0,0045;2,025E-05;
63,22;1;1,0045;-0,0045;2,025E-05;
63,24;1;1,0045;-0,0045;2,025E-05;
63,26;1;1,0045;-0,0045;2,025E-05;
63,28;1;1,0045;-0,0045;2,025E-05;
63,3;1;1,0045;-0,0045;2,025E-05;
63,32;1;1,0045;-0,0045;2,025E-05;
63,34;1;1,0045;-0,0045;2,025E-05;
63,36;1;1,0045;-0,0045;2,025E-05;
63,38;1;1,0045;-0,0045;2,025E-05;
63,4;1;1,0045;-0,0045;2,025E-05;
63,42;1;1,0045;-0,0045;2,025E-05;
63,44;1;1,0045;-0,0045;2,025E-05;
63,46;1;1,0045;-0,0045;2,025E-05;
63,48;1;1,0045;-0,0045;2,025E-05;
63,5;1;1,0045;-0,0045;2,025E-05;
63,52;1;1,0045;-0,0045;2,025E-05;
63,54;1;1,0045;-0,0045;2,025E-05;
63,56;1;1,0045;-0,0045;2,025E-05;
63,58;1;1,0045;-0,0045;2,025E-05;
63,6;1;1,0045;-0,0045;2,025E-05;
63,62;1;1,0045;-0,0045;2,025E-05;
63,64;1;1,0045;-0,0045;2,025E-05;
63,66;1;1,0045;-0,0045;2,025E-05;
63,68;1;1,0045;-0,0045;2,025E-05;
63,7;1;1,0045;-0,0045;2,025E-05;
63,72;1;1,0045;-0,0045;2,025E-05;
63,74;1;1,0045;-0,0045;2,025E-05;
63,76;1;1,0045;-0,0045;2,025E-05;
63,78;1;1,0045;-0,0045;2,025E-05;
63,8;1;1,0045;-0,0045;2,025E-05;
63,82;1;1,0045;-0,0045;2,025E-05;
63,84;1;1,0045;-0,0045;2,025E-05;
63,86;1;1,0045;-0,0045;2,025E-05;
63,88;1;1,0045;-0,0045;2,025E-05;
63,9;1;1,0045;-0,0045;2,025E-05;
63,92;1;1,0045;-0,0045;2,025E-05;
63,94;1;1,0045;-0,0045;2,025E-05;
63,96;1;1,0045;-0,0045;2,025E-05;
63,98;1;1,0045;-0,0045;2,025E-05;
64;1;1,0045;-0,0045;2,025E-05;
64,02;1;1,0045;-0,0045;2,025E-05;
64,04;1;1,0045;-0,0045;2,025E-05;
64,06;1;1,0045;-0,0045;2,025E-05;
64,08;1;1,0045;-0,0045;2,025E-05;
64,1;1;1,0045;-0,0045;2,025E-05;
64,12;1;1,0045;-0,0045;2,025E-05;
64,14;1;1,0045;-0,0045;2,025E-05;
64,16;1;1,0045;-0,0045;2,025E-05;
64,18;1;1,0045;-0,0045;2,025E-05;
64,2;1;1,0045;-0,0045;2,025E-05;
64,22;1;1,0045;-0,0045;2,025E-05;
64,24;1;1,0045;-0,0045;2,025E-05;
64,26;1;1,0045;-0,0045;2,025E-05;
64,28;1;1,0045;-0,0045;2,025E-05;
64,3;1;1,0045;-0,0045;2,025E-05;
64,32;1;1,0045;-0,0045;2,025E-05;
64,34;1;1,0045;-0,0045;2,025E-05;
64,36;1;1,0045;-0,0045;2,025E-05;
64,38;1;1,0045;-0,0045;2,025E-05;
64,4;1;1,0045;-0,0045;2,025E-05;
64,42;1;1,0045;-0,0045;2,025E-05;
64,44;1;1,0045;-0,0045;2,025E-05;
64,46;1;1,0045;-0,0045;2,025E-05;
64,48;1;1,0045;-0,0045;2,025E-05;
64,5;1;1,0045;-0,0045;2,025E-05;
64,52;1;1,0045;-0,0045;2,025E-05;
64,54;1;1,0045;-0,0045;2,025E-05;
64,56;1;1,0045;-0,0045;2,025E-05;
64,58;1;1,0045;-0,0045;2,025E-05;
64,6;1;1,0045;-0,0045;2,025E-05;
64,62;1;1,0045;-0,0045;2,025E-05;
64,64;1;1,0045;-0,0045;2,025E-05;
64,66;1;1,0045;-0,0045;2,025E-05;
64,68;1;1,0045;-0,0045;2,025E-05;
64,7;1;1,0045;-0,0045;2,025E-05;
64,72;1;1,0045;-0,0045;2,025E-05;
64,74;1;1,0045;-0,0045;2,025E-05;
64,76;1;1,0045;-0,0045;2,025E-05;
64,78;1;1,0045;-0,0045;2,025E-05;
64,8;1;1,0045;-0,0045;2,025E-05;
64,82;1;1,0045;-0,0045;2,025E-05;
64,84;1;1,0045;-0,0045;2,025E-05;
64,86;1;1,0045;-0,0045;2,025E-05;
64,88;1;1,0045;-0,0045;2,025E-05;
64,9;1;1,0045;-0,0045;2,025E-05;
64,92;1;1,0045;-0,0045;2,025E-05;
64,94;1;1,0045;-0,0045;2,025E-05;
64,96;1;1,0045;-0,0045;2,025E-05;
64,98;1;1,0045;-0,0045;2,025E-05;
65;1;1,0045;-0,0045;2,025E-05;
65,02;1;1,0045;-0,0045;2,025E-05;
65,04;1;1,0045;-0,0045;2,025E-05;
65,06;1;1,0045;-0,0045;2,025E-05;
65,08;1;1,0045;-0,0045;2,025E-05;
65,1;1;1,0045;-0,0045;2,025E-05;
65,12;1;1,0045;-0,0045;2,025E-05;
65,14;1;1,0045;-0,0045;2,025E-05;
65,16;1;1,0045;-0,0045;2,025E-05;
65,18;1;1,0045;-0,0045;2,025E-05;
65,2;1;1,0045;-0,0045;2,025E-05;
65,22;1;1,0045;-0,0045;2,025E-05;
65,24;1;1,0045;-0,0045;2,025E-05;
65,26;1;1,0045;-0,0045;2,025E-05;
65,28;1;1,0045;-0,0045;2,025E-05;
65,3;1;1,0045;-0,0045;2,025E-05;
65,32;1;1,0045;-0,0045;2,025E-05;
65,34;1;1,0045;-0,0045;2,025E-05;
65,36;1;1,0045;-0,0045;2,025E-05;
65,38;1;1,0045;-0,0045;2,025E-05;
65,4;1;1,0045;-0,0045;2,025E-05;
65,42;1;1,0045;-0,0045;2,025E-05;
65,44;1;1,0045;-0,0045;2,025E-05;
65,46;1;1,0045;-0,0045;2,025E-05;
65,48;1;1,0045;-0,0045;2,025E-05;
65,5;1;1,0045;-0,0045;2,025E-05;
65,52;1;1,0045;-0,0045;2,025E-05;
65,54;1;1,0045;-0,0045;2,025E-05;
65,56;1;1,0045;-0,0045;2,025E-05;
65,58;1;1,0045;-0,0045;2,025E-05;
65,6;1;1,0045;-0,0045;2,025E-05;
65,62;1;1,0045;-0,0045;2,025E-05;
65,64;1;1,0045;-0,0045;2,025E-05;
65,66;1;1,0045;-0,0045;2,025E-05;
65,68;1;1,0045;-0,0045;2,025E-05;
65,7;1;1,0045;-0,0045;2,025E-05;
65,72;1;1,0045;-0,0045;2,025E-05;
65,74;1;1,0045;-0,0045;2,025E-05;
65,76;1;1,0045;-0,0045;2,025E-05;
65,78;1;1,0045;-0,0045;2,025E-05;
65,8;1;1,0045;-0,0045;2,025E-05;
65,82;1;1,0045;-0,0045;2,025E-05;
65,84;1;1,0045;-0,0045;2,025E-05;
65,86;1;1,0045;-0,0045;2,025E-05;
65,88;1;1,0045;-0,0045;2,025E-05;
65,9;1;1,0045;-0,0045;2,025E-05;
65,92;1;1,0045;-0,0045;2,025E-05;
65,94;1;1,0045;-0,0045;2,025E-05;
65,96;1;1,0045;-0,0045;2,025E-05;
65,98;1;1,0045;-0,0045;2,025E-05;
66;1;1,0045;-0,0045;2,025E-05;
66,02;1;1,0045;-0,0045;2,025E-05;
66,04;1;1,0045;-0,0045;2,025E-05;
66,06;1;1,0045;-0,0045;2,025E-05;
66,08;1;1,0045;-0,0045;2,025E-05;
66,1;1;1,0045;-0,0045;2,025E-05;
66,12;1;1,0045;-0,0045;2,025E-05;
66,14;1;1,0045;-0,0045;2,025E-05;
66,16;1;1,0045;-0,0045;2,025E-05;
66,18;1;1,0045;-0,0045;2,025E-05;
66,2;1;1,0045;-0,0045;2,025E-05;
66,22;1;1,0045;-0,0045;2,025E-05;
66,24;1;1,0045;-0,0045;2,025E-05;
66,26;1;1,0045;-0,0045;2,025E-05;
66,28;1;1,0045;-0,0045;2,025E-05;
66,3;1;1,0045;-0,0045;2,025E-05;
66,32;1;1,0045;-0,0045;2,025E-05;
66,34;1;1,0045;-0,0045;2,025E-05;
66,36;1;1,0045;-0,0045;2,025E-05;
66,38;1;1,0045;-0,0045;2,025E-05;
66,4;1;1,0045;-0,0045;2,025E-05;
66,42;1;1,0045;-0,0045;2,025E-05;
66,44;1;1,0045;-0,0045;2,025E-05;
66,46;1;1,0045;-0,0045;2,025E-05;
66,48;1;1,0045;-0,0045;2,025E-05;
66,5;1;1,0045;-0,0045;2,025E-05;
66,52;1;1,0045;-0,0045;2,025E-05;
66,54;1;1,0045;-0,0045;2,025E-05;
66,56;1;1,0045;-0,0045;2,025E-05;
66,58;1;1,0045;-0,0045;2,025E-05;
66,6;1;1,0045;-0,0045;2,025E-05;
66,62;1;1,0045;-0,0045;2,025E-05;
66,64;1;1,0045;-0,0045;2,025E-05;
66,66;1;1,0045;-0,0045;2,025E-05;
66,68;1;1,0045;-0,0045;2,025E-05;
66,7;1;1,0045;-0,0045;2,025E-05;
66,72;1;1,0045;-0,0045;2,025E-05;
66,74;1;1,0045;-0,0045;2,025E-05;
66,76;1;1,0045;-0,0045;2,025E-05;
66,78;1;1,0045;-0,0045;2,025E-05;
66,8;1;1,0045;-0,0045;2,025E-05;
66,82;1;1,0045;-0,0045;2,025E-05;
66,84;1;1,0045;-0,0045;2,025E-05;
66,86;1;1,0045;-0,0045;2,025E-05;
66,88;1;1,0045;-0,0045;2,025E-05;
66,9;1;1,0045;-0,0045;2,025E-05;
66,92;1;1,0045;-0,0045;2,025E-05;
66,94;1;1,0045;-0,0045;2,025E-05;
66,96;1;1,0045;-0,0045;2,025E-05;
66,98;1;1,0045;-0,0045;2,025E-05;
67;1;1,0045;-0,0045;2,025E-05;
67,02;1;1,0045;-0,0045;2,025E-05;
67,04;1;1,0045;-0,0045;2,025E-05;
67,06;1;1,0045;-0,0045;2,025E-05;
67,08;1;1,0045;-0,0045;2,025E-05;
67,1;1;1,0045;-0,0045;2,025E-05;
67,12;1;1,0045;-0,0045;2,025E-05;
67,14;1;1,0045;-0,0045;2,025E-05;
67,16;1;1,0045;-0,0045;2,025E-05;
67,18;1;1,0045;-0,0045;2,025E-05;
67,2;1;1,0045;-0,0045;2,025E-05;
67,22;1;1,0045;-0,0045;2,025E-05;
67,24;1;1,0045;-0,0045;2,025E-05;
67,26;1;1,0045;-0,0045;2,025E-05;
67,28;1;1,0045;-0,0045;2,025E-05;
67,3;1;1,0045;-0,0045;2,025E-05;
67,32;1;1,0045;-0,0045;2,025E-05;
67,34;1;1,0045;-0,0045;2,025E-05;
67,36;1;1,0045;-0,0045;2,025E-05;
67,38;1;1,0045;-0,0045;2,025E-05;
67,4;1;1,0045;-0,0045;2,025E-05;
67,42;1;1,0045;-0,0045;2,025E-05;
67,44;1;1,0045;-0,0045;2,025E-05;
67,46;1;1,0045;-0,0045;2,025E-05;
67,48;1;1,0045;-0,0045;2,025E-05;
67,5;1;1,0045;-0,0045;2,025E-05;
67,52;1;1,0045;-0,0045;2,025E-05;
67,54;1;1,0045;-0,0045;2,025E-05;
67,56;1;1,0045;-0,0045;2,025E-05;
67,58;1;1,0045;-0,0045;2,025E-05;
67,6;1;1,0045;-0,0045;2,025E-05;
67,62;1;1,0045;-0,0045;2,025E-05;
67,64;1;1,0045;-0,0045;2,025E-05;
67,66;1;1,0045;-0,0045;2,025E-05;
67,68;1;1,0045;-0,0045;2,025E-05;
67,7;1;1,0045;-0,0045;2,025E-05;
67,72;1;1,0045;-0,0045;2,025E-05;
67,74;1;1,0045;-0,0045;2,025E-05;
67,76;1;1,0045;-0,0045;2,025E-05;
67,78;1;1,0045;-0,0045;2,025E-05;
67,8;1;1,0045;-0,0045;2,025E-05;
67,82;1;1,0045;-0,0045;2,025E-05;
67,84;1;1,0045;-0,0045;2,025E-05;
67,86;1;1,0045;-0,0045;2,025E-05;
67,88;1;1,0045;-0,0045;2,025E-05;
67,9;1;1,0045;-0,0045;2,025E-05;
67,92;1;1,0045;-0,0045;2,025E-05;
67,94;1;1,0045;-0,0045;2,025E-05;
67,96;1;1,0045;-0,0045;2,025E-05;
67,98;1;1,0045;-0,0045;2,025E-05;
68;1;1,0045;-0,0045;2,025E-05;
68,02;1;1,0045;-0,0045;2,025E-05;
68,04;1;1,0045;-0,0045;2,025E-05;
68,06;1;1,0045;-0,0045;2,025E-05;
68,08;1;1,0045;-0,0045;2,025E-05;
68,1;1;1,0045;-0,0045;2,025E-05;
68,12;1;1,0045;-0,0045;2,025E-05;
68,14;1;1,0045;-0,0045;2,025E-05;
68,16;1;1,0045;-0,0045;2,025E-05;
68,18;1;1,0045;-0,0045;2,025E-05;
68,2;1;1,0045;-0,0045;2,025E-05;
68,22;1;1,0045;-0,0045;2,025E-05;
68,24;1;1,0045;-0,0045;2,025E-05;
68,26;1;1,0045;-0,0045;2,025E-05;
68,28;1;1,0045;-0,0045;2,025E-05;
68,3;1;1,0045;-0,0045;2,025E-05;
68,32;1;1,0045;-0,0045;2,025E-05;
68,34;1;1,0045;-0,0045;2,025E-05;
68,36;1;1,0045;-0,0045;2,025E-05;
68,38;1;1,0045;-0,0045;2,025E-05;
68,4;1;1,0045;-0,0045;2,025E-05;
68,42;1;1,0045;-0,0045;2,025E-05;
68,44;1;1,0045;-0,0045;2,025E-05;
68,46;1;1,0045;-0,0045;2,025E-05;
68,48;1;1,0045;-0,0045;2,025E-05;
68,5;1;1,0045;-0,0045;2,025E-05;
68,52;1;1,0045;-0,0045;2,025E-05;
68,54;1;1,0045;-0,0045;2,025E-05;
68,56;1;1,0045;-0,0045;2,025E-05;
68,58;1;1,0045;-0,0045;2,025E-05;
68,6;1;1,0045;-0,0045;2,025E-05;
68,62;1;1,0045;-0,0045;2,025E-05;
68,64;1;1,0045;-0,0045;2,025E-05;
68,66;1;1,0045;-0,0045;2,025E-05;
68,68;1;1,0045;-0,0045;2,025E-05;
68,7;1;1,0045;-0,0045;2,025E-05;
68,72;1;1,0045;-0,0045;2,025E-05;
68,74;1;1,0045;-0,0045;2,025E-05;
68,76;1;1,0045;-0,0045;2,025E-05;
68,78;1;1,0045;-0,0045;2,025E-05;
68,8;1;1,0045;-0,0045;2,025E-05;
68,82;1;1,0045;-0,0045;2,025E-05;
68,84;1;1,0045;-0,0045;2,025E-05;
68,86;1;1,0045;-0,0045;2,025E-05;
68,88;1;1,0045;-0,0045;2,025E-05;
68,9;1;1,0045;-0,0045;2,025E-05;
68,92;1;1,0045;-0,0045;2,025E-05;
68,94;1;1,0045;-0,0045;2,025E-05;
68,96;1;1,0045;-0,0045;2,025E-05;
68,98;1;1,0045;-0,0045;2,025E-05;
69;1;1,0045;-0,0045;2,025E-05;
69,02;1;1,0045;-0,0045;2,025E-05;
69,04;1;1,0045;-0,0045;2,025E-05;
69,06;1;1,0045;-0,0045;2,025E-05;
69,08;1;1,0045;-0,0045;2,025E-05;
69,1;1;1,0045;-0,0045;2,025E-05;
69,12;1;1,0045;-0,0045;2,025E-05;
69,14;1;1,0045;-0,0045;2,025E-05;
69,16;1;1,0045;-0,0045;2,025E-05;
69,18;1;1,0045;-0,0045;2,025E-05;
69,2;1;1,0045;-0,0045;2,025E-05;
69,22;1;1,0045;-0,0045;2,025E-05;
69,24;1;1,0045;-0,0045;2,025E-05;
69,26;1;1,0045;-0,0045;2,025E-05;
69,28;1;1,0045;-0,0045;2,025E-05;
69,3;1;1,0045;-0,0045;2,025E-05;
69,32;1;1,0045;-0,0045;2,025E-05;
69,34;1;1,0045;-0,0045;2,025E-05;
69,36;1;1,0045;-0,0045;2,025E-05;
69,38;1;1,0045;-0,0045;2,025E-05;
69,4;1;1,0045;-0,0045;2,025E-05;
69,42;1;1,0045;-0,0045;2,025E-05;
69,44;1;1,0045;-0,0045;2,025E-05;
69,46;1;1,0045;-0,0045;2,025E-05;
69,48;1;1,0045;-0,0045;2,025E-05;
69,5;1;1,0045;-0,0045;2,025E-05;
69,52;1;1,0045;-0,0045;2,025E-05;
69,54;1;1,0045;-0,0045;2,025E-05;
69,56;1;1,0045;-0,0045;2,025E-05;
69,58;1;1,0045;-0,0045;2,025E-05;
69,6;1;1,0045;-0,0045;2,025E-05;
69,62;1;1,0045;-0,0045;2,025E-05;
69,64;1;1,0045;-0,0045;2,025E-05;
69,66;1;1,0045;-0,0045;2,025E-05;
69,68;1;1,0045;-0,0045;2,025E-05;
69,7;1;1,0045;-0,0045;2,025E-05;
69,72;1;1,0045;-0,0045;2,025E-05;
69,74;1;1,0045;-0,0045;2,025E-05;
69,76;1;1,0045;-0,0045;2,025E-05;
69,78;1;1,0045;-0,0045;2,025E-05;
69,8;1;1,0045;-0,0045;2,025E-05;
69,82;1;1,0045;-0,0045;2,025E-05;
69,84;1;1,0045;-0,0045;2,025E-05;
69,86;1;1,0045;-0,0045;2,025E-05;
69,88;1;1,0045;-0,0045;2,025E-05;
69,9;1;1,0045;-0,0045;2,025E-05;
69,92;1;1,0045;-0,0045;2,025E-05;
69,94;1;1,0045;-0,0045;2,025E-05;
69,96;1;1,0045;-0,0045;2,025E-05;
69,98;1;1,0045;-0,0045;2,025E-05;
70;1;1,0045;-0,0045;2,025E-05;
70,02;1;1,0045;-0,0045;2,025E-05;
70,04;1;1,0045;-0,0045;2,025E-05;
70,06;1;1,0045;-0,0045;2,025E-05;
70,08;1;1,0045;-0,0045;2,025E-05;
70,1;1;1,0045;-0,0045;2,025E-05;
70,12;1;1,0045;-0,0045;2,025E-05;
70,14;1;1,0045;-0,0045;2,025E-05;
70,16;1;1,0045;-0,0045;2,025E-05;
70,18;1;1,0045;-0,0045;2,025E-05;
70,2;1;1,0045;-0,0045;2,025E-05;
70,22;1;1,0045;-0,0045;2,025E-05;
70,24;1;1,0045;-0,0045;2,025E-05;
70,26;1;1,0045;-0,0045;2,025E-05;
70,28;1;1,0045;-0,0045;2,025E-05;
70,3;1;1,0045;-0,0045;2,025E-05;
70,32;1;1,0045;-0,0045;2,025E-05;
70,34;1;1,0045;-0,0045;2,025E-05;
70,36;1;1,0045;-0,0045;2,025E-05;
70,38;1;1,0045;-0,0045;2,025E-05;
70,4;1;1,0045;-0,0045;2,025E-05;
70,42;1;1,0045;-0,0045;2,025E-05;
70,44;1;1,0045;-0,0045;2,025E-05;
70,46;1;1,0045;-0,0045;2,025E-05;
70,48;1;1,0045;-0,0045;2,025E-05;
70,5;1;1,0045;-0,0045;2,025E-05;
70,52;1;1,0045;-0,0045;2,025E-05;
70,54;1;1,0045;-0,0045;2,025E-05;
70,56;1;1,0045;-0,0045;2,025E-05;
70,58;1;1,0045;-0,0045;2,025E-05;
70,6;1;1,0045;-0,0045;2,025E-05;
70,62;1;1,0045;-0,0045;2,025E-05;
70,64;1;1,0045;-0,0045;2,025E-05;
70,66;1;1,0045;-0,0045;2,025E-05;
70,68;1;1,0045;-0,0045;2,025E-05;
70,7;1;1,0045;-0,0045;2,025E-05;
70,72;1;1,0045;-0,0045;2,025E-05;
70,74;1;1,0045;-0,0045;2,025E-05;
70,76;1;1,0045;-0,0045;2,025E-05;
70,78;1;1,0045;-0,0045;2,025E-05;
70,8;1;1,0045;-0,0045;2,025E-05;
70,82;1;1,0045;-0,0045;2,025E-05;
70,84;1;1,0045;-0,0045;2,025E-05;
70,86;1;1,0045;-0,0045;2,025E-05;
70,88;1;1,0045;-0,0045;2,025E-05;
70,9;1;1,0045;-0,0045;2,025E-05;
70,92;1;1,0045;-0,0045;2,025E-05;
70,94;1;1,0045;-0,0045;2,025E-05;
70,96;1;1,0045;-0,0045;2,025E-05;
70,98;1;1,0045;-0,0045;2,025E-05;
71;1;1,0045;-0,0045;2,025E-05;
71,02;1;1,0045;-0,0045;2,025E-05;
71,04;1;1,0045;-0,0045;2,025E-05;
71,06;1;1,0045;-0,0045;2,025E-05;
71,08;1;1,0045;-0,0045;2,025E-05;
71,1;1;1,0045;-0,0045;2,025E-05;
71,12;1;1,0045;-0,0045;2,025E-05;
71,14;1;1,0045;-0,0045;2,025E-05;
71,16;1;1,0045;-0,0045;2,025E-05;
71,18;1;1,0045;-0,0045;2,025E-05;
71,2;1;1,0045;-0,0045;2,025E-05;
71,22;1;1,0045;-0,0045;2,025E-05;
71,24;1;1,0045;-0,0045;2,025E-05;
71,26;1;1,0045;-0,0045;2,025E-05;
71,28;1;1,0045;-0,0045;2,025E-05;
71,3;1;1,0045;-0,0045;2,025E-05;
71,32;1;1,0045;-0,0045;2,025E-05;
71,34;1;1,0045;-0,0045;2,025E-05;
71,36;1;1,0045;-0,0045;2,025E-05;
71,38;1;1,0045;-0,0045;2,025E-05;
71,4;1;1,0045;-0,0045;2,025E-05;
71,42;1;1,0045;-0,0045;2,025E-05;
71,44;1;1,0045;-0,0045;2,025E-05;
71,46;1;1,0045;-0,0045;2,025E-05;
71,48;1;1,0045;-0,0045;2,025E-05;
71,5;1;1,0045;-0,0045;2,025E-05;
71,52;1;1,0045;-0,0045;2,025E-05;
71,54;1;1,0045;-0,0045;2,025E-05;
71,56;1;1,0045;-0,0045;2,025E-05;
71,58;1;1,0045;-0,0045;2,025E-05;
71,6;1;1,0045;-0,0045;2,025E-05;
71,62;1;1,0045;-0,0045;2,025E-05;
71,64;1;1,0045;-0,0045;2,025E-05;
