time;vel_PID;vel_RNA;A = vel_PID - vel_RNA;A²;
26,24;1;1,0045;-0,0045;2,025E-05;
26,26;1;1,0045;-0,0045;2,025E-05;
26,28;1;1,0045;-0,0045;2,025E-05;
26,3;1;1,0045;-0,0045;2,025E-05;
26,32;1;1,0045;-0,0045;2,025E-05;
26,34;1;1,0045;-0,0045;2,025E-05;
26,36;1;1,0045;-0,0045;2,025E-05;
26,38;1;1,0045;-0,0045;2,025E-05;
26,4;1;1,0045;-0,0045;2,025E-05;
26,42;1;1,0045;-0,0045;2,025E-05;
26,44;1;1,0045;-0,0045;2,025E-05;
26,46;1;1,0045;-0,0045;2,025E-05;
26,48;1;1,0045;-0,0045;2,025E-05;
26,5;1;1,0045;-0,0045;2,025E-05;
26,52;1;1,0045;-0,0045;2,025E-05;
26,54;1;1,0045;-0,0045;2,025E-05;
26,56;1;1,0045;-0,0045;2,025E-05;
26,58;1;1,0045;-0,0045;2,025E-05;
26,6;1;1,0045;-0,0045;2,025E-05;
26,62;1;1,0045;-0,0045;2,025E-05;
26,64;1;1,0045;-0,0045;2,025E-05;
26,66;1;1,0045;-0,0045;2,025E-05;
26,68;1;1,0045;-0,0045;2,025E-05;
26,7;1;1,0045;-0,0045;2,025E-05;
26,72;1;1,0045;-0,0045;2,025E-05;
26,74;1;1,0045;-0,0045;2,025E-05;
26,76;1;1,0045;-0,0045;2,025E-05;
26,78;1;1,0045;-0,0045;2,025E-05;
26,8;1;1,0045;-0,0045;2,025E-05;
26,82;1;1,0045;-0,0045;2,025E-05;
26,84;1;1,0045;-0,0045;2,025E-05;
26,86;1;1,0045;-0,0045;2,025E-05;
26,88;1;1,0045;-0,0045;2,025E-05;
26,9;1;1,0045;-0,0045;2,025E-05;
26,92;1;1,0045;-0,0045;2,025E-05;
26,94;1;1,0045;-0,0045;2,025E-05;
26,96;1;1,0045;-0,0045;2,025E-05;
26,98;1;1,0045;-0,0045;2,025E-05;
27;1;1,0045;-0,0045;2,025E-05;
27,02;1;1,0045;-0,0045;2,025E-05;
27,04;1;1,0045;-0,0045;2,025E-05;
27,06;1;1,0045;-0,0045;2,025E-05;
27,08;1;1,0045;-0,0045;2,025E-05;
27,1;1;1,0045;-0,0045;2,025E-05;
27,12;1;1,0045;-0,0045;2,025E-05;
27,14;1;1,0045;-0,0045;2,025E-05;
27,16;1;1,0045;-0,0045;2,025E-05;
27,18;1;1,0045;-0,0045;2,025E-05;
27,2;1;1,0045;-0,0045;2,025E-05;
27,22;1;1,0045;-0,0045;2,025E-05;
27,24;1;1,0045;-0,0045;2,025E-05;
27,26;1;1,0045;-0,0045;2,025E-05;
27,28;1;1,0045;-0,0045;2,025E-05;
27,3;1;1,0045;-0,0045;2,025E-05;
27,32;1;1,0045;-0,0045;2,025E-05;
27,34;1;1,0045;-0,0045;2,025E-05;
27,36;1;1,0045;-0,0045;2,025E-05;
27,38;1;1,0045;-0,0045;2,025E-05;
27,4;1;1,0045;-0,0045;2,025E-05;
27,42;1;1,0045;-0,0045;2,025E-05;
27,44;1;1,0045;-0,0045;2,025E-05;
27,46;1;1,0045;-0,0045;2,025E-05;
27,48;1;1,0045;-0,0045;2,025E-05;
27,5;1;1,0045;-0,0045;2,025E-05;
27,52;1;1,0045;-0,0045;2,025E-05;
27,54;1;1,0045;-0,0045;2,025E-05;
27,56;1;1,0045;-0,0045;2,025E-05;
27,58;1;1,0045;-0,0045;2,025E-05;
27,6;1;1,0045;-0,0045;2,025E-05;
27,62;1;1,0045;-0,0045;2,025E-05;
27,64;1;1,0045;-0,0045;2,025E-05;
27,66;1;1,0045;-0,0045;2,025E-05;
27,68;1;1,0045;-0,0045;2,025E-05;
27,7;1;1,0045;-0,0045;2,025E-05;
27,72;1;1,0045;-0,0045;2,025E-05;
27,74;1;1,0045;-0,0045;2,025E-05;
27,76;1;1,0045;-0,0045;2,025E-05;
27,78;1;1,0045;-0,0045;2,025E-05;
27,8;1;1,0045;-0,0045;2,025E-05;
27,82;1;1,0045;-0,0045;2,025E-05;
27,84;1;1,0045;-0,0045;2,025E-05;
27,86;1;1,0045;-0,0045;2,025E-05;
27,88;1;1,0045;-0,0045;2,025E-05;
27,9;1;1,0045;-0,0045;2,025E-05;
27,92;1;1,0045;-0,0045;2,025E-05;
27,94;1;1,0045;-0,0045;2,025E-05;
27,96;1;1,0045;-0,0045;2,025E-05;
27,98;1;1,0045;-0,0045;2,025E-05;
28;1;1,0045;-0,0045;2,025E-05;
28,02;1;1,0045;-0,0045;2,025E-05;
28,04;1;1,0045;-0,0045;2,025E-05;
28,06;1;1,0045;-0,0045;2,025E-05;
28,08;1;1,0045;-0,0045;2,025E-05;
28,1;1;1,0045;-0,0045;2,025E-05;
28,12;1;1,0045;-0,0045;2,025E-05;
28,14;1;1,0045;-0,0045;2,025E-05;
28,16;1;1,0045;-0,0045;2,025E-05;
28,18;1;1,0045;-0,0045;2,025E-05;
28,2;1;1,0045;-0,0045;2,025E-05;
28,22;1;1,0045;-0,0045;2,025E-05;
28,24;1;1,0045;-0,0045;2,025E-05;
28,26;1;1,0045;-0,0045;2,025E-05;
28,28;1;1,0045;-0,0045;2,025E-05;
28,3;1;1,0045;-0,0045;2,025E-05;
28,32;1;1,0045;-0,0045;2,025E-05;
28,34;1;1,0045;-0,0045;2,025E-05;
28,36;1;1,0045;-0,0045;2,025E-05;
28,38;1;1,0045;-0,0045;2,025E-05;
28,4;1;1,0045;-0,0045;2,025E-05;
28,42;1;1,0045;-0,0045;2,025E-05;
28,44;1;1,0045;-0,0045;2,025E-05;
28,46;1;1,0045;-0,0045;2,025E-05;
28,48;1;1,0045;-0,0045;2,025E-05;
28,5;1;1,0045;-0,0045;2,025E-05;
28,52;1;1,0045;-0,0045;2,025E-05;
28,54;1;1,0045;-0,0045;2,025E-05;
28,56;1;1,0045;-0,0045;2,025E-05;
28,58;1;1,0045;-0,0045;2,025E-05;
28,6;1;1,0045;-0,0045;2,025E-05;
28,62;1;1,0045;-0,0045;2,025E-05;
28,64;1;1,0045;-0,0045;2,025E-05;
28,66;1;1,0045;-0,0045;2,025E-05;
28,68;1;1,0045;-0,0045;2,025E-05;
28,7;1;1,0045;-0,0045;2,025E-05;
28,72;1;1,0045;-0,0045;2,025E-05;
28,74;1;1,0045;-0,0045;2,025E-05;
28,76;1;1,0045;-0,0045;2,025E-05;
28,78;1;1,0045;-0,0045;2,025E-05;
28,8;1;1,0045;-0,0045;2,025E-05;
28,82;1;1,0045;-0,0045;2,025E-05;
28,84;1;1,0045;-0,0045;2,025E-05;
28,86;1;1,0045;-0,0045;2,025E-05;
28,88;1;1,0045;-0,0045;2,025E-05;
28,9;1;1,0045;-0,0045;2,025E-05;
28,92;1;1,0045;-0,0045;2,025E-05;
28,94;1;1,0045;-0,0045;2,025E-05;
28,96;1;1,0045;-0,0045;2,025E-05;
28,98;1;1,0045;-0,0045;2,025E-05;
29;1;1,0045;-0,0045;2,025E-05;
29,02;1;1,0045;-0,0045;2,025E-05;
29,04;1;1,0045;-0,0045;2,025E-05;
29,06;1;1,0045;-0,0045;2,025E-05;
29,08;1;1,0045;-0,0045;2,025E-05;
29,1;1;1,0045;-0,0045;2,025E-05;
29,12;1;1,0045;-0,0045;2,025E-05;
29,14;1;1,0045;-0,0045;2,025E-05;
29,16;1;1,0045;-0,0045;2,025E-05;
29,18;1;1,0045;-0,0045;2,025E-05;
29,2;1;1,0045;-0,0045;2,025E-05;
29,22;1;1,0045;-0,0045;2,025E-05;
29,24;1;1,0045;-0,0045;2,025E-05;
29,26;1;1,0045;-0,0045;2,025E-05;
29,28;1;1,0045;-0,0045;2,025E-05;
29,3;1;1,0045;-0,0045;2,025E-05;
29,32;1;1,0045;-0,0045;2,025E-05;
29,34;1;1,0045;-0,0045;2,025E-05;
29,36;1;1,0045;-0,0045;2,025E-05;
29,38;1;1,0045;-0,0045;2,025E-05;
29,4;1;1,0045;-0,0045;2,025E-05;
29,42;1;1,0045;-0,0045;2,025E-05;
29,44;1;1,0045;-0,0045;2,025E-05;
29,46;1;1,0045;-0,0045;2,025E-05;
29,48;1;1,0045;-0,0045;2,025E-05;
29,5;1;1,0045;-0,0045;2,025E-05;
29,52;1;1,0045;-0,0045;2,025E-05;
29,54;1;1,0045;-0,0045;2,025E-05;
29,56;1;1,0045;-0,0045;2,025E-05;
29,58;1;1,0045;-0,0045;2,025E-05;
29,6;1;1,0045;-0,0045;2,025E-05;
29,62;1;1,0045;-0,0045;2,025E-05;
29,64;1;1,0045;-0,0045;2,025E-05;
29,66;1;1,0045;-0,0045;2,025E-05;
29,68;1;1,0045;-0,0045;2,025E-05;
29,7;1;1,0045;-0,0045;2,025E-05;
29,72;1;1,0045;-0,0045;2,025E-05;
29,74;1;1,0045;-0,0045;2,025E-05;
29,76;1;1,0045;-0,0045;2,025E-05;
29,78;1;1,0045;-0,0045;2,025E-05;
29,8;1;1,0045;-0,0045;2,025E-05;
29,82;1;1,0045;-0,0045;2,025E-05;
29,84;1;1,0045;-0,0045;2,025E-05;
29,86;1;1,0045;-0,0045;2,025E-05;
29,88;1;1,0045;-0,0045;2,025E-05;
29,9;1;1,0045;-0,0045;2,025E-05;
29,92;1;1,0045;-0,0045;2,025E-05;
29,94;1;1,0045;-0,0045;2,025E-05;
29,96;1;1,0045;-0,0045;2,025E-05;
29,98;1;1,0045;-0,0045;2,025E-05;
30;1;1,0045;-0,0045;2,025E-05;
30,02;1;1,0045;-0,0045;2,025E-05;
30,04;1;1,0045;-0,0045;2,025E-05;
30,06;1;1,0045;-0,0045;2,025E-05;
30,08;1;1,0045;-0,0045;2,025E-05;
30,1;1;1,0045;-0,0045;2,025E-05;
30,12;1;1,0045;-0,0045;2,025E-05;
30,14;1;1,0045;-0,0045;2,025E-05;
30,16;1;1,0045;-0,0045;2,025E-05;
30,18;1;1,0045;-0,0045;2,025E-05;
30,2;1;1,0045;-0,0045;2,025E-05;
30,22;1;1,0045;-0,0045;2,025E-05;
30,24;1;1,0045;-0,0045;2,025E-05;
30,26;1;1,0045;-0,0045;2,025E-05;
30,28;1;1,0045;-0,0045;2,025E-05;
30,3;1;1,0045;-0,0045;2,025E-05;
30,32;1;1,0045;-0,0045;2,025E-05;
30,34;1;1,0045;-0,0045;2,025E-05;
30,36;1;1,0045;-0,0045;2,025E-05;
30,38;1;1,0045;-0,0045;2,025E-05;
30,4;1;1,0045;-0,0045;2,025E-05;
30,42;1;1,0045;-0,0045;2,025E-05;
30,44;1;1,0045;-0,0045;2,025E-05;
30,46;1;1,0045;-0,0045;2,025E-05;
30,48;1;1,0045;-0,0045;2,025E-05;
30,5;1;1,0045;-0,0045;2,025E-05;
30,52;1;1,0045;-0,0045;2,025E-05;
30,54;1;1,0045;-0,0045;2,025E-05;
30,56;1;1,0045;-0,0045;2,025E-05;
30,58;1;1,0045;-0,0045;2,025E-05;
30,6;1;1,0045;-0,0045;2,025E-05;
30,62;1;1,0045;-0,0045;2,025E-05;
30,64;1;1,0045;-0,0045;2,025E-05;
30,66;1;1,0045;-0,0045;2,025E-05;
30,68;1;1,0045;-0,0045;2,025E-05;
30,7;1;1,0045;-0,0045;2,025E-05;
30,72;1;1,0045;-0,0045;2,025E-05;
30,74;1;1,0045;-0,0045;2,025E-05;
30,76;1;1,0045;-0,0045;2,025E-05;
30,78;1;1,0045;-0,0045;2,025E-05;
30,8;1;1,0045;-0,0045;2,025E-05;
30,82;1;1,0045;-0,0045;2,025E-05;
30,84;1;1,0045;-0,0045;2,025E-05;
30,86;1;1,0045;-0,0045;2,025E-05;
30,88;1;1,0045;-0,0045;2,025E-05;
30,9;1;1,0045;-0,0045;2,025E-05;
30,92;1;1,0045;-0,0045;2,025E-05;
30,94;1;1,0045;-0,0045;2,025E-05;
30,96;1;1,0045;-0,0045;2,025E-05;
30,98;1;1,0045;-0,0045;2,025E-05;
31;1;1,0045;-0,0045;2,025E-05;
31,02;1;1,0045;-0,0045;2,025E-05;
31,04;1;1,0045;-0,0045;2,025E-05;
31,06;1;1,0045;-0,0045;2,025E-05;
31,08;1;1,0045;-0,0045;2,025E-05;
31,1;1;1,0045;-0,0045;2,025E-05;
31,12;1;1,0045;-0,0045;2,025E-05;
31,14;1;1,0045;-0,0045;2,025E-05;
31,16;1;1,0045;-0,0045;2,025E-05;
31,18;1;1,0045;-0,0045;2,025E-05;
31,2;1;1,0045;-0,0045;2,025E-05;
31,22;1;1,0045;-0,0045;2,025E-05;
31,24;1;1,0045;-0,0045;2,025E-05;
31,26;1;1,0045;-0,0045;2,025E-05;
31,28;1;1,0045;-0,0045;2,025E-05;
31,3;1;1,0045;-0,0045;2,025E-05;
31,32;1;1,0045;-0,0045;2,025E-05;
31,34;1;1,0045;-0,0045;2,025E-05;
31,36;1;1,0045;-0,0045;2,025E-05;
31,38;1;1,0045;-0,0045;2,025E-05;
31,4;1;1,0045;-0,0045;2,025E-05;
31,42;1;1,0045;-0,0045;2,025E-05;
31,44;1;1,0045;-0,0045;2,025E-05;
31,46;1;1,0045;-0,0045;2,025E-05;
31,48;1;1,0045;-0,0045;2,025E-05;
31,5;1;1,0045;-0,0045;2,025E-05;
31,52;1;1,0045;-0,0045;2,025E-05;
31,54;1;1,0045;-0,0045;2,025E-05;
31,56;1;1,0045;-0,0045;2,025E-05;
31,58;1;1,0045;-0,0045;2,025E-05;
31,6;1;1,0045;-0,0045;2,025E-05;
31,62;1;1,0045;-0,0045;2,025E-05;
31,64;1;1,0045;-0,0045;2,025E-05;
31,66;1;1,0045;-0,0045;2,025E-05;
31,68;1;1,0045;-0,0045;2,025E-05;
31,7;1;1,0045;-0,0045;2,025E-05;
31,72;1;1,0045;-0,0045;2,025E-05;
31,74;1;1,0045;-0,0045;2,025E-05;
31,76;1;1,0045;-0,0045;2,025E-05;
31,78;1;1,0045;-0,0045;2,025E-05;
31,8;1;1,0045;-0,0045;2,025E-05;
31,82;1;1,0045;-0,0045;2,025E-05;
31,84;1;1,0045;-0,0045;2,025E-05;
31,86;1;1,0045;-0,0045;2,025E-05;
31,88;1;1,0045;-0,0045;2,025E-05;
31,9;1;1,0045;-0,0045;2,025E-05;
31,92;1;1,0045;-0,0045;2,025E-05;
31,94;1;1,0045;-0,0045;2,025E-05;
31,96;1;1,0045;-0,0045;2,025E-05;
31,98;1;1,0045;-0,0045;2,025E-05;
32;1;1,0045;-0,0045;2,025E-05;
32,02;1;1,0045;-0,0045;2,025E-05;
32,04;1;1,0045;-0,0045;2,025E-05;
32,06;1;1,0045;-0,0045;2,025E-05;
32,08;1;1,0045;-0,0045;2,025E-05;
32,1;1;1,0045;-0,0045;2,025E-05;
32,12;1;1,0045;-0,0045;2,025E-05;
32,14;1;1,0045;-0,0045;2,025E-05;
32,16;1;1,0045;-0,0045;2,025E-05;
32,18;1;1,0045;-0,0045;2,025E-05;
32,2;1;1,0045;-0,0045;2,025E-05;
32,22;1;1,0045;-0,0045;2,025E-05;
32,24;1;1,0045;-0,0045;2,025E-05;
32,26;1;1,0045;-0,0045;2,025E-05;
32,28;1;1,0045;-0,0045;2,025E-05;
32,3;1;1,0045;-0,0045;2,025E-05;
32,32;1;1,0045;-0,0045;2,025E-05;
32,34;1;1,0045;-0,0045;2,025E-05;
32,36;1;1,0045;-0,0045;2,025E-05;
32,38;1;1,0045;-0,0045;2,025E-05;
32,4;1;1,0045;-0,0045;2,025E-05;
32,42;1;1,0045;-0,0045;2,025E-05;
32,44;1;1,0045;-0,0045;2,025E-05;
32,46;1;1,0045;-0,0045;2,025E-05;
32,48;1;1,0045;-0,0045;2,025E-05;
32,5;1;1,0045;-0,0045;2,025E-05;
32,52;1;1,0045;-0,0045;2,025E-05;
32,54;1;1,0045;-0,0045;2,025E-05;
32,56;1;1,0045;-0,0045;2,025E-05;
32,58;1;1,0045;-0,0045;2,025E-05;
32,6;1;1,0045;-0,0045;2,025E-05;
32,62;1;1,0045;-0,0045;2,025E-05;
32,64;1;1,0045;-0,0045;2,025E-05;
32,66;1;1,0045;-0,0045;2,025E-05;
32,68;1;1,0045;-0,0045;2,025E-05;
32,7;1;1,0045;-0,0045;2,025E-05;
32,72;1;1,0045;-0,0045;2,025E-05;
32,74;1;1,0045;-0,0045;2,025E-05;
32,76;1;1,0045;-0,0045;2,025E-05;
32,78;1;1,0045;-0,0045;2,025E-05;
32,8;1;1,0045;-0,0045;2,025E-05;
32,82;1;1,0045;-0,0045;2,025E-05;
32,84;1;1,0045;-0,0045;2,025E-05;
32,86;1;1,0045;-0,0045;2,025E-05;
32,88;1;1,0045;-0,0045;2,025E-05;
32,9;1;1,0045;-0,0045;2,025E-05;
32,92;1;1,0045;-0,0045;2,025E-05;
32,94;1;1,0045;-0,0045;2,025E-05;
32,96;1;1,0045;-0,0045;2,025E-05;
32,98;1;1,0045;-0,0045;2,025E-05;
33;1;1,0045;-0,0045;2,025E-05;
33,02;1;1,0045;-0,0045;2,025E-05;
33,04;1;1,0045;-0,0045;2,025E-05;
33,06;1;1,0045;-0,0045;2,025E-05;
33,08;1;1,0045;-0,0045;2,025E-05;
33,1;1;1,0045;-0,0045;2,025E-05;
33,12;1;1,0045;-0,0045;2,025E-05;
33,14;1;1,0045;-0,0045;2,025E-05;
33,16;1;1,0045;-0,0045;2,025E-05;
33,18;1;1,0045;-0,0045;2,025E-05;
33,2;1;1,0045;-0,0045;2,025E-05;
33,22;1;1,0045;-0,0045;2,025E-05;
33,24;1;1,0045;-0,0045;2,025E-05;
33,26;1;1,0045;-0,0045;2,025E-05;
33,28;1;1,0045;-0,0045;2,025E-05;
33,3;1;1,0045;-0,0045;2,025E-05;
33,32;1;1,0045;-0,0045;2,025E-05;
33,34;1;1,0045;-0,0045;2,025E-05;
33,36;1;1,0045;-0,0045;2,025E-05;
33,38;1;1,0045;-0,0045;2,025E-05;
33,4;1;1,0045;-0,0045;2,025E-05;
33,42;1;1,0045;-0,0045;2,025E-05;
33,44;1;1,0045;-0,0045;2,025E-05;
33,46;1;1,0045;-0,0045;2,025E-05;
33,48;1;1,0045;-0,0045;2,025E-05;
33,5;1;1,0045;-0,0045;2,025E-05;
33,52;1;1,0045;-0,0045;2,025E-05;
33,54;1;1,0045;-0,0045;2,025E-05;
33,56;1;1,0045;-0,0045;2,025E-05;
33,58;1;1,0045;-0,0045;2,025E-05;
33,6;1;1,0045;-0,0045;2,025E-05;
33,62;1;1,0045;-0,0045;2,025E-05;
33,64;1;1,0045;-0,0045;2,025E-05;
33,66;1;1,0045;-0,0045;2,025E-05;
33,68;1;1,0045;-0,0045;2,025E-05;
33,7;1;1,0045;-0,0045;2,025E-05;
33,72;1;1,0045;-0,0045;2,025E-05;
33,74;1;1,0045;-0,0045;2,025E-05;
33,76;1;1,0045;-0,0045;2,025E-05;
33,78;1;1,0045;-0,0045;2,025E-05;
33,8;1;1,0045;-0,0045;2,025E-05;
33,82;1;1,0045;-0,0045;2,025E-05;
33,84;1;1,0045;-0,0045;2,025E-05;
33,86;1;1,0045;-0,0045;2,025E-05;
33,88;1;1,0045;-0,0045;2,025E-05;
33,9;1;1,0045;-0,0045;2,025E-05;
33,92;1;1,0045;-0,0045;2,025E-05;
33,94;1;1,0045;-0,0045;2,025E-05;
33,96;1;1,0045;-0,0045;2,025E-05;
33,98;1;1,0045;-0,0045;2,025E-05;
34;1;1,0045;-0,0045;2,025E-05;
34,02;1;1,0045;-0,0045;2,025E-05;
34,04;1;1,0045;-0,0045;2,025E-05;
34,06;1;1,0045;-0,0045;2,025E-05;
34,08;1;1,0045;-0,0045;2,025E-05;
34,1;1;1,0045;-0,0045;2,025E-05;
34,12;1;1,0045;-0,0045;2,025E-05;
34,14;1;1,0045;-0,0045;2,025E-05;
34,16;1;1,0045;-0,0045;2,025E-05;
34,18;1;1,0045;-0,0045;2,025E-05;
34,2;1;1,0045;-0,0045;2,025E-05;
34,22;1;1,0045;-0,0045;2,025E-05;
34,24;1;1,0045;-0,0045;2,025E-05;
34,26;1;1,0045;-0,0045;2,025E-05;
34,28;1;1,0045;-0,0045;2,025E-05;
34,3;1;1,0045;-0,0045;2,025E-05;
34,32;1;1,0045;-0,0045;2,025E-05;
34,34;1;1,0045;-0,0045;2,025E-05;
34,36;1;1,0045;-0,0045;2,025E-05;
34,38;1;1,0045;-0,0045;2,025E-05;
34,4;1;1,0045;-0,0045;2,025E-05;
34,42;1;1,0045;-0,0045;2,025E-05;
34,44;1;1,0045;-0,0045;2,025E-05;
34,46;1;1,0045;-0,0045;2,025E-05;
34,48;1;1,0045;-0,0045;2,025E-05;
34,5;1;1,0045;-0,0045;2,025E-05;
34,52;1;1,0045;-0,0045;2,025E-05;
34,54;1;1,0045;-0,0045;2,025E-05;
34,56;1;1,0045;-0,0045;2,025E-05;
34,58;1;1,0045;-0,0045;2,025E-05;
34,6;1;1,0045;-0,0045;2,025E-05;
34,62;1;1,0045;-0,0045;2,025E-05;
34,64;1;1,0045;-0,0045;2,025E-05;
34,66;1;1,0045;-0,0045;2,025E-05;
34,68;1;1,0045;-0,0045;2,025E-05;
34,7;1;1,0045;-0,0045;2,025E-05;
34,72;1;1,0045;-0,0045;2,025E-05;
34,74;1;1,0045;-0,0045;2,025E-05;
34,76;1;1,0045;-0,0045;2,025E-05;
34,78;1;1,0045;-0,0045;2,025E-05;
34,8;1;1,0045;-0,0045;2,025E-05;
34,82;1;1,0045;-0,0045;2,025E-05;
34,84;1;1,0045;-0,0045;2,025E-05;
34,86;1;1,0045;-0,0045;2,025E-05;
34,88;1;1,0045;-0,0045;2,025E-05;
34,9;1;1,0045;-0,0045;2,025E-05;
34,92;1;1,0045;-0,0045;2,025E-05;
34,94;1;1,0045;-0,0045;2,025E-05;
34,96;1;1,0045;-0,0045;2,025E-05;
34,98;1;1,0045;-0,0045;2,025E-05;
35;1;1,0045;-0,0045;2,025E-05;
35,02;1;1,0045;-0,0045;2,025E-05;
35,04;1;1,0045;-0,0045;2,025E-05;
35,06;1;1,0045;-0,0045;2,025E-05;
35,08;1;1,0045;-0,0045;2,025E-05;
35,1;1;1,0045;-0,0045;2,025E-05;
35,12;1;1,0045;-0,0045;2,025E-05;
35,14;1;1,0045;-0,0045;2,025E-05;
35,16;1;1,0045;-0,0045;2,025E-05;
35,18;1;1,0045;-0,0045;2,025E-05;
35,2;1;1,0045;-0,0045;2,025E-05;
35,22;1;1,0045;-0,0045;2,025E-05;
35,24;1;1,0045;-0,0045;2,025E-05;
35,26;1;1,0045;-0,0045;2,025E-05;
35,28;1;1,0045;-0,0045;2,025E-05;
35,3;1;1,0045;-0,0045;2,025E-05;
35,32;1;1,0045;-0,0045;2,025E-05;
35,34;1;1,0045;-0,0045;2,025E-05;
35,36;1;1,0045;-0,0045;2,025E-05;
35,38;1;1,0045;-0,0045;2,025E-05;
35,4;1;1,0045;-0,0045;2,025E-05;
35,42;1;1,0045;-0,0045;2,025E-05;
35,44;1;1,0045;-0,0045;2,025E-05;
35,46;1;1,0045;-0,0045;2,025E-05;
35,48;1;1,0045;-0,0045;2,025E-05;
35,5;1;1,0045;-0,0045;2,025E-05;
35,52;1;1,0045;-0,0045;2,025E-05;
35,54;1;1,0045;-0,0045;2,025E-05;
35,56;1;1,0045;-0,0045;2,025E-05;
35,58;1;1,0045;-0,0045;2,025E-05;
35,6;1;1,0045;-0,0045;2,025E-05;
35,62;1;1,0045;-0,0045;2,025E-05;
35,64;1;1,0045;-0,0045;2,025E-05;
35,66;1;1,0045;-0,0045;2,025E-05;
35,68;1;1,0045;-0,0045;2,025E-05;
35,7;1;1,0045;-0,0045;2,025E-05;
35,72;1;1,0045;-0,0045;2,025E-05;
35,74;1;1,0045;-0,0045;2,025E-05;
35,76;1;1,0045;-0,0045;2,025E-05;
35,78;1;1,0045;-0,0045;2,025E-05;
35,8;1;1,0045;-0,0045;2,025E-05;
35,82;1;1,0045;-0,0045;2,025E-05;
35,84;1;1,0045;-0,0045;2,025E-05;
35,86;1;1,0045;-0,0045;2,025E-05;
35,88;1;1,0045;-0,0045;2,025E-05;
35,9;1;1,0045;-0,0045;2,025E-05;
35,92;1;1,0045;-0,0045;2,025E-05;
35,94;1;1,0045;-0,0045;2,025E-05;
35,96;1;1,0045;-0,0045;2,025E-05;
35,98;1;1,0045;-0,0045;2,025E-05;
36;1;1,0045;-0,0045;2,025E-05;
36,02;1;1,0045;-0,0045;2,025E-05;
36,04;1;1,0045;-0,0045;2,025E-05;
36,06;1;1,0045;-0,0045;2,025E-05;
36,08;1;1,0045;-0,0045;2,025E-05;
36,1;1;1,0045;-0,0045;2,025E-05;
36,12;1;1,0045;-0,0045;2,025E-05;
36,14;1;1,0045;-0,0045;2,025E-05;
36,16;1;1,0045;-0,0045;2,025E-05;
36,18;1;1,0045;-0,0045;2,025E-05;
36,2;1;1,0045;-0,0045;2,025E-05;
36,22;1;1,0045;-0,0045;2,025E-05;
36,24;1;1,0045;-0,0045;2,025E-05;
36,26;1;1,0045;-0,0045;2,025E-05;
36,28;1;1,0045;-0,0045;2,025E-05;
36,3;1;1,0045;-0,0045;2,025E-05;
36,32;1;1,0045;-0,0045;2,025E-05;
36,34;1;1,0045;-0,0045;2,025E-05;
36,36;1;1,0045;-0,0045;2,025E-05;
36,38;1;1,0045;-0,0045;2,025E-05;
36,4;1;1,0045;-0,0045;2,025E-05;
36,42;1;1,0045;-0,0045;2,025E-05;
36,44;1;1,0045;-0,0045;2,025E-05;
36,46;1;1,0045;-0,0045;2,025E-05;
36,48;1;1,0045;-0,0045;2,025E-05;
36,5;1;1,0045;-0,0045;2,025E-05;
36,52;1;1,0045;-0,0045;2,025E-05;
36,54;1;1,0045;-0,0045;2,025E-05;
36,56;1;1,0045;-0,0045;2,025E-05;
36,58;1;1,0045;-0,0045;2,025E-05;
36,6;1;1,0045;-0,0045;2,025E-05;
36,62;1;1,0045;-0,0045;2,025E-05;
36,64;1;1,0045;-0,0045;2,025E-05;
36,66;1;1,0045;-0,0045;2,025E-05;
36,68;1;1,0045;-0,0045;2,025E-05;
36,7;1;1,0045;-0,0045;2,025E-05;
36,72;1;1,0045;-0,0045;2,025E-05;
36,74;1;1,0045;-0,0045;2,025E-05;
36,76;1;1,0045;-0,0045;2,025E-05;
36,78;1;1,0045;-0,0045;2,025E-05;
36,8;1;1,0045;-0,0045;2,025E-05;
36,82;1;1,0045;-0,0045;2,025E-05;
36,84;1;1,0045;-0,0045;2,025E-05;
36,86;1;1,0045;-0,0045;2,025E-05;
36,88;1;1,0045;-0,0045;2,025E-05;
36,9;1;1,0045;-0,0045;2,025E-05;
36,92;1;1,0045;-0,0045;2,025E-05;
36,94;1;1,0045;-0,0045;2,025E-05;
36,96;1;1,0045;-0,0045;2,025E-05;
36,98;1;1,0045;-0,0045;2,025E-05;
37;1;1,0045;-0,0045;2,025E-05;
37,02;1;1,0045;-0,0045;2,025E-05;
37,04;1;1,0045;-0,0045;2,025E-05;
37,06;1;1,0045;-0,0045;2,025E-05;
37,08;1;1,0045;-0,0045;2,025E-05;
37,1;1;1,0045;-0,0045;2,025E-05;
37,12;1;1,0045;-0,0045;2,025E-05;
37,14;1;1,0045;-0,0045;2,025E-05;
37,16;1;1,0045;-0,0045;2,025E-05;
37,18;1;1,0045;-0,0045;2,025E-05;
37,2;1;1,0045;-0,0045;2,025E-05;
37,22;1;1,0045;-0,0045;2,025E-05;
37,24;1;1,0045;-0,0045;2,025E-05;
37,26;1;1,0045;-0,0045;2,025E-05;
37,28;1;1,0045;-0,0045;2,025E-05;
37,3;1;1,0045;-0,0045;2,025E-05;
37,32;1;1,0045;-0,0045;2,025E-05;
37,34;1;1,0045;-0,0045;2,025E-05;
37,36;1;1,0045;-0,0045;2,025E-05;
37,38;1;1,0045;-0,0045;2,025E-05;
37,4;1;1,0045;-0,0045;2,025E-05;
