time,set point,output,process,set point test,output test,process test
"3,64","-0,57087","-28,065","-0,54659","0,02768","1,2891","0,027066"
"3,66","-0,57087","-28,066","-0,54649","0,02768","1,2891","0,027061"
"3,68","-0,57087","-28,067","-0,5464","0,02768","1,2892","0,027056"
"3,7","-0,57087","-28,068","-0,54631","0,02768","1,2892","0,027051"
"3,72","-0,57087","-28,068","-0,54622","0,02768","1,2893","0,027047"
"3,74","-0,57087","-28,069","-0,54613","0,02768","1,2893","0,027043"
"3,76","-0,57087","-28,07","-0,54605","0,02768","1,2893","0,027039"
"3,78","-0,57087","-28,071","-0,54598","0,02768","1,2894","0,027035"
"3,8","-0,57087","-28,072","-0,54591","0,02768","1,2894","0,027032"
"3,82","-0,57087","-28,073","-0,54584","0,02768","1,2895","0,027028"
"3,84","-0,57087","-28,074","-0,54577","0,02768","1,2895","0,027025"
"3,86","-0,57087","-28,076","-0,54571","0,02768","1,2896","0,027022"
"3,88","-0,57087","-28,077","-0,54565","0,02768","1,2896","0,027019"
"3,9","-0,57087","-28,078","-0,54559","0,02768","1,2897","0,027016"
"3,92","-0,57087","-28,079","-0,54554","0,02768","1,2897","0,027013"
"3,94","-0,57087","-28,08","-0,54549","0,02768","1,2898","0,027011"
"3,96","-0,57087","-28,081","-0,54544","0,02768","1,2899","0,027009"
"3,98","-0,57087","-28,083","-0,54539","0,02768","1,2899","0,027006"
4,"-0,57087","-28,084","-0,54535","0,02768","1,29","0,027004"
"4,02","-0,57087","-28,085","-0,54531","0,02768","1,29","0,027002"
"4,04","-0,57087","-28,086","-0,54527","0,02768","1,2901","0,027"
"4,06","-0,57087","-28,087","-0,54524","0,02768","1,2901","0,026999"
"4,08","-0,57087","-28,089","-0,5452","0,02768","1,2902","0,026997"
"4,1","-0,57087","-28,09","-0,54517","0,02768","1,2902","0,026995"
"4,12","-0,57087","-28,091","-0,54515","0,02768","1,2903","0,026994"
"4,14","-0,57087","-28,092","-0,54512","0,02768","1,2903","0,026993"
"4,16","-0,57087","-28,093","-0,54509","0,02768","1,2904","0,026991"
"4,18","-0,57087","-28,095","-0,54507","0,02768","1,2905","0,02699"
"4,2","-0,57087","-28,096","-0,54505","0,02768","1,2905","0,026989"
"4,22","-0,57087","-28,097","-0,54503","0,02768","1,2906","0,026988"
"4,24","-0,57087","-28,098","-0,54501","0,02768","1,2906","0,026987"
"4,26","-0,57087","-28,099","-0,545","0,02768","1,2907","0,026987"
"4,28","-0,57087","-28,1","-0,54498","0,02768","1,2907","0,026986"
"4,3","-0,57087","-28,101","-0,54497","0,02768","1,2908","0,026985"
"4,32","-0,57087","-28,102","-0,54496","0,02768","1,2908","0,026985"
"4,34","-0,57087","-28,103","-0,54495","0,02768","1,2909","0,026984"
"4,36","-0,57087","-28,104","-0,54494","0,02768","1,2909","0,026984"
"4,38","-0,57087","-28,105","-0,54493","0,02768","1,291","0,026983"
"4,4","-0,57087","-28,106","-0,54492","0,02768","1,291","0,026983"
"4,42","-0,57087","-28,107","-0,54492","0,02768","1,291","0,026983"
"4,44","-0,57087","-28,108","-0,54491","0,02768","1,2911","0,026982"
"4,46","-0,57087","-28,109","-0,54491","0,02768","1,2911","0,026982"
"4,48","-0,57087","-28,11","-0,5449","0,02768","1,2912","0,026982"
"4,5","-0,57087","-28,111","-0,5449","0,02768","1,2912","0,026982"
"4,52","-0,57087","-28,112","-0,5449","0,02768","1,2913","0,026982"
"4,54","-0,57087","-28,113","-0,5449","0,02768","1,2913","0,026982"
"4,56","-0,57087","-28,114","-0,5449","0,02768","1,2913","0,026982"
"4,58","-0,57087","-28,114","-0,5449","0,02768","1,2914","0,026982"
"4,6","-0,57087","-28,115","-0,5449","0,02768","1,2914","0,026982"
"4,62","-0,57087","-28,116","-0,54491","0,02768","1,2914","0,026982"
"4,64","-0,57087","-28,117","-0,54491","0,02768","1,2915","0,026982"
"4,66","-0,57087","-28,118","-0,54491","0,02768","1,2915","0,026982"
"4,68","-0,57087","-28,118","-0,54492","0,02768","1,2915","0,026983"
"4,7","-0,57087","-28,119","-0,54492","0,02768","1,2916","0,026983"
"4,72","-0,57087","-28,12","-0,54493","0,02768","1,2916","0,026983"
"4,74","-0,57087","-28,12","-0,54493","0,02768","1,2916","0,026983"
"4,76","-0,57087","-28,121","-0,54494","0,02768","1,2917","0,026984"
"4,78","-0,57087","-28,121","-0,54494","0,02768","1,2917","0,026984"
"4,8","-0,57087","-28,122","-0,54495","0,02768","1,2917","0,026984"
"4,82","-0,57087","-28,123","-0,54495","0,02768","1,2917","0,026985"
"4,84","-0,57087","-28,123","-0,54496","0,02768","1,2918","0,026985"
"4,86","-0,57087","-28,124","-0,54497","0,02768","1,2918","0,026985"
"4,88","-0,57087","-28,124","-0,54498","0,02768","1,2918","0,026986"
"4,9","-0,57087","-28,125","-0,54498","0,02768","1,2918","0,026986"
"4,92","-0,57087","-28,125","-0,54499","0,02768","1,2919","0,026986"
"4,94","-0,57087","-28,126","-0,545","0,02768","1,2919","0,026987"
"4,96","-0,57087","-28,126","-0,54501","0,02768","1,2919","0,026987"
"4,98","-0,57087","-28,127","-0,54501","0,02768","1,2919","0,026988"
5,"-0,57087","-28,127","-0,54502","0,02768","1,2919","0,026988"
"5,02","-0,57087","-28,127","-0,54503","0,02768","1,292","0,026988"
"5,04","-0,57087","-28,128","-0,54504","0,02768","1,292","0,026989"
"5,06","-0,57087","-28,128","-0,54505","0,02768","1,292","0,026989"
"5,08","-0,57087","-28,128","-0,54505","0,02768","1,292","0,02699"
"5,1","-0,57087","-28,129","-0,54506","0,02768","1,292","0,02699"
"5,12","-0,57087","-28,129","-0,54507","0,02768","1,292","0,02699"
"5,14","-0,57087","-28,129","-0,54508","0,02768","1,2921","0,026991"
"5,16","-0,57087","-28,13","-0,54509","0,02768","1,2921","0,026991"
"5,18","-0,57087","-28,13","-0,54509","0,02768","1,2921","0,026992"
"5,2","-0,57087","-28,13","-0,5451","0,02768","1,2921","0,026992"
"5,22","-0,57087","-28,131","-0,54511","0,02768","1,2921","0,026992"
"5,24","-0,57087","-28,131","-0,54512","0,02768","1,2921","0,026993"
"5,26","-0,57087","-28,131","-0,54513","0,02768","1,2921","0,026993"
"5,28","-0,57087","-28,131","-0,54513","0,02768","1,2921","0,026993"
"5,3","-0,57087","-28,131","-0,54514","0,02768","1,2921","0,026994"
"5,32","-0,57087","-28,132","-0,54515","0,02768","1,2922","0,026994"
"5,34","-0,57087","-28,132","-0,54516","0,02768","1,2922","0,026995"
"5,36","-0,57087","-28,132","-0,54516","0,02768","1,2922","0,026995"
"5,38","-0,57087","-28,132","-0,54517","0,02768","1,2922","0,026995"
"5,4","-0,57087","-28,132","-0,54518","0,02768","1,2922","0,026996"
"5,42","-0,57087","-28,132","-0,54519","0,02768","1,2922","0,026996"
"5,44","-0,57087","-28,133","-0,54519","0,02768","1,2922","0,026996"
"5,46","-0,57087","-28,133","-0,5452","0,02768","1,2922","0,026997"
"5,48","-0,57087","-28,133","-0,54521","0,02768","1,2922","0,026997"
"5,5","-0,57087","-28,133","-0,54521","0,02768","1,2922","0,026997"
"5,52","-0,57087","-28,133","-0,54522","0,02768","1,2922","0,026998"
"5,54","-0,57087","-28,133","-0,54523","0,02768","1,2922","0,026998"
"5,56","-0,57087","-28,133","-0,54523","0,02768","1,2922","0,026998"
"5,58","-0,57087","-28,133","-0,54524","0,02768","1,2922","0,026999"
"5,6","-0,57087","-28,133","-0,54524","0,02768","1,2922","0,026999"
"5,62","-0,57087","-28,133","-0,54525","0,02768","1,2922","0,026999"
"5,64","-0,57087","-28,134","-0,54525","0,02768","1,2922","0,026999"
"5,66","-0,57087","-28,134","-0,54526","0,02768","1,2922","0,027"
"5,68","-0,57087","-28,134","-0,54527","0,02768","1,2923","0,027"
"5,7","-0,57087","-28,134","-0,54527","0,02768","1,2923","0,027"
"5,72","-0,57087","-28,134","-0,54528","0,02768","1,2923","0,027"
"5,74","-0,57087","-28,134","-0,54528","0,02768","1,2923","0,027001"
"5,76","-0,57087","-28,134","-0,54528","0,02768","1,2923","0,027001"
"5,78","-0,57087","-28,134","-0,54529","0,02768","1,2923","0,027001"
"5,8","-0,57087","-28,134","-0,54529","0,02768","1,2923","0,027001"
"5,82","-0,57087","-28,134","-0,5453","0,02768","1,2923","0,027002"
"5,84","-0,57087","-28,134","-0,5453","0,02768","1,2923","0,027002"
"5,86","-0,57087","-28,134","-0,54531","0,02768","1,2923","0,027002"
"5,88","-0,57087","-28,134","-0,54531","0,02768","1,2923","0,027002"
"5,9","-0,57087","-28,134","-0,54531","0,02768","1,2923","0,027002"
"5,92","-0,57087","-28,134","-0,54532","0,02768","1,2923","0,027003"
"5,94","-0,57087","-28,134","-0,54532","0,02768","1,2923","0,027003"
"5,96","-0,57087","-28,134","-0,54532","0,02768","1,2923","0,027003"
"5,98","-0,57087","-28,134","-0,54533","0,02768","1,2923","0,027003"
6,"-0,92008","-37,776","-0,54533","-0,084731","-1,6481","0,027003"
"6,02","-0,92008","-38,349","-0,54602","-0,084731","-1,8229","0,026777"
"6,04","-0,92008","-38,886","-0,54793","-0,084731","-1,9866","0,02615"
"6,06","-0,92008","-39,39","-0,55087","-0,084731","-2,1403","0,025187"
"6,08","-0,92008","-39,864","-0,55465","-0,084731","-2,2849","0,023943"
"6,1","-0,92008","-40,311","-0,55915","-0,084731","-2,4211","0,022464"
"6,12","-0,92008","-40,732","-0,56425","-0,084731","-2,5497","0,020791"
"6,14","-0,92008","-41,131","-0,56983","-0,084731","-2,6712","0,018957"
"6,16","-0,92008","-41,508","-0,57581","-0,084731","-2,7861","0,016991"
"6,18","-0,92008","-41,865","-0,58212","-0,084731","-2,8949","0,014917"
"6,2","-0,92008","-42,202","-0,5887","-0,084731","-2,998","0,012757"
"6,22","-0,92008","-42,523","-0,59548","-0,084731","-3,0957","0,010529"
"6,24","-0,92008","-42,826","-0,60242","-0,084731","-3,1882","0,0082477"
"6,26","-0,92008","-43,114","-0,60948","-0,084731","-3,276","0,0059271"
"6,28","-0,92008","-43,387","-0,61662","-0,084731","-3,3592","0,0035787"
"6,3","-0,92008","-43,645","-0,62382","-0,084731","-3,438","0,0012123"
"6,32","-0,92008","-43,89","-0,63105","-0,084731","-3,5127","-0,0011633"
"6,34","-0,92008","-44,122","-0,63828","-0,084731","-3,5834","-0,0035408"
"6,36","-0,92008","-44,341","-0,6455","-0,084731","-3,6503","-0,0059136"
"6,38","-0,92008","-44,549","-0,65269","-0,084731","-3,7136","-0,008276"
"6,4","-0,92008","-44,745","-0,65983","-0,084731","-3,7734","-0,010623"
"6,42","-0,92008","-44,93","-0,66691","-0,084731","-3,8298","-0,012951"
"6,44","-0,92008","-45,105","-0,67392","-0,084731","-3,8831","-0,015255"
"6,46","-0,92008","-45,269","-0,68085","-0,084731","-3,9332","-0,017533"
"6,48","-0,92008","-45,424","-0,68769","-0,084731","-3,9804","-0,019781"
"6,5","-0,92008","-45,569","-0,69444","-0,084731","-4,0247","-0,021997"
"6,52","-0,92008","-45,705","-0,70108","-0,084731","-4,0663","-0,024179"
"6,54","-0,92008","-45,833","-0,7076","-0,084731","-4,1052","-0,026325"
"6,56","-0,92008","-45,952","-0,71402","-0,084731","-4,1417","-0,028434"
"6,58","-0,92008","-46,064","-0,72032","-0,084731","-4,1756","-0,030503"
"6,6","-0,92008","-46,167","-0,72649","-0,084731","-4,2073","-0,032533"
"6,62","-0,92008","-46,264","-0,73254","-0,084731","-4,2367","-0,034521"
"6,64","-0,92008","-46,353","-0,73846","-0,084731","-4,2639","-0,036467"
"6,66","-0,92008","-46,436","-0,74425","-0,084731","-4,2891","-0,038371"
"6,68","-0,92008","-46,512","-0,74991","-0,084731","-4,3123","-0,040231"
"6,7","-0,92008","-46,581","-0,75544","-0,084731","-4,3336","-0,042048"
"6,72","-0,92008","-46,645","-0,76083","-0,084731","-4,3531","-0,043821"
"6,74","-0,92008","-46,703","-0,76609","-0,084731","-4,3708","-0,04555"
"6,76","-0,92008","-46,756","-0,77121","-0,084731","-4,3869","-0,047234"
"6,78","-0,92008","-46,804","-0,7762","-0,084731","-4,4014","-0,048874"
"6,8","-0,92008","-46,846","-0,78106","-0,084731","-4,4143","-0,05047"
"6,82","-0,92008","-46,884","-0,78578","-0,084731","-4,4258","-0,052021"
"6,84","-0,92008","-46,917","-0,79036","-0,084731","-4,436","-0,053529"
"6,86","-0,92008","-46,946","-0,79482","-0,084731","-4,4448","-0,054993"
"6,88","-0,92008","-46,971","-0,79914","-0,084731","-4,4524","-0,056414"
"6,9","-0,92008","-46,991","-0,80333","-0,084731","-4,4587","-0,057792"
"6,92","-0,92008","-47,009","-0,80739","-0,084731","-4,464","-0,059127"
"6,94","-0,92008","-47,022","-0,81132","-0,084731","-4,4682","-0,06042"
"6,96","-0,92008","-47,033","-0,81513","-0,084731","-4,4713","-0,061671"
"6,98","-0,92008","-47,04","-0,81881","-0,084731","-4,4735","-0,062881"
7,"-0,92008","-47,044","-0,82237","-0,084731","-4,4748","-0,064051"
"7,02","-0,92008","-47,045","-0,8258","-0,084731","-4,4752","-0,06518"
"7,04","-0,92008","-47,044","-0,82912","-0,084731","-4,4748","-0,06627"
"7,06","-0,92008","-47,04","-0,83232","-0,084731","-4,4737","-0,067322"
"7,08","-0,92008","-47,034","-0,8354","-0,084731","-4,4718","-0,068335"
"7,1","-0,92008","-47,026","-0,83837","-0,084731","-4,4693","-0,069311"
"7,12","-0,92008","-47,016","-0,84123","-0,084731","-4,4662","-0,070251"
"7,14","-0,92008","-47,003","-0,84398","-0,084731","-4,4624","-0,071154"
"7,16","-0,92008","-46,989","-0,84662","-0,084731","-4,4581","-0,072022"
"7,18","-0,92008","-46,974","-0,84915","-0,084731","-4,4533","-0,072856"
"7,2","-0,92008","-46,956","-0,85159","-0,084731","-4,4481","-0,073656"
"7,22","-0,92008","-46,938","-0,85392","-0,084731","-4,4424","-0,074423"
"7,24","-0,92008","-46,917","-0,85615","-0,084731","-4,4363","-0,075158"
"7,26","-0,92008","-46,896","-0,85829","-0,084731","-4,4298","-0,075861"
