0.0,-22.896796552384643
0.02,-22.920515237068265
0.04,-22.986316038583695
0.06,-23.087567087524505
0.08,-23.218689990764553
0.1,-23.3749856048994
0.12,-23.552401299136633
0.14,-23.747444962297763
0.16,-23.95707466703271
0.18,-24.178592337183375
0.2,-24.409627419125993
0.22,-24.64801579131303
0.24,-24.89185211475544
0.26,-25.139285150223504
0.28,-25.38891378198911
0.3,-25.639174655262114
0.32,-25.888569510987438
0.34,-26.136219454774675
0.36,-26.380610798301646
0.38,-26.6206597503064
0.4,-26.855900056878365
0.42,-27.084872540546623
0.44,-27.307148501508937
0.46,-27.521927510529768
0.48,-27.728454172869764
0.5,-27.926205808127175
0.52,-28.11470314509262
0.54,-28.293517016557182
0.56,-28.46243250982167
0.58,-28.62096810642998
0.6,-28.76902468697405
0.62,-28.906545584277644
0.64,-29.03339085389051
0.66,-29.149498800445073
0.68,-29.255108431097078
0.7,-29.350369528094152
0.72,-29.435293174893097
0.74,-29.51033812484093
0.76,-29.57571153182901
0.78,-29.631696846077453
0.8,-29.678815009549872
0.82,-29.717363411387947
0.84,-29.74788651189202
0.86,-29.77079848514891
0.88,-29.786605877504247
0.9,-29.795777233515903
0.92,-29.79882818976309
0.94,-29.796264546223654
0.96,-29.78856144123903
0.98,-29.776244368453895
1.0,-29.75973745977914
1.02,-29.739525468303803
1.04,-29.716068382144556
1.06,-29.689761557467243
1.08,-29.661021165999518
1.1,-29.63025002461141
1.12,-29.597763414289187
1.14,-29.563915825317356
1.16,-29.528962561056446
1.18,-29.49321084001959
1.2,-29.456952598227417
1.22,-29.420464063978628
1.24,-29.383903223953045
1.26,-29.34739603019086
1.28,-29.311149026595324
1.3,-29.275469512504063
1.32,-29.240314559495044
1.34,-29.205722765462042
1.36,-29.172078988958443
1.38,-29.13927787178217
1.4,-29.107438795910852
1.42,-29.076672339884126
1.44,-29.046815386237224
1.46,-29.018219065571838
1.48,-28.990697479761966
1.5,-28.964319897909768
1.52,-28.939150114415884
1.54,-28.915246695466237
1.56,-28.892377775989782
