ÍNDICE MODELO,HIDDEN_LAYERS_STRUCTURE,r2Score,MSE,LEARNING_RATE_RBM,LEARNING_RATE,N_EPOCHS_RBM,N_ITER_BACKPROP,BATCH_SIZE,ACTIVATION_FUNCTION,DROPOUT_P,CONJUNTO DE TREINO
1,[1],0.8998990118769011,46.73252466127982,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-05-25_DuracaoSetp_6s_DuracaoSimulacao_60s.csv
2,[2],0.9879775295591452,5.612735767161785,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-05-25_DuracaoSetp_6s_DuracaoSimulacao_60s.csv
3,[3],0.9909125217582953,4.24252356547233,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-05-25_DuracaoSetp_6s_DuracaoSimulacao_60s.csv
4,"[1, 1]",0.8149975573481936,86.36908961368708,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-05-25_DuracaoSetp_6s_DuracaoSimulacao_60s.csv
5,"[2, 2]",0.9854335851132348,6.800385847191355,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-05-25_DuracaoSetp_6s_DuracaoSimulacao_60s.csv
6,"[3, 3]",0.9894447880189073,4.927740609361907,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-05-25_DuracaoSetp_6s_DuracaoSimulacao_60s.csv
7,[1],0.9609308119760701,17.329809153301095,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
8,[2],0.9730175312275845,11.968537304242458,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
9,[3],0.981856504528423,8.047858934350725,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
10,"[1, 1]",0.9363838832166185,28.21802086736134,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
11,"[2, 2]",0.9778887912403172,9.807806287640352,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
12,"[3, 3]",0.9776442453905247,9.916278798088737,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
13,[1],0.9251075192760198,42.726428350010096,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
14,[2],0.9783013885866781,12.379135487084415,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
15,[3],0.984245812542461,8.987820340709254,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
16,"[1, 1]",0.8936325312985204,60.6830216640229,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
17,"[2, 2]",0.9768420788014277,13.211676943546099,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
18,"[3, 3]",0.9845451835328108,8.817028119038927,0.01,0.01,5,5,16,sigmoid,0.0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
