ÍNDICE MODELO,HIDDEN_LAYERS_STRUCTURE,r2Score,MSE,LEARNING_RATE_RBM,LEARNING_RATE,N_EPOCHS_RBM,N_ITER_BACKPROP,BATCH_SIZE,ACTIVATION_FUNCTION,DROPOUT_P,CONJUNTO DE TREINO
1,"[90, 90, 90]","0,994578622017924","2,40474528725155","0,01","0,01",2,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
15,"[90, 90, 90]","0,994673371434986","3,03886066438334","0,01","0,01",3,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
23,"[90, 90, 90]","0,99534008594411","3,09414100619864","0,01","0,01",3,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
27,"[90, 90, 90]","0,995314300447199","3,11126234414635","0,01","0,01",4,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
13,"[90, 90, 90]","0,994496215128727","3,13992897128081","0,01","0,01",3,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
11,"[90, 90, 90]","0,994354558524555","3,22074457105762","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
21,"[90, 90, 90]","0,995122869750344","3,23837060448729","0,01","0,01",2,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
18,"[90, 90, 90]","0,994257154053996","3,27631417019548","0,01","0,01",4,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
20,"[90, 90, 90]","0,995002498614825","3,31829595544965","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
10,"[90, 90, 90]","0,994156411467314","3,3337881765317","0,01","0,01",2,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
14,"[90, 90, 90]","0,9940174736258","3,41305271247968","0,01","0,01",3,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
25,"[90, 90, 90]","0,994849163320559","3,42010921122987","0,01","0,01",4,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
16,"[90, 90, 90]","0,993931508862786","3,46209591751243","0,01","0,01",4,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
22,"[90, 90, 90]","0,994489759696335","3,65874998403175","0,01","0,01",3,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
19,"[90, 90, 90]","0,994446346514034","3,6875759464759","0,01","0,01",2,45,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
2,"[90, 90, 90]","0,991563149458336","3,74230991574237","0,01","0,01",2,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-09-31_DuracaoSetp_6s_DuracaoSimulacao_120s.csv
26,"[90, 90, 90]","0,994326059309624","3,7674455679375","0,01","0,01",4,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-13-35_DuracaoSetp_6s_DuracaoSimulacao_240s.csv
17,"[90, 90, 90]","0,993292140058535","3,82685810912303","0,01","0,01",4,50,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
12,"[90, 90, 90]","0,992957812984062","4,01759290191974","0,01","0,01",2,55,16,sigmoid,0,conjuntoDadosRNA_19-09-30_12-11-13_DuracaoSetp_6s_DuracaoSimulacao_180s.csv
