time;RNA;PID;A;A²;;%;
63,1;10,18743511;10,01;0,17743511;0,031483218;;;
63,12;10,18743511;10,01;0,17743511;0,031483218;;;
63,14;10,18743511;10,01;0,17743511;0,031483218;;;
63,16;10,18743511;10,01;0,17743511;0,031483218;;;
63,18;10,18743511;10,01;0,17743511;0,031483218;;;
63,2;10,18743511;10,01;0,17743511;0,031483218;;;
63,22;10,18743511;10,01;0,17743511;0,031483218;;;
63,24;10,18743511;10,01;0,17743511;0,031483218;;;
63,26;10,18743511;10,01;0,17743511;0,031483218;;;
63,28;10,18743511;10,01;0,17743511;0,031483218;;;
63,3;10,18743511;10,01;0,17743511;0,031483218;;;
63,32;10,18743511;10,01;0,17743511;0,031483218;;;
63,34;10,18743511;10,01;0,17743511;0,031483218;;;
63,36;10,18743511;10,01;0,17743511;0,031483218;;;
63,38;10,18743511;10,01;0,17743511;0,031483218;;;
63,4;10,18743511;10,01;0,17743511;0,031483218;;;
63,42;10,18743511;10,01;0,17743511;0,031483218;;;
63,44;10,18743511;10,01;0,17743511;0,031483218;;;
63,46;10,18743511;10,01;0,17743511;0,031483218;;;
63,48;10,18743511;10,01;0,17743511;0,031483218;;;
63,5;10,18743511;10,01;0,17743511;0,031483218;;;
63,52;10,18743511;10,01;0,17743511;0,031483218;;;
63,54;10,18743511;10,01;0,17743511;0,031483218;;;
63,56;10,18743511;10,01;0,17743511;0,031483218;;;
63,58;10,18743511;10,01;0,17743511;0,031483218;;;
63,6;10,18743511;10,01;0,17743511;0,031483218;;;
63,62;10,18743511;10,01;0,17743511;0,031483218;;;
63,64;10,18743511;10,01;0,17743511;0,031483218;;;
63,66;10,18743511;10,01;0,17743511;0,031483218;;;
63,68;10,18743511;10,01;0,17743511;0,031483218;;;
63,7;10,18743511;10,01;0,17743511;0,031483218;;;
63,72;10,18743511;10,01;0,17743511;0,031483218;;;
63,74;10,18743511;10,01;0,17743511;0,031483218;;;
63,76;10,18743511;10,01;0,17743511;0,031483218;;;
63,78;10,18743511;10,01;0,17743511;0,031483218;;;
63,8;10,18743511;10,01;0,17743511;0,031483218;;;
63,82;10,18743511;10,01;0,17743511;0,031483218;;;
63,84;10,18743511;10,01;0,17743511;0,031483218;;;
63,86;10,18743511;10,01;0,17743511;0,031483218;;;
63,88;10,18743511;10,01;0,17743511;0,031483218;;;
63,9;10,18743511;10,01;0,17743511;0,031483218;;;
63,92;10,18743511;10,01;0,17743511;0,031483218;;;
63,94;10,18743511;10,01;0,17743511;0,031483218;;;
63,96;10,18743511;10,01;0,17743511;0,031483218;;;
63,98;10,18743511;10,01;0,17743511;0,031483218;;;
64;10,18743511;10,01;0,17743511;0,031483218;;;
64,02;10,18743511;10,01;0,17743511;0,031483218;;;
64,04;10,18743511;10,01;0,17743511;0,031483218;;;
64,06;10,18743511;10,01;0,17743511;0,031483218;;;
64,08;10,18743511;10,01;0,17743511;0,031483218;;;
64,1;10,18743511;10,01;0,17743511;0,031483218;;;
64,12;10,18743511;10,01;0,17743511;0,031483218;;;
64,14;10,18743511;10,01;0,17743511;0,031483218;;;
64,16;10,18743511;10,01;0,17743511;0,031483218;;;
64,18;10,18743511;10,01;0,17743511;0,031483218;;;
64,2;10,18743511;10,01;0,17743511;0,031483218;;;
64,22;10,18743511;10,01;0,17743511;0,031483218;;;
64,24;10,18743511;10,01;0,17743511;0,031483218;;;
64,26;10,18743511;10,01;0,17743511;0,031483218;;;
64,28;10,18743511;10,01;0,17743511;0,031483218;;;
64,3;10,18743511;10,01;0,17743511;0,031483218;;;
64,32;10,18743511;10,01;0,17743511;0,031483218;;;
64,34;10,18743511;10,01;0,17743511;0,031483218;;;
64,36;10,18743511;10,01;0,17743511;0,031483218;;;
64,38;10,18743511;10,01;0,17743511;0,031483218;;;
64,4;10,18743511;10,01;0,17743511;0,031483218;;;
64,42;10,18743511;10,01;0,17743511;0,031483218;;;
64,44;10,18743511;10,01;0,17743511;0,031483218;;;
64,46;10,18743511;10,01;0,17743511;0,031483218;;;
64,48;10,18743511;10,01;0,17743511;0,031483218;;;
64,5;10,18743511;10,01;0,17743511;0,031483218;;;
64,52;10,18743511;10,01;0,17743511;0,031483218;;;
64,54;10,18743511;10,01;0,17743511;0,031483218;;;
64,56;10,18743511;10,01;0,17743511;0,031483218;;;
64,58;10,18743511;10,01;0,17743511;0,031483218;;;
64,6;10,18743511;10,01;0,17743511;0,031483218;;;
64,62;10,18743511;10,01;0,17743511;0,031483218;;;
64,64;10,18743511;10,01;0,17743511;0,031483218;;;
64,66;10,18743511;10,01;0,17743511;0,031483218;;;
64,68;10,18743511;10,01;0,17743511;0,031483218;;;
64,7;10,18743511;10,01;0,17743511;0,031483218;;;
64,72;10,18743511;10,01;0,17743511;0,031483218;;;
64,74;10,18743511;10,01;0,17743511;0,031483218;;;
64,76;10,18743511;10,01;0,17743511;0,031483218;;;
64,78;10,18743511;10,01;0,17743511;0,031483218;;;
64,8;10,18743511;10,01;0,17743511;0,031483218;;;
64,82;10,18743511;10,01;0,17743511;0,031483218;;;
64,84;10,18743511;10,01;0,17743511;0,031483218;;;
64,86;10,18743511;10,01;0,17743511;0,031483218;;;
64,88;10,18743511;10,01;0,17743511;0,031483218;;;
64,9;10,18743511;10,01;0,17743511;0,031483218;;;
64,92;10,18743511;10,01;0,17743511;0,031483218;;;
64,94;10,18743511;10,01;0,17743511;0,031483218;;;
64,96;10,18743511;10,01;0,17743511;0,031483218;;;
64,98;10,18743511;10,01;0,17743511;0,031483218;;;
65;10,18743511;10,01;0,17743511;0,031483218;;;
65,02;10,18743511;10,01;0,17743511;0,031483218;;;
65,04;10,18743511;10,01;0,17743511;0,031483218;;;
65,06;10,18743511;10,01;0,17743511;0,031483218;;;
65,08;10,18743511;10,01;0,17743511;0,031483218;;;
65,1;10,18743511;10,01;0,17743511;0,031483218;;;
65,12;10,18743511;10,01;0,17743511;0,031483218;;;
65,14;10,18743511;10,01;0,17743511;0,031483218;;;
65,16;10,18743511;10,01;0,17743511;0,031483218;;;
65,18;10,18743511;10,01;0,17743511;0,031483218;;;
65,2;10,18743511;10,01;0,17743511;0,031483218;;;
65,22;10,18743511;10,01;0,17743511;0,031483218;;;
65,24;10,18743511;10,01;0,17743511;0,031483218;;;
65,26;10,18743511;10,01;0,17743511;0,031483218;;;
65,28;10,18743511;10,01;0,17743511;0,031483218;;;
65,3;10,18743511;10,01;0,17743511;0,031483218;;;
65,32;10,18743511;10,01;0,17743511;0,031483218;;;
65,34;10,18743511;10,01;0,17743511;0,031483218;;;
65,36;10,18743511;10,01;0,17743511;0,031483218;;;
65,38;10,18743511;10,01;0,17743511;0,031483218;;;
65,4;10,18743511;10,01;0,17743511;0,031483218;;;
65,42;10,18743511;10,01;0,17743511;0,031483218;;;
65,44;10,18743511;10,01;0,17743511;0,031483218;;;
65,46;10,18743511;10,01;0,17743511;0,031483218;;;
65,48;10,18743511;10,01;0,17743511;0,031483218;;;
65,5;10,18743511;10,01;0,17743511;0,031483218;;;
65,52;10,18743511;10,01;0,17743511;0,031483218;;;
65,54;10,18743511;10,01;0,17743511;0,031483218;;;
65,56;10,18743511;10,01;0,17743511;0,031483218;;;
65,58;10,18743511;10,01;0,17743511;0,031483218;;;
65,6;10,18743511;10,01;0,17743511;0,031483218;;;
65,62;10,18743511;10,01;0,17743511;0,031483218;;;
65,64;10,18743511;10,01;0,17743511;0,031483218;;;
65,66;10,18743511;10,01;0,17743511;0,031483218;;;
65,68;10,18743511;10,01;0,17743511;0,031483218;;;
65,7;10,18743511;10,01;0,17743511;0,031483218;;;
65,72;10,18743511;10,01;0,17743511;0,031483218;;;
65,74;10,18743511;10,01;0,17743511;0,031483218;;;
65,76;10,18743511;10,01;0,17743511;0,031483218;;;
65,78;10,18743511;10,01;0,17743511;0,031483218;;;
65,8;10,18743511;10,01;0,17743511;0,031483218;;;
65,82;10,18743511;10,01;0,17743511;0,031483218;;;
65,84;10,18743511;10,01;0,17743511;0,031483218;;;
65,86;10,18743511;10,01;0,17743511;0,031483218;;;
65,88;10,18743511;10,01;0,17743511;0,031483218;;;
65,9;10,18743511;10,01;0,17743511;0,031483218;;;
65,92;10,18743511;10,01;0,17743511;0,031483218;;;
65,94;10,18743511;10,01;0,17743511;0,031483218;;;
65,96;10,18743511;10,01;0,17743511;0,031483218;;;
65,98;10,18743511;10,01;0,17743511;0,031483218;;;
66;10,18743511;10,01;0,17743511;0,031483218;;;
66,02;10,18743511;10,01;0,17743511;0,031483218;;;
66,04;10,18743511;10,01;0,17743511;0,031483218;;;
66,06;10,18743511;10,01;0,17743511;0,031483218;;;
66,08;10,18743511;10,01;0,17743511;0,031483218;;;
66,1;10,18743511;10,01;0,17743511;0,031483218;;;
66,12;10,18743511;10,01;0,17743511;0,031483218;;;
66,14;10,18743511;10,01;0,17743511;0,031483218;;;
66,16;10,18743511;10,01;0,17743511;0,031483218;;;
66,18;10,18743511;10,01;0,17743511;0,031483218;;;
66,2;10,18743511;10,01;0,17743511;0,031483218;;;
66,22;10,18743511;10,01;0,17743511;0,031483218;;;
66,24;10,18743511;10,01;0,17743511;0,031483218;;;
66,26;10,18743511;10,01;0,17743511;0,031483218;;;
66,28;10,18743511;10,01;0,17743511;0,031483218;;;
66,3;10,18743511;10,01;0,17743511;0,031483218;;;
66,32;10,18743511;10,01;0,17743511;0,031483218;;;
66,34;10,18743511;10,01;0,17743511;0,031483218;;;
66,36;10,18743511;10,01;0,17743511;0,031483218;;;
66,38;10,18743511;10,01;0,17743511;0,031483218;;;
66,4;10,18743511;10,01;0,17743511;0,031483218;;;
66,42;10,18743511;10,01;0,17743511;0,031483218;;;
66,44;10,18743511;10,01;0,17743511;0,031483218;;;
66,46;10,18743511;10,01;0,17743511;0,031483218;;;
66,48;10,18743511;10,01;0,17743511;0,031483218;;;
66,5;10,18743511;10,01;0,17743511;0,031483218;;;
66,52;10,18743511;10,01;0,17743511;0,031483218;;;
66,54;10,18743511;10,01;0,17743511;0,031483218;;;
66,56;10,18743511;10,01;0,17743511;0,031483218;;;
66,58;10,18743511;10,01;0,17743511;0,031483218;;;
66,6;10,18743511;10,01;0,17743511;0,031483218;;;
66,62;10,18743511;10,01;0,17743511;0,031483218;;;
66,64;10,18743511;10,01;0,17743511;0,031483218;;;
66,66;10,18743511;10,01;0,17743511;0,031483218;;;
66,68;10,18743511;10,01;0,17743511;0,031483218;;;
66,7;10,18743511;10,01;0,17743511;0,031483218;;;
66,72;10,18743511;10,01;0,17743511;0,031483218;;;
66,74;10,18743511;10,01;0,17743511;0,031483218;;;
66,76;10,18743511;10,01;0,17743511;0,031483218;;;
66,78;10,18743511;10,01;0,17743511;0,031483218;;;
66,8;10,18743511;10,01;0,17743511;0,031483218;;;
66,82;10,18743511;10,01;0,17743511;0,031483218;;;
66,84;10,18743511;10,01;0,17743511;0,031483218;;;
66,86;10,18743511;10,01;0,17743511;0,031483218;;;
66,88;10,18743511;10,01;0,17743511;0,031483218;;;
66,9;10,18743511;10,01;0,17743511;0,031483218;;;
66,92;10,18743511;10,01;0,17743511;0,031483218;;;
66,94;10,18743511;10,01;0,17743511;0,031483218;;;
66,96;10,18743511;10,01;0,17743511;0,031483218;;;
66,98;10,18743511;10,01;0,17743511;0,031483218;;;
67;10,18743511;10,01;0,17743511;0,031483218;;;
67,02;10,18743511;10,01;0,17743511;0,031483218;;;
67,04;10,18743511;10,01;0,17743511;0,031483218;;;
67,06;10,18743511;10,01;0,17743511;0,031483218;;;
67,08;10,18743511;10,01;0,17743511;0,031483218;;;
67,1;10,18743511;10,01;0,17743511;0,031483218;;;
67,12;10,18743511;10,01;0,17743511;0,031483218;;;
67,14;10,18743511;10,01;0,17743511;0,031483218;;;
67,16;10,18743511;10,01;0,17743511;0,031483218;;;
67,18;10,18743511;10,01;0,17743511;0,031483218;;;
67,2;10,18743511;10,01;0,17743511;0,031483218;;;
67,22;10,18743511;10,01;0,17743511;0,031483218;;;
67,24;10,18743511;10,01;0,17743511;0,031483218;;;
67,26;10,18743511;10,01;0,17743511;0,031483218;;;
67,28;10,18743511;10,01;0,17743511;0,031483218;;;
67,3;10,18743511;10,01;0,17743511;0,031483218;;;
67,32;10,18743511;10,01;0,17743511;0,031483218;;;
67,34;10,18743511;10,01;0,17743511;0,031483218;;;
67,36;10,18743511;10,01;0,17743511;0,031483218;;;
67,38;10,18743511;10,01;0,17743511;0,031483218;;;
67,4;10,18743511;10,01;0,17743511;0,031483218;;;
67,42;10,18743511;10,01;0,17743511;0,031483218;;;
67,44;10,18743511;10,01;0,17743511;0,031483218;;;
67,46;10,18743511;10,01;0,17743511;0,031483218;;;
67,48;10,18743511;10,01;0,17743511;0,031483218;;;
67,5;10,18743511;10,01;0,17743511;0,031483218;;;
67,52;10,18743511;10,01;0,17743511;0,031483218;;;
67,54;10,18743511;10,01;0,17743511;0,031483218;;;
67,56;10,18743511;10,01;0,17743511;0,031483218;;;
67,58;10,18743511;10,01;0,17743511;0,031483218;;;
67,6;10,18743511;10,01;0,17743511;0,031483218;;;
67,62;10,18743511;10,01;0,17743511;0,031483218;;;
67,64;10,18743511;10,01;0,17743511;0,031483218;;;
67,66;10,18743511;10,01;0,17743511;0,031483218;;;
67,68;10,18743511;10,01;0,17743511;0,031483218;;;
67,7;10,18743511;10,01;0,17743511;0,031483218;;;
67,72;10,18743511;10,01;0,17743511;0,031483218;;;
67,74;10,18743511;10,01;0,17743511;0,031483218;;;
67,76;10,18743511;10,01;0,17743511;0,031483218;;;
67,78;10,18743511;10,01;0,17743511;0,031483218;;;
67,8;10,18743511;10,01;0,17743511;0,031483218;;;
67,82;10,18743511;10,01;0,17743511;0,031483218;;;
67,84;10,18743511;10,01;0,17743511;0,031483218;;;
67,86;10,18743511;10,01;0,17743511;0,031483218;;;
67,88;10,18743511;10,01;0,17743511;0,031483218;;;
67,9;10,18743511;10,01;0,17743511;0,031483218;;;
67,92;10,18743511;10,01;0,17743511;0,031483218;;;
67,94;10,18743511;10,01;0,17743511;0,031483218;;;
67,96;10,18743511;10,01;0,17743511;0,031483218;;;
67,98;10,18743511;10,01;0,17743511;0,031483218;;;
68;10,18743511;10,01;0,17743511;0,031483218;;;
68,02;10,18743511;10,01;0,17743511;0,031483218;;;
68,04;10,18743511;10,01;0,17743511;0,031483218;;;
68,06;10,18743511;10,01;0,17743511;0,031483218;;;
68,08;10,18743511;10,01;0,17743511;0,031483218;;;
68,1;10,18743511;10,01;0,17743511;0,031483218;;;
68,12;10,18743511;10,01;0,17743511;0,031483218;;-0,17743511;-1,74%
68,14;10,18743511;10,01;0,17743511;0,031483218;;;
68,16;10,18743511;10,01;0,17743511;0,031483218;;;
68,18;10,18743511;10,01;0,17743511;0,031483218;;;
68,2;10,18743511;10,01;0,17743511;0,031483218;;;
68,22;10,18743511;10,01;0,17743511;0,031483218;;;
68,24;10,18743511;10,01;0,17743511;0,031483218;;;
68,26;10,18743511;10,01;0,17743511;0,031483218;;;
68,28;10,18743511;10,01;0,17743511;0,031483218;;;
68,3;10,18743511;10,01;0,17743511;0,031483218;;;
68,32;10,18743511;10,01;0,17743511;0,031483218;;;
68,34;10,18743511;10,01;0,17743511;0,031483218;;;
68,36;10,18743511;10,01;0,17743511;0,031483218;;;
68,38;10,18743511;10,01;0,17743511;0,031483218;;;
68,4;10,18743511;10,01;0,17743511;0,031483218;;;
68,42;10,18743511;10,01;0,17743511;0,031483218;;;
68,44;10,18743511;10,01;0,17743511;0,031483218;;;
68,46;10,18743511;10,01;0,17743511;0,031483218;;;
68,48;10,18743511;10,01;0,17743511;0,031483218;;;
68,5;10,18743511;10,01;0,17743511;0,031483218;;;
68,52;10,18743511;10,01;0,17743511;0,031483218;;;
68,54;10,18743511;10,01;0,17743511;0,031483218;;;
68,56;10,18743511;10,01;0,17743511;0,031483218;;;
68,58;10,18743511;10,01;0,17743511;0,031483218;;;
68,6;10,18743511;10,01;0,17743511;0,031483218;;;
68,62;10,18743511;10,01;0,17743511;0,031483218;;;
68,64;10,18743511;10,01;0,17743511;0,031483218;;;
68,66;10,18743511;10,01;0,17743511;0,031483218;;;
68,68;10,18743511;10,01;0,17743511;0,031483218;;;
68,7;10,18743511;10,01;0,17743511;0,031483218;;;
68,72;10,18743511;10,01;0,17743511;0,031483218;;;
68,74;10,18743511;10,01;0,17743511;0,031483218;;;
68,76;10,18743511;10,01;0,17743511;0,031483218;;;
68,78;10,18743511;10,01;0,17743511;0,031483218;;;
68,8;10,18743511;10,01;0,17743511;0,031483218;;;
68,82;10,18743511;10,01;0,17743511;0,031483218;;;
68,84;10,18743511;10,01;0,17743511;0,031483218;;;
68,86;10,18743511;10,01;0,17743511;0,031483218;;;
68,88;10,18743511;10,01;0,17743511;0,031483218;;;
68,9;10,18743511;10,01;0,17743511;0,031483218;;;
68,92;10,18743511;10,01;0,17743511;0,031483218;;;
68,94;10,18743511;10,01;0,17743511;0,031483218;;;
68,96;10,18743511;10,01;0,17743511;0,031483218;;;
68,98;10,18743511;10,01;0,17743511;0,031483218;;;
69;10,18743511;10,01;0,17743511;0,031483218;;;
69,02;10,18743511;10,01;0,17743511;0,031483218;;;
69,04;10,18743511;10,01;0,17743511;0,031483218;;;
69,06;10,18743511;10,01;0,17743511;0,031483218;;;
69,08;10,18743511;10,01;0,17743511;0,031483218;;;
69,1;10,18743511;10,01;0,17743511;0,031483218;;;
69,12;10,18743511;10,01;0,17743511;0,031483218;;;
69,14;10,18743511;10,01;0,17743511;0,031483218;;;
69,16;10,18743511;10,01;0,17743511;0,031483218;;;
69,18;10,18743511;10,01;0,17743511;0,031483218;;;
69,2;10,18743511;10,01;0,17743511;0,031483218;;;
69,22;10,18743511;10,01;0,17743511;0,031483218;;;
69,24;10,18743511;10,01;0,17743511;0,031483218;;;
69,26;10,18743511;10,01;0,17743511;0,031483218;;;
69,28;10,18743511;10,01;0,17743511;0,031483218;;;
69,3;10,18743511;10,01;0,17743511;0,031483218;;;
69,32;10,18743511;10,01;0,17743511;0,031483218;;;
69,34;10,18743511;10,01;0,17743511;0,031483218;;;
69,36;10,18743511;10,01;0,17743511;0,031483218;;;
69,38;10,18743511;10,01;0,17743511;0,031483218;;;
69,4;10,18743511;10,01;0,17743511;0,031483218;;;
69,42;10,18743511;10,01;0,17743511;0,031483218;;;
69,44;10,18743511;10,01;0,17743511;0,031483218;;;
69,46;10,18743511;10,01;0,17743511;0,031483218;;;
69,48;10,18743511;10,01;0,17743511;0,031483218;;;
69,5;10,18743511;10,01;0,17743511;0,031483218;;;
69,52;10,18743511;10,01;0,17743511;0,031483218;;;
69,54;10,18743511;10,01;0,17743511;0,031483218;;;
69,56;10,18743511;10,01;0,17743511;0,031483218;;;
69,58;10,18743511;10,01;0,17743511;0,031483218;;;
69,6;10,18743511;10,01;0,17743511;0,031483218;;;
69,62;10,18743511;10,01;0,17743511;0,031483218;;;
69,64;10,18743511;10,01;0,17743511;0,031483218;;;
69,66;10,18743511;10,01;0,17743511;0,031483218;;;
69,68;10,18743511;10,01;0,17743511;0,031483218;;;
69,7;10,18743511;10,01;0,17743511;0,031483218;;;
69,72;10,18743511;10,01;0,17743511;0,031483218;;;
69,74;10,18743511;10,01;0,17743511;0,031483218;;;
69,76;10,18743511;10,01;0,17743511;0,031483218;;;
69,78;10,18743511;10,01;0,17743511;0,031483218;;;
69,8;10,18743511;10,01;0,17743511;0,031483218;;;
69,82;10,18743511;10,01;0,17743511;0,031483218;;;
69,84;10,18743511;10,01;0,17743511;0,031483218;;;
69,86;10,18743511;10,01;0,17743511;0,031483218;;;
69,88;10,18743511;10,01;0,17743511;0,031483218;;;
69,9;10,18743511;10,01;0,17743511;0,031483218;;;
69,92;10,18743511;10,01;0,17743511;0,031483218;;;
69,94;10,18743511;10,01;0,17743511;0,031483218;;;
69,96;10,18743511;10,01;0,17743511;0,031483218;;;
69,98;10,18743511;10,01;0,17743511;0,031483218;;;
70;10,18743511;10,01;0,17743511;0,031483218;;;
70,02;10,18743511;10,01;0,17743511;0,031483218;;;
70,04;10,18743511;10,01;0,17743511;0,031483218;;;
70,06;10,18743511;10,01;0,17743511;0,031483218;;;
70,08;10,18743511;10,01;0,17743511;0,031483218;;;
70,1;10,18743511;10,01;0,17743511;0,031483218;;;
70,12;10,18743511;10,01;0,17743511;0,031483218;;;
70,14;10,18743511;10,01;0,17743511;0,031483218;;;
70,16;10,18743511;10,01;0,17743511;0,031483218;;;
70,18;10,18743511;10,01;0,17743511;0,031483218;;;
70,2;10,18743511;10,01;0,17743511;0,031483218;;;
70,22;10,18743511;10,01;0,17743511;0,031483218;;;
70,24;10,18743511;10,01;0,17743511;0,031483218;;;
70,26;10,18743511;10,01;0,17743511;0,031483218;;;
70,28;10,18743511;10,01;0,17743511;0,031483218;;;
70,3;10,18743511;10,01;0,17743511;0,031483218;;;
70,32;10,18743511;10,01;0,17743511;0,031483218;;;
70,34;10,18743511;10,01;0,17743511;0,031483218;;;
70,36;10,18743511;10,01;0,17743511;0,031483218;;;
70,38;10,18743511;10,01;0,17743511;0,031483218;;;
70,4;10,18743511;10,01;0,17743511;0,031483218;;;
70,42;10,18743511;10,01;0,17743511;0,031483218;;;
70,44;10,18743511;10,01;0,17743511;0,031483218;;;
70,46;10,18743511;10,01;0,17743511;0,031483218;;;
70,48;10,18743511;10,01;0,17743511;0,031483218;;;
70,5;10,18743511;10,01;0,17743511;0,031483218;;;
70,52;10,18743511;10,01;0,17743511;0,031483218;;;
70,54;10,18743511;10,01;0,17743511;0,031483218;;;
70,56;10,18743511;10,01;0,17743511;0,031483218;;;
70,58;10,18743511;10,01;0,17743511;0,031483218;;;
70,6;10,18743511;10,01;0,17743511;0,031483218;;;
70,62;10,18743511;10,01;0,17743511;0,031483218;;;
70,64;10,18743511;10,01;0,17743511;0,031483218;;;
70,66;10,18743511;10,01;0,17743511;0,031483218;;;
70,68;10,18743511;10,01;0,17743511;0,031483218;;;
70,7;10,18743511;10,01;0,17743511;0,031483218;;;
70,72;10,18743511;10,01;0,17743511;0,031483218;;;
70,74;10,18743511;10,01;0,17743511;0,031483218;;;
70,76;10,18743511;10,01;0,17743511;0,031483218;;;
70,78;10,18743511;10,01;0,17743511;0,031483218;;;
70,8;10,18743511;10,01;0,17743511;0,031483218;;;
70,82;10,18743511;10,01;0,17743511;0,031483218;;;
70,84;10,18743511;10,01;0,17743511;0,031483218;;;
70,86;10,18743511;10,01;0,17743511;0,031483218;;;
70,88;10,18743511;10,01;0,17743511;0,031483218;;;
70,9;10,18743511;10,01;0,17743511;0,031483218;;;
70,92;10,18743511;10,01;0,17743511;0,031483218;;;
70,94;10,18743511;10,01;0,17743511;0,031483218;;;
70,96;10,18743511;10,01;0,17743511;0,031483218;;;
70,98;10,18743511;10,01;0,17743511;0,031483218;;;
71;10,18743511;10,01;0,17743511;0,031483218;;;
71,02;10,18743511;10,01;0,17743511;0,031483218;;;
71,04;10,18743511;10,01;0,17743511;0,031483218;;;
71,06;10,18743511;10,01;0,17743511;0,031483218;;;
71,08;10,18743511;10,01;0,17743511;0,031483218;;;
71,1;10,18743511;10,01;0,17743511;0,031483218;;;
71,12;10,18743511;10,01;0,17743511;0,031483218;;;
71,14;10,18743511;10,01;0,17743511;0,031483218;;;
71,16;10,18743511;10,01;0,17743511;0,031483218;;;
71,18;10,18743511;10,01;0,17743511;0,031483218;;;
71,2;10,18743511;10,01;0,17743511;0,031483218;;;
71,22;10,18743511;10,01;0,17743511;0,031483218;;;
71,24;10,18743511;10,01;0,17743511;0,031483218;;;
71,26;10,18743511;10,01;0,17743511;0,031483218;;;
71,28;10,18743511;10,01;0,17743511;0,031483218;;;
71,3;10,18743511;10,01;0,17743511;0,031483218;;;
71,32;10,18743511;10,01;0,17743511;0,031483218;;;
71,34;10,18743511;10,01;0,17743511;0,031483218;;;
71,36;10,18743511;10,01;0,17743511;0,031483218;;;
71,38;10,18743511;10,01;0,17743511;0,031483218;;;
71,4;10,18743511;10,01;0,17743511;0,031483218;;;
71,42;10,18743511;10,01;0,17743511;0,031483218;;;
71,44;10,18743511;10,01;0,17743511;0,031483218;;;
71,46;10,18743511;10,01;0,17743511;0,031483218;;;
71,48;10,18743511;10,01;0,17743511;0,031483218;;;
71,5;10,18743511;10,01;0,17743511;0,031483218;;;
71,52;10,18743511;10,01;0,17743511;0,031483218;;;
71,54;10,18743511;10,01;0,17743511;0,031483218;;;
71,56;10,18743511;10,01;0,17743511;0,031483218;;;
71,58;10,18743511;10,01;0,17743511;0,031483218;;;
71,6;10,18743511;10,01;0,17743511;0,031483218;;;
71,62;10,18743511;10,01;0,17743511;0,031483218;;;
71,64;10,18743511;10,01;0,17743511;0,031483218;;;
71,66;10,18743511;10,01;0,17743511;0,031483218;;;
71,68;10,18743511;10,01;0,17743511;0,031483218;;;
71,7;10,18743511;10,01;0,17743511;0,031483218;;;
71,72;10,18743511;10,01;0,17743511;0,031483218;;;
71,74;10,18743511;10,01;0,17743511;0,031483218;;;
71,76;10,18743511;10,01;0,17743511;0,031483218;;;
71,78;10,18743511;10,01;0,17743511;0,031483218;;;
71,8;10,18743511;10,01;0,17743511;0,031483218;;;
71,82;10,18743511;10,01;0,17743511;0,031483218;;;
71,84;10,18743511;10,01;0,17743511;0,031483218;;;
71,86;10,18743511;10,01;0,17743511;0,031483218;;;
71,88;10,18743511;10,01;0,17743511;0,031483218;;;
71,9;10,18743511;10,01;0,17743511;0,031483218;;;
71,92;10,18743511;10,01;0,17743511;0,031483218;;;
71,94;10,18743511;10,01;0,17743511;0,031483218;;;
71,96;10,18743511;10,01;0,17743511;0,031483218;;;
71,98;10,18743511;10,01;0,17743511;0,031483218;;;
72;10,18743511;10,01;0,17743511;0,031483218;;;
72,02;10,18743511;10,01;0,17743511;0,031483218;;;
72,04;10,18743511;10,01;0,17743511;0,031483218;;;
72,06;10,18743511;10,01;0,17743511;0,031483218;;;
72,08;10,18743511;10,01;0,17743511;0,031483218;;;
72,1;10,18743511;10,01;0,17743511;0,031483218;;;
72,12;10,18743511;10,01;0,17743511;0,031483218;;;
72,14;10,18743511;10,01;0,17743511;0,031483218;;;
72,16;10,18743511;10,01;0,17743511;0,031483218;;;
72,18;10,18743511;10,01;0,17743511;0,031483218;;;
72,2;10,18743511;10,01;0,17743511;0,031483218;;;
72,22;10,18743511;10,01;0,17743511;0,031483218;;;
72,24;10,18743511;10,01;0,17743511;0,031483218;;;
72,26;10,18743511;10,01;0,17743511;0,031483218;;;
72,28;10,18743511;10,01;0,17743511;0,031483218;;;
72,3;10,18743511;10,01;0,17743511;0,031483218;;;
72,32;10,18743511;10,01;0,17743511;0,031483218;;;
72,34;10,18743511;10,01;0,17743511;0,031483218;;;
72,36;10,18743511;10,01;0,17743511;0,031483218;;;
72,38;10,18743511;10,01;0,17743511;0,031483218;;;
72,4;10,18743511;10,01;0,17743511;0,031483218;;;
72,42;10,18743511;10,01;0,17743511;0,031483218;;;
72,44;10,18743511;10,01;0,17743511;0,031483218;;;
72,46;10,18743511;10,01;0,17743511;0,031483218;;;
72,48;10,18743511;10,01;0,17743511;0,031483218;;;
72,5;10,18743511;10,01;0,17743511;0,031483218;;;
72,52;10,18743511;10,01;0,17743511;0,031483218;;;
72,54;10,18743511;10,01;0,17743511;0,031483218;;;
72,56;10,18743511;10,01;0,17743511;0,031483218;;;
72,58;10,18743511;10,01;0,17743511;0,031483218;;;
72,6;10,18743511;10,01;0,17743511;0,031483218;;;
72,62;10,18743511;10,01;0,17743511;0,031483218;;;
72,64;10,18743511;10,01;0,17743511;0,031483218;;;
72,66;10,18743511;10,01;0,17743511;0,031483218;;;
72,68;10,18743511;10,01;0,17743511;0,031483218;;;
72,7;10,18743511;10,01;0,17743511;0,031483218;;;
72,72;10,18743511;10,01;0,17743511;0,031483218;;;
