time;RNA;PID;A;A²;;%;
19,04;10,18743511;10,01;0,17743511;0,031483218;;;
19,06;10,18743511;10,01;0,17743511;0,031483218;;;
19,08;10,18743511;10,01;0,17743511;0,031483218;;;
19,1;10,18743511;10,01;0,17743511;0,031483218;;;
19,12;10,18743511;10,01;0,17743511;0,031483218;;;
19,14;10,18743511;10,01;0,17743511;0,031483218;;;
19,16;10,18743511;10,01;0,17743511;0,031483218;;;
19,18;10,18743511;10,01;0,17743511;0,031483218;;;
19,2;10,18743511;10,01;0,17743511;0,031483218;;;
19,22;10,18743511;10,01;0,17743511;0,031483218;;;
19,24;10,18743511;10,01;0,17743511;0,031483218;;;
19,26;10,18743511;10,01;0,17743511;0,031483218;;;
19,28;10,18743511;10,01;0,17743511;0,031483218;;;
19,3;10,18743511;10,01;0,17743511;0,031483218;;;
19,32;10,18743511;10,01;0,17743511;0,031483218;;;
19,34;10,18743511;10,01;0,17743511;0,031483218;;;
19,36;10,18743511;10,01;0,17743511;0,031483218;;;
19,38;10,18743511;10,01;0,17743511;0,031483218;;;
19,4;10,18743511;10,01;0,17743511;0,031483218;;;
19,42;10,18743511;10,01;0,17743511;0,031483218;;;
19,44;10,18743511;10,01;0,17743511;0,031483218;;;
19,46;10,18743511;10,01;0,17743511;0,031483218;;;
19,48;10,18743511;10,01;0,17743511;0,031483218;;;
19,5;10,18743511;10,01;0,17743511;0,031483218;;;
19,52;10,18743511;10,01;0,17743511;0,031483218;;;
19,54;10,18743511;10,01;0,17743511;0,031483218;;;
19,56;10,18743511;10,01;0,17743511;0,031483218;;;
19,58;10,18743511;10,01;0,17743511;0,031483218;;;
19,6;10,18743511;10,01;0,17743511;0,031483218;;;
19,62;10,18743511;10,01;0,17743511;0,031483218;;;
19,64;10,18743511;10,01;0,17743511;0,031483218;;;
19,66;10,18743511;10,01;0,17743511;0,031483218;;;
19,68;10,18743511;10,01;0,17743511;0,031483218;;;
19,7;10,18743511;10,01;0,17743511;0,031483218;;;
19,72;10,18743511;10,01;0,17743511;0,031483218;;;
19,74;10,18743511;10,01;0,17743511;0,031483218;;;
19,76;10,18743511;10,01;0,17743511;0,031483218;;;
19,78;10,18743511;10,01;0,17743511;0,031483218;;;
19,8;10,18743511;10,01;0,17743511;0,031483218;;;
19,82;10,18743511;10,01;0,17743511;0,031483218;;;
19,84;10,18743511;10,01;0,17743511;0,031483218;;;
19,86;10,18743511;10,01;0,17743511;0,031483218;;;
19,88;10,18743511;10,01;0,17743511;0,031483218;;;
19,9;10,18743511;10,01;0,17743511;0,031483218;;;
19,92;10,18743511;10,01;0,17743511;0,031483218;;;
19,94;10,18743511;10,01;0,17743511;0,031483218;;;
19,96;10,18743511;10,01;0,17743511;0,031483218;;;
19,98;10,18743511;10,01;0,17743511;0,031483218;;;
20;10,18743511;10,01;0,17743511;0,031483218;;;
20,02;10,18743511;10,01;0,17743511;0,031483218;;;
20,04;10,18743511;10,01;0,17743511;0,031483218;;;
20,06;10,18743511;10,01;0,17743511;0,031483218;;;
20,08;10,18743511;10,01;0,17743511;0,031483218;;;
20,1;10,18743511;10,01;0,17743511;0,031483218;;;
20,12;10,18743511;10,01;0,17743511;0,031483218;;;
20,14;10,18743511;10,01;0,17743511;0,031483218;;;
20,16;10,18743511;10,01;0,17743511;0,031483218;;;
20,18;10,18743511;10,01;0,17743511;0,031483218;;;
20,2;10,18743511;10,01;0,17743511;0,031483218;;;
20,22;10,18743511;10,01;0,17743511;0,031483218;;;
20,24;10,18743511;10,01;0,17743511;0,031483218;;;
20,26;10,18743511;10,01;0,17743511;0,031483218;;;
20,28;10,18743511;10,01;0,17743511;0,031483218;;;
20,3;10,18743511;10,01;0,17743511;0,031483218;;;
20,32;10,18743511;10,01;0,17743511;0,031483218;;;
20,34;10,18743511;10,01;0,17743511;0,031483218;;;
20,36;10,18743511;10,01;0,17743511;0,031483218;;;
20,38;10,18743511;10,01;0,17743511;0,031483218;;;
20,4;10,18743511;10,01;0,17743511;0,031483218;;;
20,42;10,18743511;10,01;0,17743511;0,031483218;;;
20,44;10,18743511;10,01;0,17743511;0,031483218;;;
20,46;10,18743511;10,01;0,17743511;0,031483218;;;
20,48;10,18743511;10,01;0,17743511;0,031483218;;;
20,5;10,18743511;10,01;0,17743511;0,031483218;;;
20,52;10,18743511;10,01;0,17743511;0,031483218;;;
20,54;10,18743511;10,01;0,17743511;0,031483218;;;
20,56;10,18743511;10,01;0,17743511;0,031483218;;;
20,58;10,18743511;10,01;0,17743511;0,031483218;;;
20,6;10,18743511;10,01;0,17743511;0,031483218;;;
20,62;10,18743511;10,01;0,17743511;0,031483218;;;
20,64;10,18743511;10,01;0,17743511;0,031483218;;;
20,66;10,18743511;10,01;0,17743511;0,031483218;;;
20,68;10,18743511;10,01;0,17743511;0,031483218;;;
20,7;10,18743511;10,01;0,17743511;0,031483218;;;
20,72;10,18743511;10,01;0,17743511;0,031483218;;;
20,74;10,18743511;10,01;0,17743511;0,031483218;;;
20,76;10,18743511;10,01;0,17743511;0,031483218;;;
20,78;10,18743511;10,01;0,17743511;0,031483218;;;
20,8;10,18743511;10,01;0,17743511;0,031483218;;;
20,82;10,18743511;10,01;0,17743511;0,031483218;;;
20,84;10,18743511;10,01;0,17743511;0,031483218;;;
20,86;10,18743511;10,01;0,17743511;0,031483218;;;
20,88;10,18743511;10,01;0,17743511;0,031483218;;;
20,9;10,18743511;10,01;0,17743511;0,031483218;;;
20,92;10,18743511;10,01;0,17743511;0,031483218;;;
20,94;10,18743511;10,01;0,17743511;0,031483218;;;
20,96;10,18743511;10,01;0,17743511;0,031483218;;;
20,98;10,18743511;10,01;0,17743511;0,031483218;;;
21;10,18743511;10,01;0,17743511;0,031483218;;;
21,02;10,18743511;10,01;0,17743511;0,031483218;;;
21,04;10,18743511;10,01;0,17743511;0,031483218;;;
21,06;10,18743511;10,01;0,17743511;0,031483218;;;
21,08;10,18743511;10,01;0,17743511;0,031483218;;;
21,1;10,18743511;10,01;0,17743511;0,031483218;;;
21,12;10,18743511;10,01;0,17743511;0,031483218;;;
21,14;10,18743511;10,01;0,17743511;0,031483218;;;
21,16;10,18743511;10,01;0,17743511;0,031483218;;;
21,18;10,18743511;10,01;0,17743511;0,031483218;;;
21,2;10,18743511;10,01;0,17743511;0,031483218;;;
21,22;10,18743511;10,01;0,17743511;0,031483218;;;
21,24;10,18743511;10,01;0,17743511;0,031483218;;;
21,26;10,18743511;10,01;0,17743511;0,031483218;;;
21,28;10,18743511;10,01;0,17743511;0,031483218;;;
21,3;10,18743511;10,01;0,17743511;0,031483218;;;
21,32;10,18743511;10,01;0,17743511;0,031483218;;;
21,34;10,18743511;10,01;0,17743511;0,031483218;;;
21,36;10,18743511;10,01;0,17743511;0,031483218;;;
21,38;10,18743511;10,01;0,17743511;0,031483218;;;
21,4;10,18743511;10,01;0,17743511;0,031483218;;;
21,42;10,18743511;10,01;0,17743511;0,031483218;;;
21,44;10,18743511;10,01;0,17743511;0,031483218;;;
21,46;10,18743511;10,01;0,17743511;0,031483218;;;
21,48;10,18743511;10,01;0,17743511;0,031483218;;;
21,5;10,18743511;10,01;0,17743511;0,031483218;;;
21,52;10,18743511;10,01;0,17743511;0,031483218;;;
21,54;10,18743511;10,01;0,17743511;0,031483218;;;
21,56;10,18743511;10,01;0,17743511;0,031483218;;;
21,58;10,18743511;10,01;0,17743511;0,031483218;;;
21,6;10,18743511;10,01;0,17743511;0,031483218;;;
21,62;10,18743511;10,01;0,17743511;0,031483218;;;
21,64;10,18743511;10,01;0,17743511;0,031483218;;;
21,66;10,18743511;10,01;0,17743511;0,031483218;;;
21,68;10,18743511;10,01;0,17743511;0,031483218;;;
21,7;10,18743511;10,01;0,17743511;0,031483218;;;
21,72;10,18743511;10,01;0,17743511;0,031483218;;;
21,74;10,18743511;10,01;0,17743511;0,031483218;;;
21,76;10,18743511;10,01;0,17743511;0,031483218;;;
21,78;10,18743511;10,01;0,17743511;0,031483218;;;
21,8;10,18743511;10,01;0,17743511;0,031483218;;;
21,82;10,18743511;10,01;0,17743511;0,031483218;;;
21,84;10,18743511;10,01;0,17743511;0,031483218;;;
21,86;10,18743511;10,01;0,17743511;0,031483218;;;
21,88;10,18743511;10,01;0,17743511;0,031483218;;;
21,9;10,18743511;10,01;0,17743511;0,031483218;;;
21,92;10,18743511;10,01;0,17743511;0,031483218;;;
21,94;10,18743511;10,01;0,17743511;0,031483218;;;
21,96;10,18743511;10,01;0,17743511;0,031483218;;;
21,98;10,18743511;10,01;0,17743511;0,031483218;;;
22;10,18743511;10,01;0,17743511;0,031483218;;;
22,02;10,18743511;10,01;0,17743511;0,031483218;;;
22,04;10,18743511;10,01;0,17743511;0,031483218;;;
22,06;10,18743511;10,01;0,17743511;0,031483218;;;
22,08;10,18743511;10,01;0,17743511;0,031483218;;;
22,1;10,18743511;10,01;0,17743511;0,031483218;;;
22,12;10,18743511;10,01;0,17743511;0,031483218;;;
22,14;10,18743511;10,01;0,17743511;0,031483218;;;
22,16;10,18743511;10,01;0,17743511;0,031483218;;;
22,18;10,18743511;10,01;0,17743511;0,031483218;;;
22,2;10,18743511;10,01;0,17743511;0,031483218;;;
22,22;10,18743511;10,01;0,17743511;0,031483218;;;
22,24;10,18743511;10,01;0,17743511;0,031483218;;;
22,26;10,18743511;10,01;0,17743511;0,031483218;;;
22,28;10,18743511;10,01;0,17743511;0,031483218;;;
22,3;10,18743511;10,01;0,17743511;0,031483218;;;
22,32;10,18743511;10,01;0,17743511;0,031483218;;;
22,34;10,18743511;10,01;0,17743511;0,031483218;;;
22,36;10,18743511;10,01;0,17743511;0,031483218;;;
22,38;10,18743511;10,01;0,17743511;0,031483218;;;
22,4;10,18743511;10,01;0,17743511;0,031483218;;;
22,42;10,18743511;10,01;0,17743511;0,031483218;;;
22,44;10,18743511;10,01;0,17743511;0,031483218;;;
22,46;10,18743511;10,01;0,17743511;0,031483218;;;
22,48;10,18743511;10,01;0,17743511;0,031483218;;;
22,5;10,18743511;10,01;0,17743511;0,031483218;;;
22,52;10,18743511;10,01;0,17743511;0,031483218;;;
22,54;10,18743511;10,01;0,17743511;0,031483218;;;
22,56;10,18743511;10,01;0,17743511;0,031483218;;;
22,58;10,18743511;10,01;0,17743511;0,031483218;;;
22,6;10,18743511;10,01;0,17743511;0,031483218;;;
22,62;10,18743511;10,01;0,17743511;0,031483218;;;
22,64;10,18743511;10,01;0,17743511;0,031483218;;;
22,66;10,18743511;10,01;0,17743511;0,031483218;;;
22,68;10,18743511;10,01;0,17743511;0,031483218;;;
22,7;10,18743511;10,01;0,17743511;0,031483218;;;
22,72;10,18743511;10,01;0,17743511;0,031483218;;;
22,74;10,18743511;10,01;0,17743511;0,031483218;;;
22,76;10,18743511;10,01;0,17743511;0,031483218;;;
22,78;10,18743511;10,01;0,17743511;0,031483218;;;
22,8;10,18743511;10,01;0,17743511;0,031483218;;;
22,82;10,18743511;10,01;0,17743511;0,031483218;;;
22,84;10,18743511;10,01;0,17743511;0,031483218;;;
22,86;10,18743511;10,01;0,17743511;0,031483218;;;
22,88;10,18743511;10,01;0,17743511;0,031483218;;;
22,9;10,18743511;10,01;0,17743511;0,031483218;;;
22,92;10,18743511;10,01;0,17743511;0,031483218;;;
22,94;10,18743511;10,01;0,17743511;0,031483218;;;
22,96;10,18743511;10,01;0,17743511;0,031483218;;;
22,98;10,18743511;10,01;0,17743511;0,031483218;;;
23;10,18743511;10,01;0,17743511;0,031483218;;;
23,02;10,18743511;10,01;0,17743511;0,031483218;;;
23,04;10,18743511;10,01;0,17743511;0,031483218;;;
23,06;10,18743511;10,01;0,17743511;0,031483218;;;
23,08;10,18743511;10,01;0,17743511;0,031483218;;;
23,1;10,18743511;10,01;0,17743511;0,031483218;;;
23,12;10,18743511;10,01;0,17743511;0,031483218;;;
23,14;10,18743511;10,01;0,17743511;0,031483218;;;
23,16;10,18743511;10,01;0,17743511;0,031483218;;;
23,18;10,18743511;10,01;0,17743511;0,031483218;;;
23,2;10,18743511;10,01;0,17743511;0,031483218;;;
23,22;10,18743511;10,01;0,17743511;0,031483218;;;
23,24;10,18743511;10,01;0,17743511;0,031483218;;;
23,26;10,18743511;10,01;0,17743511;0,031483218;;;
23,28;10,18743511;10,01;0,17743511;0,031483218;;;
23,3;10,18743511;10,01;0,17743511;0,031483218;;;
23,32;10,18743511;10,01;0,17743511;0,031483218;;;
23,34;10,18743511;10,01;0,17743511;0,031483218;;;
23,36;10,18743511;10,01;0,17743511;0,031483218;;;
23,38;10,18743511;10,01;0,17743511;0,031483218;;;
23,4;10,18743511;10,01;0,17743511;0,031483218;;;
23,42;10,18743511;10,01;0,17743511;0,031483218;;;
23,44;10,18743511;10,01;0,17743511;0,031483218;;;
23,46;10,18743511;10,01;0,17743511;0,031483218;;;
23,48;10,18743511;10,01;0,17743511;0,031483218;;;
23,5;10,18743511;10,01;0,17743511;0,031483218;;;
23,52;10,18743511;10,01;0,17743511;0,031483218;;;
23,54;10,18743511;10,01;0,17743511;0,031483218;;;
23,56;10,18743511;10,01;0,17743511;0,031483218;;;
23,58;10,18743511;10,01;0,17743511;0,031483218;;;
23,6;10,18743511;10,01;0,17743511;0,031483218;;;
23,62;10,18743511;10,01;0,17743511;0,031483218;;;
23,64;10,18743511;10,01;0,17743511;0,031483218;;;
23,66;10,18743511;10,01;0,17743511;0,031483218;;;
23,68;10,18743511;10,01;0,17743511;0,031483218;;;
23,7;10,18743511;10,01;0,17743511;0,031483218;;;
23,72;10,18743511;10,01;0,17743511;0,031483218;;;
23,74;10,18743511;10,01;0,17743511;0,031483218;;;
23,76;10,18743511;10,01;0,17743511;0,031483218;;;
23,78;10,18743511;10,01;0,17743511;0,031483218;;;
23,8;10,18743511;10,01;0,17743511;0,031483218;;;
23,82;10,18743511;10,01;0,17743511;0,031483218;;;
23,84;10,18743511;10,01;0,17743511;0,031483218;;;
23,86;10,18743511;10,01;0,17743511;0,031483218;;;
23,88;10,18743511;10,01;0,17743511;0,031483218;;;
23,9;10,18743511;10,01;0,17743511;0,031483218;;;
23,92;10,18743511;10,01;0,17743511;0,031483218;;;
23,94;10,18743511;10,01;0,17743511;0,031483218;;;
23,96;10,18743511;10,01;0,17743511;0,031483218;;;
23,98;10,18743511;10,01;0,17743511;0,031483218;;;
24;10,18743511;10,01;0,17743511;0,031483218;;;
24,02;10,18743511;10,01;0,17743511;0,031483218;;;
24,04;10,18743511;10,01;0,17743511;0,031483218;;;
24,06;10,18743511;10,01;0,17743511;0,031483218;;;
24,08;10,18743511;10,01;0,17743511;0,031483218;;;
24,1;10,18743511;10,01;0,17743511;0,031483218;;;
24,12;10,18743511;10,01;0,17743511;0,031483218;;;
24,14;10,18743511;10,01;0,17743511;0,031483218;;;
24,16;10,18743511;10,01;0,17743511;0,031483218;;;
24,18;10,18743511;10,01;0,17743511;0,031483218;;;
24,2;10,18743511;10,01;0,17743511;0,031483218;;;
24,22;10,18743511;10,01;0,17743511;0,031483218;;;
24,24;10,18743511;10,01;0,17743511;0,031483218;;;
24,26;10,18743511;10,01;0,17743511;0,031483218;;;
24,28;10,18743511;10,01;0,17743511;0,031483218;;;
24,3;10,18743511;10,01;0,17743511;0,031483218;;;
24,32;10,18743511;10,01;0,17743511;0,031483218;;;
24,34;10,18743511;10,01;0,17743511;0,031483218;;;
24,36;10,18743511;10,01;0,17743511;0,031483218;;;
24,38;10,18743511;10,01;0,17743511;0,031483218;;;
24,4;10,18743511;10,01;0,17743511;0,031483218;;;
24,42;10,18743511;10,01;0,17743511;0,031483218;;;
24,44;10,18743511;10,01;0,17743511;0,031483218;;;
24,46;10,18743511;10,01;0,17743511;0,031483218;;;
24,48;10,18743511;10,01;0,17743511;0,031483218;;;
24,5;10,18743511;10,01;0,17743511;0,031483218;;;
24,52;10,18743511;10,01;0,17743511;0,031483218;;;
24,54;10,18743511;10,01;0,17743511;0,031483218;;;
24,56;10,18743511;10,01;0,17743511;0,031483218;;;
24,58;10,18743511;10,01;0,17743511;0,031483218;;;
24,6;10,18743511;10,01;0,17743511;0,031483218;;;
24,62;10,18743511;10,01;0,17743511;0,031483218;;;
24,64;10,18743511;10,01;0,17743511;0,031483218;;;
24,66;10,18743511;10,01;0,17743511;0,031483218;;;
24,68;10,18743511;10,01;0,17743511;0,031483218;;;
24,7;10,18743511;10,01;0,17743511;0,031483218;;;
24,72;10,18743511;10,01;0,17743511;0,031483218;;;
24,74;10,18743511;10,01;0,17743511;0,031483218;;;
24,76;10,18743511;10,01;0,17743511;0,031483218;;;
24,78;10,18743511;10,01;0,17743511;0,031483218;;;
24,8;10,18743511;10,01;0,17743511;0,031483218;;;
24,82;10,18743511;10,01;0,17743511;0,031483218;;;
24,84;10,18743511;10,01;0,17743511;0,031483218;;;
24,86;10,18743511;10,01;0,17743511;0,031483218;;;
24,88;10,18743511;10,01;0,17743511;0,031483218;;;
24,9;10,18743511;10,01;0,17743511;0,031483218;;;
24,92;10,18743511;10,01;0,17743511;0,031483218;;;
24,94;10,18743511;10,01;0,17743511;0,031483218;;;
24,96;10,18743511;10,01;0,17743511;0,031483218;;;
24,98;10,18743511;10,01;0,17743511;0,031483218;;;
25;10,18743511;10,01;0,17743511;0,031483218;;;
25,02;10,18743511;10,01;0,17743511;0,031483218;;;
25,04;10,18743511;10,01;0,17743511;0,031483218;;;
25,06;10,18743511;10,01;0,17743511;0,031483218;;;
25,08;10,18743511;10,01;0,17743511;0,031483218;;;
25,1;10,18743511;10,01;0,17743511;0,031483218;;;
25,12;10,18743511;10,01;0,17743511;0,031483218;;;
25,14;10,18743511;10,01;0,17743511;0,031483218;;;
25,16;10,18743511;10,01;0,17743511;0,031483218;;;
25,18;10,18743511;10,01;0,17743511;0,031483218;;;
25,2;10,18743511;10,01;0,17743511;0,031483218;;;
25,22;10,18743511;10,01;0,17743511;0,031483218;;;
25,24;10,18743511;10,01;0,17743511;0,031483218;;;
25,26;10,18743511;10,01;0,17743511;0,031483218;;;
25,28;10,18743511;10,01;0,17743511;0,031483218;;;
25,3;10,18743511;10,01;0,17743511;0,031483218;;;
25,32;10,18743511;10,01;0,17743511;0,031483218;;;
25,34;10,18743511;10,01;0,17743511;0,031483218;;;
25,36;10,18743511;10,01;0,17743511;0,031483218;;;
25,38;10,18743511;10,01;0,17743511;0,031483218;;;
25,4;10,18743511;10,01;0,17743511;0,031483218;;;
25,42;10,18743511;10,01;0,17743511;0,031483218;;;
25,44;10,18743511;10,01;0,17743511;0,031483218;;;
25,46;10,18743511;10,01;0,17743511;0,031483218;;;
25,48;10,18743511;10,01;0,17743511;0,031483218;;;
25,5;10,18743511;10,01;0,17743511;0,031483218;;;
25,52;10,18743511;10,01;0,17743511;0,031483218;;;
25,54;10,18743511;10,01;0,17743511;0,031483218;;;
25,56;10,18743511;10,01;0,17743511;0,031483218;;;
25,58;10,18743511;10,01;0,17743511;0,031483218;;;
25,6;10,18743511;10,01;0,17743511;0,031483218;;;
25,62;10,18743511;10,01;0,17743511;0,031483218;;;
25,64;10,18743511;10,01;0,17743511;0,031483218;;;
25,66;10,18743511;10,01;0,17743511;0,031483218;;;
25,68;10,18743511;10,01;0,17743511;0,031483218;;;
25,7;10,18743511;10,01;0,17743511;0,031483218;;;
25,72;10,18743511;10,01;0,17743511;0,031483218;;;
25,74;10,18743511;10,01;0,17743511;0,031483218;;;
25,76;10,18743511;10,01;0,17743511;0,031483218;;;
25,78;10,18743511;10,01;0,17743511;0,031483218;;;
25,8;10,18743511;10,01;0,17743511;0,031483218;;;
25,82;10,18743511;10,01;0,17743511;0,031483218;;;
25,84;10,18743511;10,01;0,17743511;0,031483218;;;
25,86;10,18743511;10,01;0,17743511;0,031483218;;;
25,88;10,18743511;10,01;0,17743511;0,031483218;;;
25,9;10,18743511;10,01;0,17743511;0,031483218;;;
25,92;10,18743511;10,01;0,17743511;0,031483218;;;
25,94;10,18743511;10,01;0,17743511;0,031483218;;;
25,96;10,18743511;10,01;0,17743511;0,031483218;;;
25,98;10,18743511;10,01;0,17743511;0,031483218;;;
26;10,18743511;10,01;0,17743511;0,031483218;;;
26,02;10,18743511;10,01;0,17743511;0,031483218;;;
26,04;10,18743511;10,01;0,17743511;0,031483218;;;
26,06;10,18743511;10,01;0,17743511;0,031483218;;;
26,08;10,18743511;10,01;0,17743511;0,031483218;;;
26,1;10,18743511;10,01;0,17743511;0,031483218;;;
26,12;10,18743511;10,01;0,17743511;0,031483218;;;
26,14;10,18743511;10,01;0,17743511;0,031483218;;;
26,16;10,18743511;10,01;0,17743511;0,031483218;;;
26,18;10,18743511;10,01;0,17743511;0,031483218;;;
26,2;10,18743511;10,01;0,17743511;0,031483218;;;
26,22;10,18743511;10,01;0,17743511;0,031483218;;;
26,24;10,18743511;10,01;0,17743511;0,031483218;;;
26,26;10,18743511;10,01;0,17743511;0,031483218;;;
26,28;10,18743511;10,01;0,17743511;0,031483218;;;
26,3;10,18743511;10,01;0,17743511;0,031483218;;;
26,32;10,18743511;10,01;0,17743511;0,031483218;;;
26,34;10,18743511;10,01;0,17743511;0,031483218;;;
26,36;10,18743511;10,01;0,17743511;0,031483218;;;
26,38;10,18743511;10,01;0,17743511;0,031483218;;;
26,4;10,18743511;10,01;0,17743511;0,031483218;;;
26,42;10,18743511;10,01;0,17743511;0,031483218;;;
26,44;10,18743511;10,01;0,17743511;0,031483218;;;
26,46;10,18743511;10,01;0,17743511;0,031483218;;;
26,48;10,18743511;10,01;0,17743511;0,031483218;;;
26,5;10,18743511;10,01;0,17743511;0,031483218;;;
26,52;10,18743511;10,01;0,17743511;0,031483218;;;
26,54;10,18743511;10,01;0,17743511;0,031483218;;;
26,56;10,18743511;10,01;0,17743511;0,031483218;;;
26,58;10,18743511;10,01;0,17743511;0,031483218;;;
26,6;10,18743511;10,01;0,17743511;0,031483218;;;
26,62;10,18743511;10,01;0,17743511;0,031483218;;;
26,64;10,18743511;10,01;0,17743511;0,031483218;;;
26,66;10,18743511;10,01;0,17743511;0,031483218;;;
26,68;10,18743511;10,01;0,17743511;0,031483218;;;
26,7;10,18743511;10,01;0,17743511;0,031483218;;;
26,72;10,18743511;10,01;0,17743511;0,031483218;;;
26,74;10,18743511;10,01;0,17743511;0,031483218;;;
26,76;10,18743511;10,01;0,17743511;0,031483218;;;
26,78;10,18743511;10,01;0,17743511;0,031483218;;;
26,8;10,18743511;10,01;0,17743511;0,031483218;;;
26,82;10,18743511;10,01;0,17743511;0,031483218;;;
26,84;10,18743511;10,01;0,17743511;0,031483218;;;
26,86;10,18743511;10,01;0,17743511;0,031483218;;;
26,88;10,18743511;10,01;0,17743511;0,031483218;;;
26,9;10,18743511;10,01;0,17743511;0,031483218;;;
26,92;10,18743511;10,01;0,17743511;0,031483218;;;
26,94;10,18743511;10,01;0,17743511;0,031483218;;;
26,96;10,18743511;10,01;0,17743511;0,031483218;;;
26,98;10,18743511;10,01;0,17743511;0,031483218;;;
27;10,18743511;10,01;0,17743511;0,031483218;;;
27,02;10,18743511;10,01;0,17743511;0,031483218;;;
27,04;10,18743511;10,01;0,17743511;0,031483218;;;
27,06;10,18743511;10,01;0,17743511;0,031483218;;;
27,08;10,18743511;10,01;0,17743511;0,031483218;;;
27,1;10,18743511;10,01;0,17743511;0,031483218;;;
27,12;10,18743511;10,01;0,17743511;0,031483218;;;
27,14;10,18743511;10,01;0,17743511;0,031483218;;;
27,16;10,18743511;10,01;0,17743511;0,031483218;;;
27,18;10,18743511;10,01;0,17743511;0,031483218;;;
27,2;10,18743511;10,01;0,17743511;0,031483218;;;
27,22;10,18743511;10,01;0,17743511;0,031483218;;;
27,24;10,18743511;10,01;0,17743511;0,031483218;;;
27,26;10,18743511;10,01;0,17743511;0,031483218;;;
27,28;10,18743511;10,01;0,17743511;0,031483218;;;
27,3;10,18743511;10,01;0,17743511;0,031483218;;;
27,32;10,18743511;10,01;0,17743511;0,031483218;;;
27,34;10,18743511;10,01;0,17743511;0,031483218;;;
27,36;10,18743511;10,01;0,17743511;0,031483218;;;
27,38;10,18743511;10,01;0,17743511;0,031483218;;;
27,4;10,18743511;10,01;0,17743511;0,031483218;;;
27,42;10,18743511;10,01;0,17743511;0,031483218;;;
27,44;10,18743511;10,01;0,17743511;0,031483218;;;
27,46;10,18743511;10,01;0,17743511;0,031483218;;;
27,48;10,18743511;10,01;0,17743511;0,031483218;;;
27,5;10,18743511;10,01;0,17743511;0,031483218;;;
27,52;10,18743511;10,01;0,17743511;0,031483218;;;
27,54;10,18743511;10,01;0,17743511;0,031483218;;;
27,56;10,18743511;10,01;0,17743511;0,031483218;;;
27,58;10,18743511;10,01;0,17743511;0,031483218;;;
27,6;10,18743511;10,01;0,17743511;0,031483218;;;
27,62;10,18743511;10,01;0,17743511;0,031483218;;;
27,64;10,18743511;10,01;0,17743511;0,031483218;;;
27,66;10,18743511;10,01;0,17743511;0,031483218;;;
27,68;10,18743511;10,01;0,17743511;0,031483218;;;
27,7;10,18743511;10,01;0,17743511;0,031483218;;;
27,72;10,18743511;10,01;0,17743511;0,031483218;;;
27,74;10,18743511;10,01;0,17743511;0,031483218;;;
27,76;10,18743511;10,01;0,17743511;0,031483218;;;
27,78;10,18743511;10,01;0,17743511;0,031483218;;;
27,8;10,18743511;10,01;0,17743511;0,031483218;;;
27,82;10,18743511;10,01;0,17743511;0,031483218;;;
27,84;10,18743511;10,01;0,17743511;0,031483218;;;
27,86;10,18743511;10,01;0,17743511;0,031483218;;;
27,88;10,18743511;10,01;0,17743511;0,031483218;;;
27,9;10,18743511;10,01;0,17743511;0,031483218;;;
27,92;10,18743511;10,01;0,17743511;0,031483218;;;
27,94;10,18743511;10,01;0,17743511;0,031483218;;;
27,96;10,18743511;10,01;0,17743511;0,031483218;;;
27,98;10,18743511;10,01;0,17743511;0,031483218;;;
28;10,18743511;10,01;0,17743511;0,031483218;;;
28,02;10,18743511;10,01;0,17743511;0,031483218;;;
28,04;10,18743511;10,01;0,17743511;0,031483218;;;
28,06;10,18743511;10,01;0,17743511;0,031483218;;;
28,08;10,18743511;10,01;0,17743511;0,031483218;;;
28,1;10,18743511;10,01;0,17743511;0,031483218;;;
28,12;10,18743511;10,01;0,17743511;0,031483218;;;
28,14;10,18743511;10,01;0,17743511;0,031483218;;;
28,16;10,18743511;10,01;0,17743511;0,031483218;;;
28,18;10,18743511;10,01;0,17743511;0,031483218;;;
28,2;10,18743511;10,01;0,17743511;0,031483218;;;
28,22;10,18743511;10,01;0,17743511;0,031483218;;;
28,24;10,18743511;10,01;0,17743511;0,031483218;;;
28,26;10,18743511;10,01;0,17743511;0,031483218;;;
28,28;10,18743511;10,01;0,17743511;0,031483218;;;
28,3;10,18743511;10,01;0,17743511;0,031483218;;;
28,32;10,18743511;10,01;0,17743511;0,031483218;;;
28,34;10,18743511;10,01;0,17743511;0,031483218;;;
28,36;10,18743511;10,01;0,17743511;0,031483218;;;
28,38;10,18743511;10,01;0,17743511;0,031483218;;;
28,4;10,18743511;10,01;0,17743511;0,031483218;;;
28,42;10,18743511;10,01;0,17743511;0,031483218;;;
28,44;10,18743511;10,01;0,17743511;0,031483218;;;
28,46;10,18743511;10,01;0,17743511;0,031483218;;;
28,48;10,18743511;10,01;0,17743511;0,031483218;;;
28,5;10,18743511;10,01;0,17743511;0,031483218;;;
28,52;10,18743511;10,01;0,17743511;0,031483218;;;
28,54;10,18743511;10,01;0,17743511;0,031483218;;;
28,56;10,18743511;10,01;0,17743511;0,031483218;;;
28,58;10,18743511;10,01;0,17743511;0,031483218;;;
28,6;10,18743511;10,01;0,17743511;0,031483218;;;
28,62;10,18743511;10,01;0,17743511;0,031483218;;;
28,64;10,18743511;10,01;0,17743511;0,031483218;;;
28,66;10,18743511;10,01;0,17743511;0,031483218;;;
