,time,set point,output,process,set point test,output test,process test
465,"9,29999999999989",6,"60,126","5,997",5,"50,05",5
466,"9,31999999999989",6,"60,121","5,9975",5,"50,05",5
467,"9,33999999999989",6,"60,115","5,998",5,"50,05",5
468,"9,35999999999989",6,"60,111","5,9984",5,"50,05",5
469,"9,37999999999989",6,"60,106","5,9987",5,"50,05",5
470,"9,39999999999989",6,"60,101","5,9991",5,"50,05",5
471,"9,41999999999989",6,"60,097","5,9994",5,"50,05",5
472,"9,43999999999989",6,"60,093","5,9997",5,"50,05",5
473,"9,45999999999989",6,"60,089","5,9999",5,"50,05",5
474,"9,47999999999989",6,"60,085","6,0001",5,"50,05",5
475,"9,49999999999989",6,"60,082","6,0003",5,"50,05",5
476,"9,51999999999989",6,"60,079","6,0005",5,"50,05",5
477,"9,53999999999989",6,"60,076","6,0006",5,"50,05",5
478,"9,55999999999989",6,"60,073","6,0008",5,"50,05",5
479,"9,57999999999988",6,"60,07","6,0009",5,"50,05",5
480,"9,59999999999988",6,"60,068","6,001",5,"50,05",5
481,"9,61999999999988",6,"60,066","6,001",5,"50,05",5
482,"9,63999999999988",6,"60,064","6,0011",5,"50,05",5
483,"9,65999999999988",6,"60,062","6,0011",5,"50,05",5
484,"9,67999999999988",6,"60,061","6,0011",5,"50,05",5
485,"9,69999999999988",6,"60,059","6,0012",5,"50,05",5
486,"9,71999999999988",6,"60,058","6,0012",5,"50,05",5
487,"9,73999999999988",6,"60,057","6,0012",5,"50,05",5
488,"9,75999999999988",6,"60,056","6,0011",5,"50,05",5
489,"9,77999999999988",6,"60,055","6,0011",5,"50,05",5
490,"9,79999999999988",6,"60,055","6,0011",5,"50,05",5
491,"9,81999999999988",6,"60,054","6,0011",5,"50,05",5
492,"9,83999999999988",6,"60,054","6,001",5,"50,05",5
493,"9,85999999999988",6,"60,053","6,001",5,"50,05",5
494,"9,87999999999988",6,"60,053","6,0009",5,"50,05",5
495,"9,89999999999988",6,"60,053","6,0009",5,"50,05",5
496,"9,91999999999988",6,"60,053","6,0009",5,"50,05",5
497,"9,93999999999988",6,"60,053","6,0008",5,"50,05",5
498,"9,95999999999988",6,"60,053","6,0008",5,"50,05",5
499,"9,97999999999988",6,"60,053","6,0007",5,"50,05",5
500,"9,99999999999988",6,"60,053","6,0007",5,"50,05",5
