time,set point,output,process,set point test,output test,process test,
0,-0.57087,-15.762,0,0.026222,0.72401,0
0.02,-0.57087,-16.7,-0.0011256,0.026222,0.76706,5.1703e-05
0.04,-0.57087,-17.578,-0.0042448,0.026222,0.80738,0.00019498
0.06,-0.57087,-18.401,-0.0090349,0.026222,0.84522,0.000415
0.08,-0.57087,-19.176,-0.015222,0.026222,0.88082,0.00069921
0.1,-0.57087,-19.907,-0.022575,0.026222,0.91436,0.0010369
0.12,-0.57087,-20.596,-0.030896,0.026222,0.94602,0.0014191
0.14,-0.57087,-21.247,-0.040017,0.026222,0.97594,0.0018381
0.16,-0.57087,-21.863,-0.049795,0.026222,1.0042,0.0022872
0.18,-0.57087,-22.447,-0.060107,0.026222,1.031,0.0027609
0.2,-0.57087,-22.999,-0.070849,0.026222,1.0564,0.0032543
0.22,-0.57087,-23.523,-0.08193,0.026222,1.0805,0.0037632
0.24,-0.57087,-24.019,-0.093274,0.026222,1.1033,0.0042843
0.26,-0.57087,-24.49,-0.10481,0.026222,1.1249,0.0048144
0.28,-0.57087,-24.935,-0.11649,0.026222,1.1454,0.0053508
0.3,-0.57087,-25.358,-0.12826,0.026222,1.1648,0.0058913
0.32,-0.57087,-25.758,-0.14007,0.026222,1.1831,0.0064339
0.34,-0.57087,-26.137,-0.1519,0.026222,1.2006,0.006977
0.36,-0.57087,-26.496,-0.1637,0.026222,1.217,0.007519
0.38,-0.57087,-26.835,-0.17544,0.026222,1.2326,0.0080586
0.4,-0.57087,-27.156,-0.18712,0.026222,1.2473,0.0085947
0.42,-0.57087,-27.458,-0.19869,0.026222,1.2612,0.0091264
0.44,-0.57087,-27.744,-0.21015,0.026222,1.2743,0.0096527
0.46,-0.57087,-28.013,-0.22148,0.026222,1.2867,0.010173
0.48,-0.57087,-28.266,-0.23266,0.026222,1.2983,0.010686
0.5,-0.57087,-28.503,-0.24368,0.026222,1.3092,0.011193
0.52,-0.57087,-28.726,-0.25453,0.026222,1.3195,0.011691
0.54,-0.57087,-28.935,-0.2652,0.026222,1.3291,0.012181
0.56,-0.57087,-29.13,-0.27569,0.026222,1.338,0.012663
0.58,-0.57087,-29.312,-0.28598,0.026222,1.3464,0.013136
0.6,-0.57087,-29.482,-0.29607,0.026222,1.3542,0.013599
0.62,-0.57087,-29.639,-0.30596,0.026222,1.3614,0.014053
0.64,-0.57087,-29.785,-0.31564,0.026222,1.3681,0.014498
0.66,-0.57087,-29.92,-0.3251,0.026222,1.3743,0.014933
0.68,-0.57087,-30.045,-0.33435,0.026222,1.38,0.015358
0.7,-0.57087,-30.159,-0.34339,0.026222,1.3853,0.015773
0.72,-0.57087,-30.263,-0.3522,0.026222,1.3901,0.016178
0.74,-0.57087,-30.358,-0.3608,0.026222,1.3944,0.016572
0.76,-0.57087,-30.445,-0.36918,0.026222,1.3984,0.016957
0.78,-0.57087,-30.522,-0.37733,0.026222,1.402,0.017332
0.8,-0.57087,-30.592,-0.38527,0.026222,1.4052,0.017696
0.82,-0.57087,-30.653,-0.39298,0.026222,1.408,0.018051
0.84,-0.57087,-30.708,-0.40048,0.026222,1.4105,0.018395
0.86,-0.57087,-30.755,-0.40776,0.026222,1.4127,0.01873
0.88,-0.57087,-30.796,-0.41483,0.026222,1.4145,0.019054
0.9,-0.57087,-30.83,-0.42168,0.026222,1.4161,0.019369
0.92,-0.57087,-30.858,-0.42831,0.026222,1.4174,0.019674
0.94,-0.57087,-30.88,-0.43474,0.026222,1.4184,0.019969
0.96,-0.57087,-30.897,-0.44097,0.026222,1.4192,0.020255
0.98,-0.57087,-30.909,-0.44698,0.026222,1.4197,0.020531
1,-0.57087,-30.916,-0.4528,0.026222,1.42,0.020798
1.02,-0.57087,-30.918,-0.45842,0.026222,1.4201,0.021056
1.04,-0.57087,-30.916,-0.46384,0.026222,1.42,0.021305
1.06,-0.57087,-30.91,-0.46907,0.026222,1.4198,0.021545
1.08,-0.57087,-30.9,-0.47411,0.026222,1.4193,0.021777
1.1,-0.57087,-30.886,-0.47896,0.026222,1.4187,0.022
1.12,-0.57087,-30.869,-0.48363,0.026222,1.4179,0.022214
1.14,-0.57087,-30.849,-0.48812,0.026222,1.417,0.022421
1.16,-0.57087,-30.826,-0.49244,0.026222,1.4159,0.022619
1.18,-0.57087,-30.801,-0.49659,0.026222,1.4148,0.02281
1.2,-0.57087,-30.772,-0.50057,0.026222,1.4135,0.022992
1.22,-0.57087,-30.742,-0.50438,0.026222,1.4121,0.023167
1.24,-0.57087,-30.709,-0.50803,0.026222,1.4106,0.023335
1.26,-0.57087,-30.675,-0.51153,0.026222,1.409,0.023496
1.28,-0.57087,-30.638,-0.51488,0.026222,1.4073,0.02365
1.3,-0.57087,-30.6,-0.51807,0.026222,1.4055,0.023796
1.32,-0.57087,-30.56,-0.52112,0.026222,1.4037,0.023937
1.34,-0.57087,-30.519,-0.52404,0.026222,1.4018,0.02407
1.36,-0.57087,-30.477,-0.52681,0.026222,1.3999,0.024198
1.38,-0.57087,-30.434,-0.52945,0.026222,1.3979,0.024319
1.4,-0.57087,-30.39,-0.53196,0.026222,1.3959,0.024434
1.42,-0.57087,-30.345,-0.53434,0.026222,1.3938,0.024544
1.44,-0.57087,-30.299,-0.53661,0.026222,1.3917,0.024648
1.46,-0.57087,-30.252,-0.53875,0.026222,1.3896,0.024746
1.48,-0.57087,-30.206,-0.54078,0.026222,1.3874,0.024839
1.5,-0.57087,-30.158,-0.5427,0.026222,1.3852,0.024927
1.52,-0.57087,-30.111,-0.54451,0.026222,1.3831,0.025011
1.54,-0.57087,-30.063,-0.54621,0.026222,1.3809,0.025089
1.56,-0.57087,-30.015,-0.54782,0.026222,1.3787,0.025163
1.58,-0.57087,-29.967,-0.54933,0.026222,1.3765,0.025232
1.6,-0.57087,-29.919,-0.55074,0.026222,1.3743,0.025297
1.62,-0.57087,-29.871,-0.55207,0.026222,1.3721,0.025358
1.64,-0.57087,-29.824,-0.5533,0.026222,1.3699,0.025415
1.66,-0.57087,-29.776,-0.55446,0.026222,1.3677,0.025468
1.68,-0.57087,-29.729,-0.55553,0.026222,1.3655,0.025517
1.7,-0.57087,-29.682,-0.55652,0.026222,1.3634,0.025563
1.72,-0.57087,-29.636,-0.55744,0.026222,1.3613,0.025605
1.74,-0.57087,-29.59,-0.55829,0.026222,1.3591,0.025644
1.76,-0.57087,-29.544,-0.55907,0.026222,1.3571,0.02568
1.78,-0.57087,-29.499,-0.55979,0.026222,1.355,0.025712
1.8,-0.57087,-29.455,-0.56044,0.026222,1.3529,0.025742
1.82,-0.57087,-29.411,-0.56103,0.026222,1.3509,0.025769
1.84,-0.57087,-29.368,-0.56156,0.026222,1.3489,0.025794
1.86,-0.57087,-29.325,-0.56203,0.026222,1.347,0.025816
1.88,-0.57087,-29.284,-0.56246,0.026222,1.3451,0.025835
1.9,-0.57087,-29.242,-0.56283,0.026222,1.3432,0.025852
1.92,-0.57087,-29.202,-0.56316,0.026222,1.3413,0.025867
1.94,-0.57087,-29.162,-0.56344,0.026222,1.3395,0.02588
1.96,-0.57087,-29.123,-0.56367,0.026222,1.3377,0.025891
1.98,-0.57087,-29.085,-0.56387,0.026222,1.336,0.0259
2,-0.57087,-29.048,-0.56402,0.026222,1.3342,0.025907
2.02,-0.57087,-29.011,-0.56414,0.026222,1.3326,0.025913
2.04,-0.57087,-28.975,-0.56423,0.026222,1.3309,0.025916
2.06,-0.57087,-28.94,-0.56428,0.026222,1.3293,0.025919
2.08,-0.57087,-28.906,-0.56429,0.026222,1.3277,0.02592
2.1,-0.57087,-28.873,-0.56428,0.026222,1.3262,0.025919
2.12,-0.57087,-28.84,-0.56425,0.026222,1.3247,0.025917
2.14,-0.57087,-28.809,-0.56418,0.026222,1.3233,0.025914
2.16,-0.57087,-28.778,-0.56409,0.026222,1.3218,0.02591
2.18,-0.57087,-28.748,-0.56398,0.026222,1.3205,0.025905
2.2,-0.57087,-28.719,-0.56384,0.026222,1.3191,0.025899
2.22,-0.57087,-28.69,-0.56369,0.026222,1.3178,0.025892
2.24,-0.57087,-28.663,-0.56352,0.026222,1.3165,0.025884
2.26,-0.57087,-28.636,-0.56333,0.026222,1.3153,0.025875
2.28,-0.57087,-28.61,-0.56312,0.026222,1.3141,0.025866
2.3,-0.57087,-28.585,-0.5629,0.026222,1.313,0.025856
2.32,-0.57087,-28.56,-0.56267,0.026222,1.3118,0.025845
2.34,-0.57087,-28.537,-0.56242,0.026222,1.3108,0.025833
2.36,-0.57087,-28.514,-0.56216,0.026222,1.3097,0.025822
2.38,-0.57087,-28.492,-0.5619,0.026222,1.3087,0.025809
2.4,-0.57087,-28.47,-0.56162,0.026222,1.3077,0.025797
2.42,-0.57087,-28.45,-0.56133,0.026222,1.3068,0.025783
2.44,-0.57087,-28.43,-0.56104,0.026222,1.3059,0.02577
2.46,-0.57087,-28.411,-0.56074,0.026222,1.305,0.025756
2.48,-0.57087,-28.392,-0.56043,0.026222,1.3041,0.025742
2.5,-0.57087,-28.374,-0.56012,0.026222,1.3033,0.025728
2.52,-0.57087,-28.357,-0.55981,0.026222,1.3025,0.025713
2.54,-0.57087,-28.341,-0.55949,0.026222,1.3018,0.025699
2.56,-0.57087,-28.325,-0.55917,0.026222,1.301,0.025684
2.58,-0.57087,-28.31,-0.55885,0.026222,1.3003,0.025669
2.6,-0.57087,-28.295,-0.55852,0.026222,1.2997,0.025654
2.62,-0.57087,-28.281,-0.5582,0.026222,1.299,0.02564
2.64,-0.57087,-28.268,-0.55787,0.026222,1.2984,0.025625
2.66,-0.57087,-28.255,-0.55755,0.026222,1.2978,0.02561
2.68,-0.57087,-28.243,-0.55722,0.026222,1.2973,0.025595
2.7,-0.57087,-28.231,-0.5569,0.026222,1.2967,0.02558
2.72,-0.57087,-28.22,-0.55658,0.026222,1.2962,0.025565
2.74,-0.57087,-28.209,-0.55626,0.026222,1.2957,0.02555
2.76,-0.57087,-28.199,-0.55594,0.026222,1.2952,0.025536
2.78,-0.57087,-28.189,-0.55562,0.026222,1.2948,0.025521
2.8,-0.57087,-28.18,-0.55531,0.026222,1.2944,0.025507
